STATENAM,YEAR,PJOWAR,PMAIZE,PWHEAT,PSUGAR,PPOTATO,PGNUT,PRICE,PBAJRA,PTUR,PRAGI,PTOBAC,PBARLEY,PGRAM,PSESAMUM,PRMSEED,PCOTTON,POPULS,PSOY,PSUNFLWR,PJUTE
MADHYA_PRADESH,1964,41.21860465,38.14418605,56.8581395,91.2044186,40.62,72.41581395,58.3,45.98372093,49.26697674,45.98372093,488.6611628,42.11,49.26697674,111.5034884,99.47,120.902093,74.18023135,0,0,0
KARNATAKA,1965,76.56842105,100,134.673684,73.28947368,31.36,117.47,135.6473684,70.68421053,116.5189474,70.68421053,193.9010526,56.64,116.5189474,142.29,121.8,121.8968421,73.35578947,0,0,0
MAHARASHTRA,1965,62.816,79.748,112.9,77.304,109.85,123.8,81.696,99.34,130.612,99.34,433.42,78.364,130.612,170.2,121.8,120.54,105.288,0,0,0
UTTAR_PRADESH,1965,57.748125,58.339375,71.0504167,60.46125,23.27791667,74.37083333,54.74104167,59.79583333,64.25333333,59.79583333,124.95,55.745625,64.25333333,136.0610417,116.2639583,114.29,64.295,0,0,87.90916667
HARYANA,1965,56.60166667,61.27833333,67.1016667,51.515,56.33183333,113.8633333,58.87166667,54.22333333,65.28666667,54.22333333,229.5316667,58.90333333,65.28666667,155.5616667,136,117.33,65.28666667,0,0,0
ORISSA,1965,48.76307692,47.76615385,71.6607692,68.49153846,37.59307692,110.9592308,51.03230769,54.11615385,79.11076923,60.18061538,466.1753846,0,78.47846154,146.1869231,123.6246154,129.88,79.11076923,0,0,145.29
MADHYA_PRADESH,1965,42.84418605,47.00465116,56.6116279,72.02325581,37.08,103.5448837,62.34883721,52.04883721,52.92116279,52.04883721,546.8493023,56.64,52.92116279,148.2955814,121.8,124.0662791,77.39370358,0,0,0
RAJASTHAN,1965,56.14230769,57.16769231,77.3615385,76.95,64.1,119.4084615,183.1423077,61.62153846,64.11576923,61.62153846,325.3673077,62.45384615,64.11576923,176.4846154,156.0115385,208.4376923,53.39615385,0,0,0
ANDHRA_PRADESH,1965,57.63157895,48.14736842,96.9947368,61.48,64.1,116.7615789,80.56842105,57.02631579,119.1184211,57.02631579,333.3057895,56.64,119.1184211,147.5384211,121.8,137.8368421,73.65862279,0,0,0
WEST_BENGAL,1965,0,67.7469,74.072,74.994,39.31066667,0,98.18666667,0,0,0,559.976,56.96466667,77.09666667,0,126.2066667,0,0,0,0,108.2453333
BIHAR,1965,0,68.21529412,95.7982353,69.37,47.44,101.357,58.37882353,0,78.66882353,59.98,586.3537059,63.42588235,87.06882353,148.5341176,141.87,0,78.66882353,0,0,68.17
PUNJAB,1965,67.867,47.133,65.628,53.637,64.7083,104.5995,48.669,52.334,70.008,52.334,265.8693,60.344,70.008,144.3075,129.6774,104.191,69.908,0,0,0
TAMIL_NADU,1965,54.00833333,36.66666667,133.44,61.79333333,46.25,86.30583333,72,50.675,90.75,50.675,297.0608333,56.64,90.75,152.7841667,121.8,127.1191667,68.23385467,0,0,0
GUJARAT,1965,68.84444444,67.4,79.6888889,86.16111111,57.37,102.8222222,148.1277778,74.62777778,125.7388889,74.62777778,185.5888889,62.55555556,125.7388889,165.2333333,132.1555556,155.4611111,93.44444444,0,0,0
BIHAR,1966,0,81.02588235,129.301765,98.14823529,49.85411765,134.0165294,93.66235294,0,95.80176471,69.03529412,580.9531176,93.36117647,123.3535294,189.8652941,161.38,0,95.80176471,0,0,76.60235294
ANDHRA_PRADESH,1966,58.65789474,53.92105263,130.8,97.02,83.56,124.7410526,86.00526316,54.19473684,143.8126316,58.87368421,338.6842105,90.57,143.8126316,167.5,157.29,153.8684211,92.23932153,0,0,0
KARNATAKA,1966,68.72105263,57.5,138.042105,66.86315789,72.74,141.6494737,110.9315789,74.98166667,98.52736842,54.19473684,260.8110526,90.57,98.52736842,130.31,157.29,171.9521053,81.36842105,0,0,0
UTTAR_PRADESH,1966,73.76479167,66.90708333,118.326042,89.03375,46.45541667,104.1197917,68.7075,82.24666667,112.0108333,74.98166667,163.89,89.63416667,112.0108333,181.31625,164.1077083,130.66,112.0108333,0,0,100.03
HARYANA,1966,82.78,84.875,99.9033333,125.54,63.756,123.9233333,71.085,62.25076923,99.90166667,82.24666667,253.23,89.31166667,99.90166667,199.295,158.0016667,141.0866667,99.90166667,0,0,0
ORISSA,1966,51.58923077,57.26692308,88.6946154,100.0153846,52.02,132.8523077,66.14846154,65.74883721,91.43153846,66.93676923,499.1015385,0,88.99615385,177.6992308,142.7869231,150.5523077,91.43153846,0,0,164.11
MADHYA_PRADESH,1966,46.42325581,59.63023256,68.4581395,103.9460465,56.55,129.7430233,79.55581395,77.832,56.04813953,65.74883721,602.2625581,90.57,56.04813953,183.5204651,157.29,149.2955814,101.7576624,0,0,0
MAHARASHTRA,1966,62.9,67.3,115.972,149.608,80.14,144.636,85.512,85.4,154.972,77.832,406.208,85.696,154.972,194.84,157.29,159.036,147.204,0,0,0
GUJARAT,1966,77.08888889,73.74444444,100.911111,123.2777778,55.68,119.7277778,192.9166667,50,138.6111111,85.4,211.9777778,62.36666667,138.6111111,193.2,175.4666667,160.8722222,107.4333333,0,0,0
TAMIL_NADU,1966,50,50,138.3,92.3675,93.81,105.48,68.85833333,71.17,132.5,50,246.6033333,90.57,132.5,176.7033333,157.29,157.2675,83.95102533,0,0,0
PUNJAB,1966,83.684,74.4,80.4,98.5,70.6345,126.48,53,58.87368421,93.458,71.17,273.8511,83.075,93.458,172.9291,138.7081,113.29,93.458,0,0,0
RAJASTHAN,1966,68.20384615,69.08461538,107.276923,169.19,83.56,140.8307692,222.1446154,72.36769231,81.53153846,72.36769231,369.9176923,77.80576923,81.53153846,189.9846154,174.4853846,219.3453846,66.38076923,0,0,0
WEST_BENGAL,1966,0,80.26959,80.46,98.69866667,46.19266667,0,118.7893333,0,0,0,475.25378,67.56666667,96.63133333,0,129.806,0,0,0,0,114.7406667
MADHYA_PRADESH,1967,53.88604651,58.4,86.0697674,209.6,46.87,103.665814,98.14651163,68.86511628,75.07697674,68.86511628,562.6553488,49.93,75.07697674,152.9376744,120.22,146.7553488,107.7513708,0,0,0
RAJASTHAN,1967,62.63153846,61.35153846,87.9038462,207.3926923,71.63,116.7953846,172.3384615,67.75615385,78.85384615,67.75615385,336.6246154,64.43461538,78.85384615,175.3615385,135.2769231,241.2915385,70.92692308,0,0,0
BIHAR,1967,0,101.9052941,94.61,187.3911765,51.80176471,140.5210588,86.06352941,0,95.58117647,81.77529412,545.8023529,76.34470588,106.3388235,203.3570588,140.1217647,0,95.58117647,0,0,58.23529412
MAHARASHTRA,1967,63,77.824,122.064,205.476,61.88,120.4,91.004,90.096,142.612,90.096,395.172,69.44,142.612,173.924,120.22,102.464,165.372,0,0,0
TAMIL_NADU,1967,50,50,131.43,130.4625,71.41,100.0708333,74.375,50,95.69833333,50,290.0358333,49.93,95.69833333,170.2641667,120.22,147.3791667,89.13808992,0,0,0
ORISSA,1967,56.53384615,59.72615385,93.2230769,188.4746154,50.99615385,100.1369231,69.16153846,66.69230769,110.5930769,75.60184615,511.6430769,0,102.6338462,152.3646154,128.4838462,150.9861538,110.5930769,0,0,122.4
WEST_BENGAL,1967,0,100.89774,106.832,147.5493333,54.46266667,0,148.754,0,0,0,404.73367,76.88933333,119.1126667,0,143.9853333,0,0,0,0,103.764
HARYANA,1967,72.275,80.27,82.9816667,222.8533333,67.50216667,88.25666667,69.06166667,72.62666667,77.415,72.62666667,264.315,59.91666667,77.415,170.3433333,134.3766667,140.78,77.415,0,0,0
GUJARAT,1967,77.63888889,73.67777778,91.8944444,199.5111111,56.19,101.5166667,101.1055556,80.54444444,101.3166667,80.54444444,240.3111111,76.27222222,101.3166667,151.25,138.4777778,159.85,106.4666667,0,0,0
KARNATAKA,1967,74.74210526,66.24210526,132.121053,112.9947368,65.27,100.9752632,123.0736842,62.24210526,154.7326316,62.24210526,310.5173684,49.93,154.7326316,175.28,215,156.6247368,91.81105263,0,0,0
UTTAR_PRADESH,1967,75.54416667,84.13416667,80.4114583,163.3141667,35.02083333,87.4,67.34895833,85.38354167,81.04354167,85.38354167,148.01,57.94020833,81.04354167,175.0864583,121.5935417,133.22,81.04354167,0,0,101.25
ANDHRA_PRADESH,1967,60.64736842,62.17894737,102.3,193.71,71.63,98.21157895,99.01578947,60.81052632,140.0736842,60.81052632,429.3868421,49.93,140.0736842,149.6878947,120.22,152.3794737,104.7859907,0,0,0
PUNJAB,1967,70.735,61.866,78.083,221.633,78.7638,90.266,60.633,65.133,83.175,65.133,258.1747,65.25,83.175,175.5557,134.484,131.09,83.175,0,0,0
HARYANA,1968,72.215,75.75833333,84.015,130.97,36.55833333,119.0266667,70.84833333,71.03166667,98.03666667,71.03166667,264.2583333,61.66666667,98.03666667,184.5366667,139.575,168.185,98.03666667,0,0,0
KARNATAKA,1968,78,54.81052632,123.410526,135.4526316,50.9,106.7815789,119.9789474,56.42631579,102.7452632,56.42631579,203.0642105,51.13,102.7452632,171.64,220,169.5426316,72.50947368,0,0,0
ANDHRA_PRADESH,1968,63.19473684,49.83684211,90,98.15421053,51.27,107.7536842,104,57.08421053,92.65,57.08421053,432.02,51.13,92.65,153.6463158,125.46,148.7126316,84.52229132,0,0,0
WEST_BENGAL,1968,0,66.21436,80.96,133.44,39.65333333,0,129.2586667,0,0,0,424.93307,64.33266667,87.64533333,0,136.8786667,0,0,0,0,150.2126667
PUNJAB,1968,57.51,57.214,80.9,128.372,69.409,93.015,56.8,65.323,95.3,65.323,258.8168,62.4141,95.3,172.5778,147.116,120.652,95.3,0,0,0
UTTAR_PRADESH,1968,52.256875,53.459375,80.209375,105.1404167,21.87604167,77.55125,53.09041667,58.206875,75.373125,58.206875,155.34,53.39583333,75.373125,158.7089583,127.0479167,128.2,75.373125,0,0,96.57
BIHAR,1968,0,68.17117647,95.2476471,117.2635294,31.48176471,114.426,56.59705882,0,86.55058824,60.02176471,540.5234118,66.93117647,89.34294118,151.4711765,142.1317647,0,86.55058824,0,0,101.8164706
MADHYA_PRADESH,1968,53.87906977,53.84651163,83.1627907,152.2606977,35.82,102.1762791,97.70930233,62.69534884,74.57093023,62.69534884,470.1239535,51.13,74.57093023,143.4951163,125.46,143.5234884,83.33452944,0,0,0
ORISSA,1968,57.89384615,50.72769231,80.3938462,132.0938462,36.30769231,105.9969231,87.79692308,58.02384615,85.26,58.334,451.3492308,0,80.78538462,141.4984615,131.3830769,145.7546154,85.26,0,0,221.88
TAMIL_NADU,1968,68.90833333,60.025,122.32,83.82833333,52.95,100.3733333,73.75,66.33333333,96.44583333,66.33333333,276.1275,51.13,96.44583333,169.7041667,125.46,169.1933333,87.67122467,0,0,0
RAJASTHAN,1968,69.45384615,67.34,95.4923077,131.24,51.27,111.7776923,162.9715385,76.96307692,85.38153846,76.96307692,306.2030769,68.06730769,85.38153846,187.3115385,146.9461538,220.7769231,65.12307692,0,0,0
MAHARASHTRA,1968,65.808,69.5,114.428,151.908,65.39,135.236,85.46,78.176,99.296,78.176,366.912,67.544,99.296,181.372,125.46,126.036,127.912,0,0,0
GUJARAT,1968,76.97777778,71.85555556,98.7666667,124.9777778,43.57,114.4055556,106.6666667,81.60555556,94.37777778,81.60555556,190.4111111,68.01111111,94.37777778,164.9722222,149.6833333,190.8555556,105.0777778,0,0,0
WEST_BENGAL,1969,0,65.91675,82.6653333,121.9506667,45.932,0,127.5453333,0,0,0,616.1833,54.916,96.562,0,138.3153333,0,0,0,0,138.7513333
TAMIL_NADU,1969,69.41666667,67.1,100.98,68.74333333,57.77,132.7766667,96.75833333,65.025,120,65.025,269.1816667,58.02,120,192.4441667,142.4,172.535,84.59748933,0,0,0
RAJASTHAN,1969,70.78846154,68.69884615,100.319231,90.64461538,58.27,126.4092308,157.9853846,77.32884615,96.27538462,77.32884615,366.8453846,73.50769231,96.27538462,202.1603846,180.0907692,231.0053846,78.17307692,0,0,0
UTTAR_PRADESH,1969,60.99229167,58.41666667,87.8777083,71.72166667,32.85791667,93.52604167,52.200625,65.81708333,89.14479167,65.81708333,129.74,61.45541667,89.14479167,168.8233333,146.6408333,131.9,89.14479167,0,0,128.38
ANDHRA_PRADESH,1969,58.34736842,56.42631579,94.5,67.53,58.27,126.7884211,96.61052632,55.77368421,114.8226316,55.77368421,443.7594737,58.02,114.8226316,184.1921053,142.4,187.8489474,86.63038742,0,0,0
BIHAR,1969,0,65.57294118,100.112941,82.67470588,49.76058824,141.6584706,64.00058824,0,93.81411765,59.23411765,654.5862941,69.43652941,102.5917647,162.9558824,156.1652941,0,93.81411765,0,0,69.89647059
PUNJAB,1969,74.025,55.26,77.325,88.875,77.9728,110.637,57.6,68.765,99.115,68.765,277.4049,59.76,99.115,208.1531,153.4594,144.062,99.115,0,0,0
HARYANA,1969,67.16333333,74.74166667,87.0616667,66.38,60.02666667,125.6,69.10666667,68.56833333,91.515,68.56833333,279.6666667,57.7,91.515,199.3333333,146.8333333,164.775,91.515,0,0,0
KARNATAKA,1969,67.07894737,49.37894737,101.305263,80.63157895,67.52,130.9331579,97.2,63.37368421,113.1110526,63.37368421,418.1047368,58.02,113.1110526,210.86,300.9,194.2226316,91.03947368,0,0,0
MADHYA_PRADESH,1969,69.35813953,61.14418605,90.7953488,86.94395349,48.26,121.5883721,94.85348837,67.99069767,89.30604651,67.99069767,502.9183721,58.02,89.30604651,172.7348837,142.4,179.5139535,86.46846821,0,0,0
GUJARAT,1969,71.93333333,72.64444444,97.8333333,118.6444444,65.06,141.3055556,97.32777778,77.74444444,111.9222222,77.74444444,246.1672222,69.04444444,111.9222222,208.6444444,151.8611111,206.6166667,110.1944444,0,0,0
ORISSA,1969,64.2,76.83076923,88.3984615,90.99923077,47.13153846,125.1815385,81.17769231,62.91153846,93.25076923,57.40646154,478.18,0,96.09307692,178.0938462,142.1684615,183.0892308,93.25076923,0,0,151.06
MAHARASHTRA,1969,67.404,72.856,110.532,108.076,73.26,168.532,83.52,81.248,114.852,81.248,471.1,75.792,114.852,217.52,142.4,141.968,133.444,0,0,0
MAHARASHTRA,1970,74.876,74.396,102.468,107.36,77.19,165.788,90.284,76.996,103.284,76.996,502.624,72.672,103.284,213.868,154.03,186.492,129.488,0,0,0
GUJARAT,1970,65.63333333,63.74444444,84.1777778,99.22222222,61.29,141.7833333,79.19444444,59.56111111,98.39444444,59.56111111,363.9277778,58.33333333,98.39444444,216.8555556,152.4555556,282.5222222,110.45,0,0,0
ANDHRA_PRADESH,1970,62.77368421,48.13684211,93.1,97.11,57.02,128.7263158,99.54210526,54.39473684,94.98894737,54.39473684,414.3247368,44.5,94.98894737,191.4194737,154.03,234.6826316,87.25664605,0,0,0
PUNJAB,1970,72.509,54.787,76.45,93.783,67.0821,126.753,53.717,58.505,85.491,58.505,266.387,56.166,85.491,218.1294,148.4,176.2,85.491,0,0,0
TAMIL_NADU,1970,65.225,63.875,107.97,99.50333333,59.7,128.4725,94.8,61.53333333,100.62,61.53333333,406.0816667,44.5,100.62,203.0941667,154.03,217.9175,94.89828983,0,0,0
MADHYA_PRADESH,1970,65.93023256,48.88837209,79.5093023,94.34674419,53.88,140.9648837,91.78837209,59.93255814,71.1355814,59.93255814,590.385814,44.5,71.1355814,197.8495349,154.03,269.3444186,92.48584105,0,0,0
HARYANA,1970,60.77666667,59.33333333,79.86,89.83333333,56.82616667,134.0533333,71.685,54.46,82.91666667,54.46,248.4166667,55.58333333,82.91666667,215.6666667,152.1133333,177.495,82.91666667,0,0,0
UTTAR_PRADESH,1970,51.95,47.77875,74.71625,82.32770833,34.18729167,116.3935417,51.048125,56.44375,71.76166667,56.44375,137.79,51.75854167,71.76166667,203.7214583,157.7475,159.64,71.76166667,0,0,117.79
BIHAR,1970,0,64.75235294,91.8788235,93.27470588,46.81470588,126.5086471,65.76470588,0,92.94941176,58.85529412,449.6111176,63.68976471,92.74194118,205.5021176,166.267,0,92.94941176,0,0,94.31294118
WEST_BENGAL,1970,0,62.932903,90.2266667,109.8813333,66.128,0,139.7466667,0,0,0,527.47614,63.53,101.7453333,0,172.662,0,0,0,0,145.6486667
KARNATAKA,1970,74.50526316,61.46315789,108.505263,85.91578947,62.51,138.8857895,102.5157895,62.56842105,92.42578947,62.56842105,483.4894737,44.5,92.42578947,197.28,169.18,244.6142105,83.71578947,0,0,0
ORISSA,1970,64.77692308,48.08846154,85.4053846,98.13769231,58.23461538,137.7846154,80.67153846,57.87076923,93.15692308,58.55984615,524.0930769,0,83.47846154,198.8476923,163.6846154,256.3161538,93.15692308,0,0,206.39
RAJASTHAN,1970,58.26923077,57.67692308,80.5961538,91.38461538,57.02,125.8461538,150.7696154,59.07692308,78.63461538,59.07692308,373.5769231,58.25769231,78.63461538,212.8846154,172.0961538,286.0769231,92.76153846,0,0,0
ORISSA,1971,74.68538462,56.97076923,85.5146154,133.45,49.23538462,123.9392308,81.76538462,65.74692308,104.1861538,68.59615385,506.6315385,0,92.54538462,195.6169231,162.4969231,208.2676923,104.1861538,0,0,156.32
PUNJAB,1971,78.097,57.534,76.375,129.883,82.5183,117.406,58.8,60.791,104.301,60.791,348.194,56.864,104.301,243.0519,150.322,162.342,104.301,0,0,0
GUJARAT,1971,73.36111111,67.5,91.9111111,133.1777778,65.72,131.7777778,83.13888889,67.38888889,98.38333333,67.38888889,294.7277778,70.41666667,98.38333333,204.6666667,123.6111111,247.1333333,117.4,0,0,0
MADHYA_PRADESH,1971,69.92093023,54.04883721,83.0953488,133.2174419,45.27,123.8732558,93.16976744,62.98604651,83.31976744,62.98604651,552.5402326,54.49,83.31976744,197.035814,154.03,200.4790698,109.5825773,0,0,0
KARNATAKA,1971,77.72631579,65.57368421,105.484211,107.8736842,55.57,117.6810526,114.7,66.63157895,110.9857895,66.63157895,478.8721053,54.49,110.9857895,207.4,142.66,197.9105263,106.5463158,0,0,0
TAMIL_NADU,1971,67.58333333,59.825,105.13,110.5216667,61.91,122.6141667,97.79166667,60.59166667,105,60.59166667,487.5491667,54.49,105,213.2616667,154.03,197.9066667,110.2334717,0,0,0
MAHARASHTRA,1971,88.208,77.592,102.668,148.604,81.76,153.284,94.192,81.98,103.108,81.98,492.712,92.472,103.108,234.428,154.03,197.196,161.344,0,0,0
BIHAR,1971,0,78.68682353,88.2964706,130.2829412,58.19411765,130.4018235,61.04411765,0,109.3044706,66.16123529,639.3740588,69.80341176,99.25170588,201.8605882,188.3845294,0,109.3044706,0,0,71.83058824
ANDHRA_PRADESH,1971,76.88947368,62.88947368,90.4,108.5,50.36,117.1926316,117.0105263,70.72105263,97.68157895,70.72105263,429.8289474,54.49,97.68157895,192.3415789,154.03,216.77,102.2818698,0,0,0
RAJASTHAN,1971,62.61153846,61.47076923,87.6553846,134.1230769,50.36,138.1923077,136.7815385,57.70153846,90.16923077,57.70153846,351.8353846,63.63384615,90.16923077,211.825,184.0784615,218.3780769,73.38461538,0,0,0
WEST_BENGAL,1971,0,77.63745,88.4313333,160.39,58.66333333,0,144.7886667,0,0,0,728.2945,81.23466667,120.9046667,0,176.5866667,0,0,0,0,144.6993333
UTTAR_PRADESH,1971,57.51479167,59.099375,76.8389583,97.30291667,29.76666667,89.8,51.16604167,57.18020833,88.12104167,57.18020833,276.67,57.88145833,88.12104167,209.2704167,165.725,172.17,88.12104167,0,0,138.01
HARYANA,1971,66.66333333,66.315,86.48,137.5916667,64.93916667,125.6,62.53333333,64.47666667,94.14333333,64.47666667,263.195,61.00833333,94.14333333,220.3183333,159.9666667,174.5483333,94.14333333,0,0,0
ANDHRA_PRADESH,1972,90.1,80.97894737,118.2,140.11,59.77,179.7289474,144.2947368,83.62631579,140.8321053,83.62631579,473.7115789,73.16,140.8321053,262.1589474,178.77,177.8689474,134.8813189,0,0,0
PUNJAB,1972,68.734,61.3,77.621,167.769,87.9017,139.3509,57.26,116.104,138.7,116.104,380.3123,106.3624,138.7,265.8103,167.16,170.5,138.7,0,0,0
UTTAR_PRADESH,1972,70.27604167,69.64770833,82.735625,135.1735417,35.29979167,132.671875,63.41541667,71.65916667,117.344375,71.65916667,278.29,78.10708333,117.344375,242.6739583,181.0979167,164.92,117.344375,0,0,137.84
HARYANA,1972,95.20666667,79.25,94.7316667,215.5383333,71.97166667,153.61,81.53833333,101.7516667,141.1666667,101.7516667,277.9166667,99.58333333,141.1666667,259.5,198.2283333,179.4216667,141.1666667,0,0,0
RAJASTHAN,1972,84.34615385,81.28807692,112.963462,148.6269231,59.77,161.7769231,170.1492308,92.42307692,119.4430769,92.42307692,401.1861538,98.41269231,119.4430769,276.4730769,212.1880769,220.5976923,78,0,0,0
WEST_BENGAL,1972,0,81.57672,97.4946667,177.748,60.81466667,0,146.364,0,0,0,595.7903,82.69066667,139.5773333,0,188.8653333,0,0,0,0,154.394
MADHYA_PRADESH,1972,72.50930233,68.64883721,94.7232558,188.0411628,53.52,167.1325581,131.7302326,84.62093023,125.0555814,84.62093023,631.1167442,73.16,125.0555814,252.1525581,178.77,212.1516279,163.9254674,0,0,0
BIHAR,1972,0,81.76,114.911176,161.1441176,63.60352941,194.2805294,75.92470588,0,137.0795882,68.98135294,659.9991765,98.90176471,130.4623529,240.6264706,189.4758824,0,137.0795882,0,0,83.70588235
MAHARASHTRA,1972,116.7,108.08,141.02,191.496,92.21,233.148,149.408,125.432,153.332,125.432,575.68,123.052,153.332,285.764,178.77,220.256,204.304,0,0,0
TAMIL_NADU,1972,73.875,59.93333333,139.46,132.9183333,73.82,142.175,99.55,67,161.5075,67,504.2541667,73.16,161.5075,276.14,178.77,204.7966667,141.8047458,0,0,0
ORISSA,1972,81.05230769,74.93692308,99.7046154,171.8892308,55.62384615,176.1715385,97.81692308,83.30153846,154.2169231,76.17307692,589.2523077,0,131.5769231,260.8769231,185.0792308,222.9246154,154.2169231,0,0,182.7
GUJARAT,1972,114.1666667,92.71111111,123.566667,179.3277778,65.69,172.85,117.6555556,106.6611111,134.8611111,106.6611111,272.9783333,100.7777778,134.8611111,235.3277778,207.3444444,265.7444444,169.2111111,0,0,0
KARNATAKA,1972,108.3421053,87.65789474,141.178947,123.4578947,66.18,184.4610526,130.2052632,93.00526316,170.6873684,93.00526316,509.4384211,73.16,170.6873684,255.67,199.66,221.0194737,132.0005263,0,0,0
GUJARAT,1973,143.7777778,132.2888889,160.927778,160.4944444,76.38,236.7222222,179.7388889,121.9944444,183.9444444,121.9944444,295.0777778,123.5055556,183.9444444,327.9333333,269,339.1666667,180.5111111,0,0,0
TAMIL_NADU,1973,106.4,82.425,223.57,130.9333333,94.5,213.4116667,137.5083333,92.43333333,210.9775,92.43333333,522.1283333,120.83,210.9775,321.1858333,300.28,255.6216667,162.7551695,0,0,0
HARYANA,1973,137.44,96.805,120.511667,188.575,79.92766667,231.1533333,88.995,105.38,198.9666667,105.38,345.805,121.25,198.9666667,338.75,291.6891667,235.93,198.9666667,0,0,0
ORISSA,1973,112.74,95.52769231,162.339231,170.5438462,75.07076923,219.5461538,101.7423077,97.05846154,148.0546154,91.22046154,603.3792308,0,187.5315385,330.3938462,293.6684615,347.1430769,148.0546154,0,0,151.35
MAHARASHTRA,1973,155.984,136.612,206.788,202.964,114.19,274.692,177.18,133.356,214.516,133.356,485.052,128.068,214.516,340.816,300.28,316.108,208.288,0,0,0
PUNJAB,1973,78.372,69.9,112.776,159.127,93.1934,185.573,71.3,104.463,200.9,104.463,356.1962,117.5332,200.9,365.3939,272.35,223.19,200.9,0,0,0
MADHYA_PRADESH,1973,125.5488372,98.2372093,147.039535,191.1460465,71.25,213.5386047,141.4488372,105.9953488,185.8239535,105.9953488,647.8846512,120.83,185.8239535,303.7981395,300.28,285.7411628,159.253684,0,0,0
RAJASTHAN,1973,117.8,131.6,147.11,144.0311538,84.26,233.9534615,190.1142308,102.05,197.1,102.05,344.0769231,128.15,197.1,350.5688462,274.9734615,164.2692308,41.84615385,0,0,0
WEST_BENGAL,1973,0,118.47405,185.682,177.5993333,77.72466667,0,198.2786667,0,0,0,706.0112,147.2613333,183.6613333,0,279.4686667,0,0,0,0,138.0066667
KARNATAKA,1973,123.9789474,105.4789474,222.615789,130.0263158,86.53,239.9526316,179.3631579,94.07368421,205.8921053,94.07368421,310.2547368,120.83,205.8921053,329.83,249.95,334.1010526,138.2842105,0,0,0
UTTAR_PRADESH,1973,79.34270833,92.626875,140.077708,137.91125,53.80916667,201.258125,75.23083333,80.294375,187.591875,80.294375,242.86,113.87375,187.591875,303.966875,311.5322917,222.54,187.0354167,0,0,132.24
BIHAR,1973,0,111.9084118,190.027647,176.9411765,74.068,203.9330588,110.83,0,177.1875882,92.72994118,822.6839412,160.8083529,211.5231176,292.5848824,341.7611765,0,177.1875882,0,0,69.88235294
ANDHRA_PRADESH,1973,102.9631579,94.26315789,120.7,131.13,84.26,219.7068421,152.5842105,86.74736842,197.4231579,86.74736842,528.3836842,120.83,197.4231579,336.7110526,300.28,416.2384211,141.3556542,0,0,0
ORISSA,1974,142.4538462,130.3615385,152.101538,181.5769231,58.25692308,244.8284615,142.4,151.1607692,180.2353846,142.5486154,615.2261538,0,171.9076923,323.2653846,240.9484615,301.8261538,180.2353846,0,0,239.35
MADHYA_PRADESH,1974,140.472093,137.3697674,158.195349,202.4034884,61.12,233.5776744,207.2116279,162.0883721,168.4190698,162.0883721,738.4025581,110.53,168.4190698,343.435814,231.26,290.9532558,178.8204563,0,0,0
PUNJAB,1974,134.128,128.7,109.826,158.782,80.672,216.5838,82.699,153.424,199.1,153.424,195.6407,109.3,199.1,374.06,260.8466,267.035,199.1,0,0,0
RAJASTHAN,1974,160.5515385,160.2403846,169.846154,169.5361538,64.39,261.2326923,298.6538462,174.54,192.2634615,174.54,374.9723077,129.7026923,192.2634615,408.4615385,252.4630769,218.1730769,118.6538462,0,0,0
GUJARAT,1974,168.5,151.65,173.577778,212.2333333,67.17,240.8833333,231.85,171.7,214.0833333,171.7,435.1111111,151.9388889,214.0833333,349.75,247.4277778,310.5,218.6277778,0,0,0
BIHAR,1974,0,172.1518824,157.674706,178.5152941,59.062,250.5917647,127.4041176,0,177.8041176,148.2344118,1021.398353,131.4311765,197.4270588,339.9444118,259.6007647,0,177.8041176,0,0,105.2982353
ANDHRA_PRADESH,1974,150.0052632,119.5157895,134.821053,170.13,64.39,214.0773684,199.1736842,134.8736842,192.9984211,134.8736842,506.3652632,110.53,192.9984211,319.4257895,231.26,321.1189474,154.2289095,0,0,0
WEST_BENGAL,1974,0,173.47343,150.671333,176.7813333,62.71133333,0,207.5566667,0,0,0,930.7628,141.864,175.7633333,0,263.8246667,0,0,0,0,147.8893333
HARYANA,1974,131.83,148.4866667,124.443333,189.5733333,67.64183333,205.55,88.49833333,143.66,190.39,143.66,311.7,102.9733333,190.39,301.6166667,222.6375,269.5033333,190.39,0,0,0
TAMIL_NADU,1974,164.0333333,143.275,187.1,119.8058333,78.62,305.6208333,210.1,148.55,209.88,148.55,526.34,110.53,209.88,354.8516667,231.26,229.2083333,167.0695133,0,0,0
UTTAR_PRADESH,1974,131.819375,153.5135417,143.03875,146.6122917,37.07,198.826875,100.2277083,144.3633333,174.1645833,144.3633333,210.26,111.234375,174.1645833,345.0779167,236.883125,276.07,174.1645833,0,0,108.4477083
KARNATAKA,1974,155.0421053,149.6,186.378947,135.1947368,77.15,227.5021053,210.7052632,146.4421053,203.9373684,146.4421053,529.5631579,110.53,203.9373684,346,292.41,270.0089474,174.3863158,0,0,0
MAHARASHTRA,1974,167.936,145.24,203.428,216.172,112.48,270.768,164.456,144.828,212.3,144.828,756.3,140.528,212.3,364.068,231.26,283.8,237.048,0,0,0
WEST_BENGAL,1975,0,117.25635,113.175333,172.2653333,60.54266667,0,167.0953333,0,0,0,1190.1056,84.15466667,137.2306667,0,175.096,0,0,0,0,144.7006667
