STATENAM,YEAR,sum(QWHEAT),sum(QRICE),sum(QMAIZE),sum(QJOWAR),sum(QBAJRA),sum(QSUGAR),sum(QPOTATO),sum(QGNUT),sum(QBARLEY),sum(QTOBAC),sum(QGRAM),sum(QTUR),sum(QRAGI),sum(QSESAMUM),sum(QRMSEED),sum(QCOTTON),sum(QOPULS),sum(QSOY),sum(QSUNFLWR),sum(QJUTE)
BIHAR,1956,184.533,3795.153,378.28400000000005,0.0,0.0,372.91599999999994,291.57000000000005,0.0,128.316,7.415,145.68200000000002,48.937999999999995,74.26500000000001,6.748000000000002,12.182,0.0,0.0,0.0,0.0,225.40752
HARYANA,1956,641.9399999999999,82.84599999999999,103.63700000000001,38.711,179.02800000000002,253.69799999999998,35.561,5.9620000000000015,112.88300000000001,0.775,1108.206,27.958,0.0,0.784,56.899,30.445379999999997,37.391,0.0,0.0,0.0
WEST_BENGAL,1956,27.198261500000005,4801.670153000001,40.51500000000001,0.0,0.0,117.7121715,313.6119996,0.0,29.4997451,9.319,120.3122234,0.0,0.0,0.0,25.046186099999996,0.0,0.0,0.0,0.0,243.97758
MADHYA_PRADESH,1956,1730.1999999999998,3316.4,188.9,1099.5999999999997,91.10000000000001,169.79999999999995,337.668,201.10000000000002,138.63099999999997,4.320000000000001,1007.1000000000003,417.363,0.0,67.4,0.0,101.21999999999998,436.53000000000014,0.0,0.0,0.0
KARNATAKA,1956,65.39999999999999,1068.6999999999998,8.399999999999999,851,112.6,344.54999999999995,0.0,657.05,0.0,18.009999999999998,40.97,181.318,0.0,0.0,0.0,71.14000000000001,79.56,0.0,0.0,0.0
UTTAR_PRADESH,1956,3023.738,2122.327,997.5340000000002,446.545,481.1750000000001,3574.218,591.5169999999998,178.716,1556.099,0.0,1531.216,762.109,0.0,12.841,57.47699999999999,0.0,647.9590000000001,0.0,0.0,28.51992000000001
GUJARAT,1956,278.40000000000003,346.00000000000006,73.19999999999999,384.99999999999994,431.4,71.30000000000001,0.0,574.7,50.2,51.4,59.2,206.86499999999998,0.0,22.299999999999997,14.200000000000001,172.3,39.199999999999996,0.0,0.0,0.0
RAJASTHAN,1956,1336.4,87.30000000000001,328.9,215.3,545.8,68.99999999999999,0.0,38.699999999999996,721.3,4.8999999999999995,1190.2000000000003,7.410999999999999,0.0,91.89999999999999,112.10000000000001,30.10000000000001,5.799999999999999,0.0,0.0,0.0
ORISSA,1956,3.466999999999999,2303.5480000000002,9.465000000000002,3.2109999999999994,1.111,95.84400000000001,27.980000000000004,15.881000000000002,0.0,2.8129999999999997,5.632,9.090000000000002,27.295999999999996,20.107,20.905,2.0759999999999996,0.0,0.0,0.0,33.05951999999999
ANDHRA_PRADESH,1956,5.1,2987.7999999999997,103.70000000000002,1093.4,296.59999999999997,567.03,0.0,1215.1699999999998,0.0,119.93,32.23,67.234,0.0,44.529999999999994,0.0,23.190000000000005,236.59000000000003,0.0,0.0,0.0
PUNJAB,1956,1376.4180000000001,162.425,471.24299999999994,5.356,64.498,297.317,74.376,43.246,65.53599999999999,0.41500000000000004,810.7059999999999,34.733000000000004,0.0,1.392,56.271,105.23538,39.016,0.0,0.0,0.0
MAHARASHTRA,1956,322.00000000000006,1187.6000000000001,0.0,3015.6,439.50000000000006,776.5,0.0,752.4999999999999,171,14,159.20000000000005,436.29999999999995,0.0,29.2,0.0,220.29999999999998,355.0999999999999,0.0,0.0,0.0
TAMIL_NADU,1956,0.0,3247.5,6.6,477.59999999999997,243.50000000000003,303.16999999999996,0.0,883.5400000000001,0.0,28.35,1.84,77.932,0.0,38.50999999999999,0.0,60.32000000000001,113.34999999999998,0.0,0.0,0.0
MADHYA_PRADESH,1957,1120.9999999999998,2118.2,187.59999999999997,1404.4,111.1,119.30000000000001,337.668,233.35000000000002,138.63099999999997,1.7000000000000002,609.7,417.363,0.0,45.80000000000002,0.0,79.96,347.63999999999993,0.0,0.0,0.0
MAHARASHTRA,1957,291.90000000000003,1173.9000000000003,0.0,2965.000000000001,507.70000000000005,863.4999999999999,0.0,656.8000000000002,166.29999999999998,13,131.6,436.29999999999995,0.0,29.200000000000003,0.0,228.50000000000006,332.2,0.0,0.0,0.0
WEST_BENGAL,1957,19.682869599999997,4364.424227,38.636,0.0,0.0,85.9498,395.7261151999999,0.0,12.9520849,10.753999999999998,120.6101602,0.0,0.0,0.0,26.041894499999998,0.0,0.0,0.0,0.0,310.7097
UTTAR_PRADESH,1957,2588.3619999999996,2139.964,793.0999999999999,494.2400000000001,619.4619999999998,3119.6519999999987,701.6899999999999,144.15499999999997,1214.166,0.0,1440.1200000000001,762.109,0.0,9.636999999999999,56.211000000000006,0.0,690.799,0.0,0.0,28.65348
HARYANA,1957,595.6080000000001,108.495,90.124,100.895,213.37099999999998,340.47900000000004,35.46000000000001,5.747999999999999,124.263,0.736,1027.931,27.958,0.0,1.096,70.61500000000001,27.6381,39.82899999999999,0.0,0.0,0.0
ORISSA,1957,3.586,1728.609,9.392000000000001,2.9739999999999993,1.8389999999999995,84.588,32.029999999999994,16.015000000000004,0.0,3.064,5.538999999999999,8.499,25.730000000000004,20.519000000000002,18.450999999999997,1.9699999999999998,0.0,0.0,0.0,37.21572000000001
TAMIL_NADU,1957,0.0,3185.7,6.199999999999999,542.5,277.29999999999995,375.41,0.0,920.4499999999999,0.0,14.540000000000001,2.2499999999999996,77.932,0.0,35.04,0.0,61.54,120.35,0.0,0.0,0.0
ANDHRA_PRADESH,1957,4.4,2849.5000000000005,119.6,1294.6,324.6,593.26,0.0,1063.66,0.0,105.11,32.809999999999995,67.234,0.0,41.10999999999999,0.0,23.52,219.67,0.0,0.0,0.0
GUJARAT,1957,206.7,231.10000000000002,199.5,310.3,586.2,81.4,0.0,840.2000000000002,49.8,28.7,12.600000000000001,206.86499999999998,0.0,21.3,14.5,157.29999999999998,31.9,0.0,0.0,0.0
KARNATAKA,1957,71.1,1189.4,8.7,1149.3,80.3,368.19,0.0,716.02,0.0,19.86,37.63999999999999,181.318,0.0,0.0,0.0,80.20000000000002,103.69000000000001,0.0,0.0,0.0
RAJASTHAN,1957,840.0000000000001,21.800000000000004,564.4,323.70000000000005,824.4,74.7,0.0,37.099999999999994,520.9,1.7,586.7,7.410999999999999,0.0,53.79999999999999,117.30000000000001,38.300000000000004,5.999999999999999,0.0,0.0,0.0
BIHAR,1957,274.7,2325.7729999999997,375.453,0.0,0.0,447.7850000000001,280.41700000000003,0.0,160.721,9.060999999999998,218.91099999999994,83.05799999999999,77.87100000000001,3.935,19.025000000000002,0.0,0.0,0.0,0.0,128.3778
PUNJAB,1957,1326.8730000000003,168.10999999999999,409.8740000000001,9.448,70.32799999999999,347.49100000000004,92.05399999999999,40.491,69.09100000000001,0.656,686.645,34.733000000000004,0.0,2.5250000000000004,46.739000000000004,119.20121999999999,33.835,0.0,0.0,0.0
BIHAR,1958,438.118,4590.146,475.072,0.0,0.0,615.3550000000001,411.034,0.0,253.31099999999998,14.585999999999997,316.226,130.75900000000001,97.60700000000001,6.162000000000001,35.54900000000001,0.0,0.0,0.0,0.0,225.55368
HARYANA,1958,655.8610000000001,126.861,68.68499999999999,45.283,213.372,344.76099999999997,33.936,5.572,96.423,0.714,1426.3300000000002,27.958,0.0,0.8840000000000001,78.744,22.42386,39.931,0.0,0.0,0.0
ANDHRA_PRADESH,1958,4.2,3282.3,160.3,1448.8,345.40000000000003,613.7900000000001,0.0,906.1000000000001,0.0,120.79,30.229999999999997,67.234,0.0,39.81000000000002,0.0,21.259999999999998,224.64000000000001,0.0,0.0,0.0
WEST_BENGAL,1958,27.3446209,4135.0104360000005,36.604000000000006,0.0,0.0,119.4012,450.65582420000004,0.0,27.953367400000005,10.029,144.7222698,0.0,0.0,0.0,39.75355929999999,0.0,0.0,0.0,0.0,425.2419
GUJARAT,1958,303.8,470.1,269.2,389.90000000000003,705.6,74.99999999999999,0.0,1310.9999999999998,75.39999999999999,58.2,59.20000000000001,206.86499999999998,0.0,27.1,21.300000000000004,225.1,42.9,0.0,0.0,0.0
TAMIL_NADU,1958,0.0,3133.9000000000005,7,559.9999999999999,288.30000000000007,358.52,0.0,941.5800000000002,0.0,21.29,0.93,77.932,0.0,47.82,0.0,65.73,109.53,0.0,0.0,0.0
UTTAR_PRADESH,1958,2919.9819999999995,2826.327,616.4119999999996,638.4639999999999,563.4469999999999,3123.926,771.322,144.80499999999998,1351.9339999999997,0.0,1785.6190000000001,762.109,0.0,18.830000000000005,65.72299999999997,0.0,1382.3870000000002,0.0,0.0,17.157960000000003
KARNATAKA,1958,67.6,1339.3,9.1,1082.5000000000002,124.69999999999999,376.5199999999999,0.0,700.72,0.0,21.629999999999995,44.64999999999999,181.318,0.0,0.0,0.0,66.88999999999999,71.33,0.0,0.0,0.0
MADHYA_PRADESH,1958,1976.7000000000005,3323.4999999999995,467.8,1262,85.09999999999997,90.70000000000002,337.668,355.6500000000001,138.63099999999997,2.4000000000000004,904.6999999999999,417.363,0.0,75.4,0.0,67.29,477.64000000000004,0.0,0.0,0.0
RAJASTHAN,1958,1016.4999999999999,86.4,541.4,341.6,991,42.3,0.0,46.89999999999999,605,3.5000000000000013,1157.3,7.410999999999999,0.0,115.89999999999998,81.6,25.8,4.3,0.0,0.0,0.0
PUNJAB,1958,1589.527,196.95,331.333,9.047,59.336000000000006,373.011,110.852,48.34100000000001,72.749,0.766,1010.6669999999999,34.733000000000004,0.0,4.177,45.728,105.90012,36.578,0.0,0.0,0.0
ORISSA,1958,4.036,2144.1670000000004,9.181,3.7599999999999993,0.806,74.52399999999999,35.214000000000006,15.062,0.0,2.9280000000000004,5.159,7.401000000000001,29.740000000000002,19.374999999999996,12.005999999999998,1.998,0.0,0.0,0.0,32.38362
MAHARASHTRA,1958,409.70000000000005,1353.6999999999998,0.0,3203.600000000001,461.50000000000006,888.6,0.0,668.5,158.59999999999997,10.5,132.6,436.29999999999995,0.0,32.00000000000001,0.0,220.00000000000003,350.59999999999997,0.0,0.0,0.0
RAJASTHAN,1959,1048.3,116,521.2,320.30000000000007,967.3000000000001,60.400000000000006,0.0,54.400000000000006,638.6,3.7,775.2000000000002,7.410999999999999,0.0,67,56.199999999999996,26.200000000000006,8,0.0,0.0,0.0
HARYANA,1959,603.2280000000001,150.32199999999997,126.09099999999998,53.038,233.488,419.09399999999994,46.635999999999996,6.382,91.547,1.017,856.3270000000001,27.958,0.0,0.8200000000000002,57.001000000000005,22.282379999999996,48.974000000000004,0.0,0.0,0.0
MADHYA_PRADESH,1959,2312.8,3206.9,307.29999999999995,1158.4,91.49999999999997,107.6,337.668,233.05,138.63099999999997,2.5000000000000004,1020.7,417.363,0.0,47.5,0.0,42.81000000000001,436.13999999999993,0.0,0.0,0.0
BIHAR,1959,354.488,3889.3099999999995,930.8369999999999,0.0,0.0,675.07,476.3299999999999,0.0,192.39000000000001,15.014999999999999,242.846,111.06400000000002,124.301,9.122,27.208000000000002,0.0,0.0,0.0,0.0,154.27674
UTTAR_PRADESH,1959,3132.544,2258.375,1024.936,591.1959999999999,619.1610000000002,3274.9870000000005,840.3869999999997,181.332,1419.782,0.0,1510.3329999999999,762.109,0.0,13.508999999999999,45.442999999999984,0.0,1342.587,0.0,0.0,16.76466
WEST_BENGAL,1959,31.8587896,4239.3151100000005,47.27000000000001,0.0,0.0,130.35360000000003,669.5575781,0.0,27.4892934,10.934999999999997,129.0852903,0.0,0.0,0.0,27.347573800000006,0.0,0.0,0.0,0.0,352.02276
ANDHRA_PRADESH,1959,4.8,3403.9,100.00000000000001,1467.3,315.1000000000001,637.32,0.0,746.0699999999999,0.0,101.61,26.430000000000003,67.234,0.0,32.18,0.0,17.520000000000003,239.82,0.0,0.0,0.0
GUJARAT,1959,344.59999999999997,474.90000000000003,95.6,285.1,262.6000000000001,96.40000000000002,0.0,941.8,67.1,58.1,77.89999999999999,206.86499999999998,0.0,17.400000000000002,24,125.5,38.199999999999996,0.0,0.0,0.0
ORISSA,1959,4.079999999999999,3717.156,9.114,3.774999999999999,1.499,70.271,27.098,19.172,0.0,3.169,4.579,6.96,29.123,18.18,12.790999999999999,1.8619999999999997,0.0,0.0,0.0,33.14052000000001
TAMIL_NADU,1959,0.0,3333,11,631,312,364.53999999999996,0.0,999.0400000000001,0.0,23.830000000000002,0.9000000000000001,77.932,0.0,37.43000000000001,0.0,69.63000000000001,115.42,0.0,0.0,0.0
MAHARASHTRA,1959,391,1253.5,0.0,2835.4,489.3,963.1,0.0,739.2999999999998,153.89999999999998,16.200000000000003,137.60000000000002,436.29999999999995,0.0,24.099999999999994,0.0,123.4,283.3,0.0,0.0,0.0
PUNJAB,1959,1497.584,243.60199999999998,419.73100000000005,2.762,66.34800000000001,430.65700000000004,119.28500000000001,46.713,69.904,0.789,796.8879999999999,34.733000000000004,0.0,4.135,41.235,114.43122000000001,36.272999999999996,0.0,0.0,0.0
KARNATAKA,1959,64.3,1401.1,9.9,1167.7999999999997,107.19999999999999,441.10999999999996,0.0,562.4899999999999,0.0,23.459999999999997,42.61,181.318,0.0,0.0,0.0,67.54,112.97000000000001,0.0,0.0,0.0
PUNJAB,1960,1787.864,235.25599999999997,373.501,7.533,72.95299999999999,492.072,119.794,58.945,54.666000000000004,0.877,781.0630000000001,34.733000000000004,0.0,3.0580000000000003,58.335,122.78609999999999,37.492,0.0,0.0,0.0
ORISSA,1960,4.244999999999999,3728.7309999999998,9.161000000000001,3.5769999999999995,1.7369999999999999,74.37500000000001,28.757999999999996,19.211999999999996,0.0,3.266,5.814999999999999,6.4110000000000005,28.747999999999998,19.3,18.751000000000005,2.27,0.0,0.0,0.0,34.26714
UTTAR_PRADESH,1960,3783.493000000001,2944.8379999999997,620.5840000000002,495.24100000000016,429.0490000000001,5451.695,774.4230000000001,175.41799999999995,1621.256,0.0,1831.2629999999997,762.109,0.0,6.256000000000002,58.63099999999999,0.0,1100.414,0.0,0.0,16.717499999999998
HARYANA,1960,777.642,179.288,112.68,47.348,211.846,519.811,47.751999999999995,6.934,80.471,0.9159999999999999,1183.495,27.958,0.0,0.684,76.103,19.723499999999998,46.84,0.0,0.0,0.0
RAJASTHAN,1960,1011.8000000000001,64.6,647.6999999999999,296.8,743.8,96.4,0.0,0.0,557.3,4.8,949.4999999999999,7.410999999999999,0.0,0.0,74.2,26.2,7.500000000000001,0.0,0.0,0.0
ANDHRA_PRADESH,1960,4,3186.2999999999997,154.5,1345.8000000000002,296.3,701.4699999999998,0.0,686.1200000000001,0.0,102.22000000000001,24.25,67.234,0.0,29.410000000000007,0.0,20.859999999999992,245.58,0.0,0.0,0.0
WEST_BENGAL,1960,25.8840949,5455.08644,35.639,0.0,0.0,205.7042,582.8135898,0.0,19.437626599999998,14.088999999999997,111.24868550000001,0.0,0.0,0.0,34.790310299999994,0.0,0.0,0.0,0.0,360.44154000000003
MADHYA_PRADESH,1960,1951.0999999999995,3479.100000000001,533.7,1476.4999999999998,114.49999999999997,135.7,337.668,275.05,138.63099999999997,2.2000000000000006,860.1999999999997,417.363,0.0,34.92,0.0,80.67999999999999,531.4799999999999,0.0,0.0,0.0
GUJARAT,1960,268.2,301.8,267.5,218.99999999999997,472.9,129.79999999999998,0.0,1213.6000000000001,61.99999999999999,62.80000000000001,25.399999999999995,206.86499999999998,0.0,16.8,11.7,232.90000000000003,37.599999999999994,0.0,0.0,0.0
TAMIL_NADU,1960,0.0,3559.2000000000003,7.5,631.4,301.49999999999994,631.1299999999999,0.0,1056.9800000000002,0.0,29.220000000000002,0.7300000000000001,77.932,0.0,41.78000000000001,0.0,67.29,114.37,0.0,0.0,0.0
MAHARASHTRA,1960,394.80000000000007,1343.8,0.0,4156.8,480.9000000000001,1137.9,0.0,787.3,167.59999999999997,12.100000000000001,132,436.29999999999995,0.0,27.900000000000002,0.0,284.50000000000006,460.90000000000003,0.0,0.0,0.0
KARNATAKA,1960,76.99999999999999,1328.3000000000002,12.100000000000001,1154.7,128.7,518.44,0.0,448.43999999999994,0.0,23.189999999999998,55.36,181.318,0.0,0.0,0.0,68.84,91.63,0.0,0.0,0.0
BIHAR,1960,442.582,4588.523999999999,820.396,0.0,0.0,703.7619999999998,571.2200000000003,0.0,203.858,11.827,324.075,110.461,104.66699999999999,6.031,31.895000000000003,0.0,0.0,0.0,0.0,154.29078
HARYANA,1961,848.242,210.464,107.59800000000001,48.87,242.226,502.941,43.995,7.253000000000001,88.905,1.017,954.579,27.958,0.0,0.819,109.733,23.45364,55.07000000000001,0.0,0.0,0.0
PUNJAB,1961,1810.828,235.95499999999998,452.042,7.3340000000000005,99.16699999999999,378.96,99.166,61.904,65.026,0.853,749.438,34.733000000000004,0.0,4.781,56.636,146.06964,41.25200000000001,0.0,0.0,0.0
ANDHRA_PRADESH,1961,4.699999999999999,3946.3,214.39999999999998,1442.1000000000001,370,671.6899999999999,0.0,617.3799999999999,0.0,113.62,26.970000000000002,67.234,0.0,40.089999999999996,0.0,22.87,276.61999999999995,0.0,0.0,0.0
MADHYA_PRADESH,1961,2174.2000000000003,3488.2999999999997,434.4,878.9000000000002,66.10000000000001,142.29999999999995,337.668,281.54999999999995,138.63099999999997,2.9000000000000004,880.2,417.363,0.0,40.62,0.0,38.300000000000004,411.4099999999999,0.0,0.0,0.0
RAJASTHAN,1961,1267.9,89.4,704.8000000000001,305.70000000000005,1072.1,75.99999999999999,0.0,62.600000000000016,677.7,4.1000000000000005,993.6999999999999,7.410999999999999,0.0,67.89999999999999,107.6,30.400000000000002,10.100000000000001,0.0,0.0,0.0
WEST_BENGAL,1961,34.3127794,4796.169047,29.340000000000007,0.0,0.0,181.51949999999997,729.7563597000001,0.0,42.581687200000005,13.187999999999997,106.61851220000001,0.0,0.0,0.0,33.83761259999999,0.0,0.0,0.0,0.0,607.5441
TAMIL_NADU,1961,0.0,3907.2000000000007,6.199999999999999,600.8,305.90000000000003,581.76,0.0,1082.17,0.0,25.51,1.12,77.932,0.0,35.92,0.0,69.05,107.78,0.0,0.0,0.0
GUJARAT,1961,380.6000000000001,512,299.5,321.20000000000005,541.5,114.1,0.0,1479.7,67.89999999999999,83.9,51.99999999999999,206.86499999999998,0.0,20.299999999999997,14.299999999999997,231.00000000000003,46.9,0.0,0.0,0.0
UTTAR_PRADESH,1961,4000.852999999999,3230.7689999999993,689.653,330.85799999999995,384.96500000000003,5121.331999999999,643.8660000000002,225.13400000000001,1728.3509999999997,0.0,1518.0589999999993,762.109,0.0,7.769000000000003,69.108,0.0,1135.651,0.0,0.0,34.761959999999995
ORISSA,1961,4.305999999999999,3722.407,13.155000000000003,4.554999999999999,1.7409999999999999,74.728,32.153999999999996,20.063999999999997,0.0,9.203,9.437000000000001,8.851000000000003,33.81799999999999,20.098,17.406000000000002,2.98,0.0,0.0,0.0,55.12536000000001
BIHAR,1961,522.64,4360.4439999999995,788.83,0.0,0.0,632.9799999999999,454.8040000000001,0.0,258.675,14.631000000000004,299.66100000000006,90.56500000000001,97.974,7.231999999999998,45.114,0.0,0.0,0.0,0.0,229.2318
MAHARASHTRA,1961,415.79999999999995,1481.2000000000003,0.0,2919.8,425.19999999999993,1133.3999999999999,0.0,769.8000000000002,166.79999999999998,12.8,134.20000000000002,436.29999999999995,0.0,23.4,0.0,170.30000000000004,338.6,0.0,0.0,0.0
KARNATAKA,1961,69.60000000000001,1452.3999999999999,13.4,1114.9999999999998,99.6,578.9200000000001,0.0,449.28000000000003,0.0,24.11,45.32000000000001,181.318,0.0,0.0,0.0,82.39999999999998,111.76,0.0,0.0,0.0
BIHAR,1962,529.3109999999999,4282.447,884.9499999999999,0.0,0.0,487.72600000000006,831.2380000000002,0.0,234.62900000000005,10.204999999999998,283.018,129.42600000000002,102.006,8.208,55.841,0.0,0.0,0.0,0.0,189.42246000000003
TAMIL_NADU,1962,0.0,4024.1,8.799999999999999,589.9999999999999,318.6,426.24999999999994,0.0,1145.43,0.0,27.92,1.78,77.932,0.0,41.23,0.0,63.58,104.30999999999999,0.0,0.0,0.0
MADHYA_PRADESH,1962,2150.7,2348.5,468.9999999999999,1520.3999999999996,134.89999999999995,144.9,337.668,270.59,138.63099999999997,2.3200000000000007,874.3,417.363,0.0,60.01,0.0,53.89,398.8,0.0,0.0,0.0
ORISSA,1962,4.469,3721.645,19.195999999999998,6.914000000000001,2.6180000000000003,157.48700000000002,50.513999999999996,31.758999999999997,0.0,5.385,22.143,20.767,51.06300000000002,31.392999999999994,27.186999999999998,4.943000000000001,0.0,0.0,0.0,54.06354
WEST_BENGAL,1962,30.6372883,4410.250358,34.790000000000006,0.0,0.0,135.50119999999998,799.8088516000001,0.0,28.810521499999993,11.098999999999998,104.3179972,0.0,0.0,0.0,37.4391989,0.0,0.0,0.0,0.0,564.7751999999999
UTTAR_PRADESH,1962,3035.113,3005.044999999999,989.7839999999998,589.8439999999999,613.883,4320.147999999999,798.3540000000002,264.306,1313.6069999999997,0.0,1547.279,762.109,0.0,11.248999999999997,58.437999999999995,0.0,1053.082,0.0,0.0,27.79542000000001
ANDHRA_PRADESH,1962,4.6,3720.3999999999996,162.90000000000003,1402.3999999999999,349.9,713.0799999999999,0.0,656.5799999999999,0.0,122.06,26.679999999999996,67.234,0.0,48.1,0.0,21.289999999999996,262.64,0.0,0.0,0.0
KARNATAKA,1962,87.7,1511.7999999999997,10.5,1357.8000000000002,130.6,581.04,0.0,501.56,0.0,25.03,44.65999999999999,181.318,0.0,0.0,0.0,72.49999999999999,83.3,0.0,0.0,0.0
HARYANA,1962,793.3420000000001,126.423,97.54,48.026,248.933,452.141,62.791000000000004,7.890000000000001,75.18799999999999,1.119,844.338,27.958,0.0,0.763,147.836,26.75412,45.664,0.0,0.0,0.0
MAHARASHTRA,1962,455.6,1076.6999999999998,0.0,3059,541.6,995.1999999999999,0.0,717.8000000000001,148.9,14.8,163.4,436.29999999999995,0.0,26.599999999999994,0.0,227.4,326.50000000000006,0.0,0.0,0.0
GUJARAT,1962,279.8,400.20000000000005,284.4,448.80000000000007,537.9999999999999,107.6,0.0,1171.9,59.8,85.8,43.4,206.86499999999998,0.0,21.7,18.2,300.9,44.199999999999996,0.0,0.0,0.0
PUNJAB,1962,1888.471,267.227,316.9579999999999,4.172,81.443,348.52799999999996,180.55300000000005,69.551,55.294000000000004,0.902,652.304,34.733000000000004,0.0,6.379999999999999,56.997,139.59018,31.781,0.0,0.0,0.0
RAJASTHAN,1962,1089.1000000000001,99.9,769.4000000000001,418.3,956.5000000000002,79.9,0.0,120.70000000000002,524.5999999999999,3.400000000000001,766.5000000000001,7.410999999999999,0.0,81.89999999999998,132.29999999999998,28.400000000000006,9.8,0.0,0.0,0.0
MADHYA_PRADESH,1963,1916.5999999999997,3303.7,602.7000000000002,1326.0999999999997,141.2,129.4,337.668,290.94,138.63099999999997,2.0000000000000004,801.8999999999995,417.363,0.0,53.11000000000003,0.0,73.43,430.2899999999999,0.0,0.0,0.0
WEST_BENGAL,1963,32.4424373,5335.875277,35.199,0.0,0.0,153.0342,535.0297521,0.0,23.501,10.971,89.024,0.0,0.0,0.0,28.203000000000003,0.0,0.0,0.0,0.0,593.2971000000001
PUNJAB,1963,1933.8539999999998,276.301,516,4.128,68.075,373.96899999999994,160.333,90.569,48.923,0.765,494.961,34.733000000000004,0.0,4.714,26.564,158.6484,28.545,0.0,0.0,0.0
RAJASTHAN,1963,871.3000000000001,129.2,609.5999999999999,272.6,820.7999999999998,55.1,0.0,94.8,444.1,3.8000000000000007,542.1999999999999,7.410999999999999,0.0,29.4,43.50000000000001,33.00000000000001,9.2,0.0,0.0,0.0
ANDHRA_PRADESH,1963,5.199999999999999,3769.8,162.6,1391.9999999999998,332.1,883.8399999999999,0.0,748.57,0.0,157.51,25.689999999999994,67.234,0.0,38.480000000000004,0.0,22.669999999999998,278.15,0.0,0.0,0.0
UTTAR_PRADESH,1963,2579.7149999999997,3193.881,759.3730000000002,499.408,535.2540000000001,4754.745,534.5879999999999,267.339,1085.045,0.0,1423.741,762.109,0.0,15.202999999999998,48.06799999999999,0.0,699.499,0.0,0.0,25.561080000000004
KARNATAKA,1963,93.09999999999998,1511.1,10.899999999999999,1428.9,173.90000000000003,697.6999999999999,0.0,539.3899999999999,0.0,23.08,40.089999999999996,181.318,0.0,0.0,0.0,62.58,112.96999999999998,0.0,0.0,0.0
ORISSA,1963,8.169,4308.474,7.024000000000001,4.044,2.1529999999999996,195.21100000000004,109.20000000000002,70.375,0.0,3.4269999999999996,13.122999999999998,22.071,44.423,27.189999999999998,22.092,0.663,0.0,0.0,0.0,65.83265999999999
TAMIL_NADU,1963,0.0,3846.3999999999996,2.7,572.1999999999999,293,574.27,0.0,1108.51,0.0,21.040000000000003,1.09,77.932,0.0,35.199999999999996,0.0,64.77000000000001,106.79,0.0,0.0,0.0
HARYANA,1963,813.712,223.751,158.6,46.062999999999995,232.675,518.186,60.45499999999999,10.005,56.899,1.119,609.63,27.958,0.0,0.61,40.438,48.57696,36.375,0.0,0.0,0.0
MAHARASHTRA,1963,342.1,1509.6000000000004,19.1,3202.0000000000005,471.3,1099.0000000000002,0.0,780.6,162.19999999999996,9,115,436.29999999999995,0.0,26.8,0.0,257.80000000000007,360.2000000000001,0.0,0.0,0.0
GUJARAT,1963,362.80000000000007,399,252.4,428.09999999999997,774.2999999999998,148.2,0.0,1266.6,58.1,77.1,61.2,206.86499999999998,0.0,22.9,19.000000000000004,239.9,45.7,0.0,0.0,0.0
BIHAR,1963,417.2080000000001,4560.993,892.8,0.0,0.0,516.4649999999999,678.788,0.0,207.155,11.892999999999997,249.73600000000002,122.439,106.819,9.549999999999999,27.459,0.0,0.0,0.0,0.0,209.91438000000002
ANDHRA_PRADESH,1964,4.3999999999999995,4387.3,256.6000000000001,1131.9,285.7,981.3299999999999,0.0,905.0799999999999,0.0,135.21,24.249999999999996,67.234,0.0,35.42,0.0,26.589999999999996,311.16,0.0,0.0,0.0
MAHARASHTRA,1964,407.59999999999997,1451.0999999999997,19.800000000000004,3259.0000000000005,478.20000000000005,1206.8999999999999,0.0,840.3999999999999,188.9,7.6,121.20000000000003,436.29999999999995,0.0,26.7,0.0,227.99999999999997,351.5999999999999,0.0,0.0,0.0
ORISSA,1964,7.208,4420.209,17.667,2.0159999999999996,1.613,200.03000000000003,198.19299999999998,45.76199999999999,0.0,6.313999999999999,9.977,22.208000000000002,35.99000000000001,37.071,25.711,1.054,0.0,0.0,0.0,61.96050000000001
GUJARAT,1964,416.29999999999995,471.00000000000006,303.6,407.50000000000006,888.2999999999998,237.70000000000002,0.0,1653.4000000000003,61.2,90.5,47.400000000000006,206.86499999999998,0.0,22.7,13.999999999999998,280.9,47.1,0.0,0.0,0.0
PUNJAB,1964,2428.032,343.047,453,2.2910000000000004,62.604,411.20000000000005,183.1,154.56,72.414,0.931,649,34.733000000000004,0.0,5.033999999999999,54.300000000000004,144.99,31.914,0.0,0.0,0.0
HARYANA,1964,899,258.865,125.3,47.6,269.9,674,67.39999999999999,7.64,98.8,1.5,1036.6,27.958,0.0,0.7160000000000001,73.60000000000001,47.501999999999995,23.3,0.0,0.0,0.0
WEST_BENGAL,1964,27.9522214,5758.3648109999995,32.571999999999996,0.0,0.0,189.5764,795.8011522,0.0,18.092136100000005,12.639,78.0131315,0.0,0.0,0.0,36.058278300000005,0.0,0.0,0.0,0.0,656.2555199999999
BIHAR,1964,417.82800000000003,4913.743,592.392,0.0,0.0,685.9879999999998,719.8480000000002,6.935999999999999,178.05499999999998,10.916999999999998,281.4920000000001,138.79899999999998,96.62899999999999,8.027,32.01,0.0,0.0,0.0,0.0,164.99196
UTTAR_PRADESH,1964,3942.9079999999994,3247.711,892.5999999999999,565.256,694.2620000000002,5623.940999999999,1063.381,343.023,1439.2060000000001,0.0,1926.8919999999991,762.109,0.0,15.822999999999999,88.67200000000001,0.0,1021.5469999999997,0.0,0.0,29.475359999999995
