STATENAM,YEAR,YWHEAT,YRICE,YMAIZE,YJOWAR,YBAJRA,YSUGAR,YPOTATO,YGNUT,YBARLEY,YTOBAC,YGRAM,YTUR,YRAGI,YSESAMUM,YRMSEED,YCOTTON,YOPULS,YSOY,YSUNFLWR,YJUTE
RAJASTHAN,1975,33.2643372,16.0129324,16.9956262,10.1793124,7.69464,54.6653995,0,11.2238019,29.4846294,12.4166666,18.5024302,6.6023424,0,3.460248,11.1551674,2.3825227,7.4718585,0,0,0
MADHYA_PRADESH,1975,35.5178987,32.2832935,43.431325,32.0090083,13.982802,124.934871,503.2833334,27.4027859,34.5042713,12.0666667,26.1582189,35.2489299,0,9.2700884,0,1.0330885,22.0273385,0,0,0
GUJARAT,1975,31.2429389,23.0768867,27.1394172,9.7459586,11.8850429,78.5919829,0,19.0545672,50.0759741,9.0731016,10.7524153,9.9368122,0,6.1898779,1.8554065,3.1692974,3.9916046,0,0,0
TAMIL_NADU,1975,1.4583333,24.0209452,6.6644231,10.5731487,8.5269651,98.2411581,0,12.2847432,0,12.9439776,4.5633803,6.762278,0,3.0488754,0,1.4546564,3.4927843,0,0,0
UTTAR_PRADESH,1975,64.0965156,36.3199777,29.497353,31.2388914,35.2737254,211.9546283,648.4516245,37.7881627,49.6698403,0,37.3181196,68.3192428,0,9.1200844,25.2936075,0,30.9358364,0,0,19.5665601
ORISSA,1975,21.1743176,12.4857515,10.684352,8.5946775,6.9651694,84.5830332,102.495227,14.6914839,0,6.8912641,6.4565493,7.0615148,9.5722685,5.541725,6.0408815,13.3071089,0,0,0,13.4611715
HARYANA,1975,11.7733378,9.3349961,5.35199,2.2192553,3.6325258,74.7539979,89.263817,5.0810757,7.3689921,13.5786947,5.7177981,5.8048724,0,2.7910714,2.7645364,1.1723373,2.5255527,0,0,0
KARNATAKA,1975,14.4713126,33.8754548,47.3794709,23.2765202,7.1770256,134.1589638,0,20.2746903,0,12.3834748,8.0163315,8.314695,0,10.8392142,0,2.8355067,17.309545,0,0,0
BIHAR,1975,22.2164462,15.0850679,16.804096,0,0,60.3768692,166.8193603,13.0806595,10.1609156,16.1393366,8.6549418,12.0827417,5.9528032,5.6249072,9.3954125,0,0,0,0,10.3379425
PUNJAB,1975,23.675283,26.2414157,13.4317789,6.545915,9.4452452,53.6612667,168.900458,9.7212746,11.8562333,53.2342858,9.4632275,9.0109894,0,4.3618134,6.5906761,2.4498064,5.1723014,0,0,0
MAHARASHTRA,1975,27.9420936,34.0364158,26.5728704,21.8667879,5.7175722,186.7305934,0,20.4817186,9.8315155,4.8447368,10.4934649,14.0514708,0,6.5467492,0,2.7264892,16.5754402,0,0,0
UTTAR_PRADESH,1976,63.4856706,46.5118189,32.391831,31.3318313,35.6902039,196.8219773,607.4452609,28.724107,47.0079057,48.7423411,47.5877643,68.3192428,0,5.9135031,18.8684879,2.0263239,27.2172975,0,0,30.3780812
BIHAR,1976,20.5175414,15.0139198,16.4067911,0,0,34.9465368,131.2569784,8.5880379,8.4671912,12.3019451,7.4887686,11.2315131,9.7601703,5.0280909,8.7091629,0,0,0,0,8.2557877
ORISSA,1976,20.536127,9.1052459,10.1030678,6.7679689,7.4345957,73.67776,90.7535121,12.9191024,0,6.1513164,5.3959164,5.4684627,7.1297934,5.1822521,5.4744501,11.581709,0,0,0,12.12895
HARYANA,1976,11.7722282,9.9294629,4.1023192,1.2844308,3.441153,22.9056548,81.913044,3.1162791,6.9503861,0,5.4191222,5.8048724,0,3.4545455,3.5158203,1.3236818,3.5114581,0,0,0
ANDHRA_PRADESH,1976,10.4089327,25.742236,22.3502858,10.1724704,7.3439719,107.8627895,0,12.5002644,0,13.9778335,6.0186878,5.5729438,0,2.9124139,0,2.3672216,4.9219232,0,0,0
KARNATAKA,1976,16.4615237,28.3919211,39.6357112,13.5790903,3.9912003,126.1585232,0,11.1916257,0,10.3746862,10.8823684,8.314695,0,4.5000191,0,1.2694604,6.6444702,0,0,0
GUJARAT,1976,26.3742801,16.9645495,12.9563941,10.8165943,10.829217,105.9020549,0,14.9975557,5.2945343,10.9816505,9.9589587,9.9368122,0,4.0560757,3.7396707,3.4356899,7.3906679,0,0,0
MADHYA_PRADESH,1976,33.7266161,26.4782815,49.4483106,30.9422535,19.6442711,112.5354597,503.2833334,20.8612992,34.5042713,7.1272727,21.3323844,35.2489299,0,8.5909258,0,1.4688191,15.5972236,0,0,0
MAHARASHTRA,1976,19.2211891,32.3322736,38.3426539,22.4095462,6.4377539,173.1814488,0,14.7046643,9.2225162,6.375165,7.6610968,14.0514708,0,5.1035299,0,2.67327,13.6901038,0,0,0
WEST_BENGAL,1976,24.14,16.1428474,12.26,0,0,60.97,174.31,0,7.86,10.71,7.53,0,0,0,4.5,0,0,0,0,19.5825372
TAMIL_NADU,1976,0,21.9738175,7.3645491,12.9557609,10.414676,103.326381,0,10.0100241,0,9.2195766,3.2754717,6.762278,0,3.3210363,0,2.849056,3.7314968,0,0,0
PUNJAB,1976,23.3254331,27.3515785,10.6469603,9.9391982,17.4339889,52.8794294,182.613636,7.2332864,10.229304,3.3333333,8.925241,9.0109894,0,4.4217679,4.6823529,2.8591985,6.6435649,0,0,0
RAJASTHAN,1976,32.1537383,23.1315865,14.6782522,7.9907216,9.9655587,69.8971785,0,14.6521452,26.5359674,12.1306547,17.2878527,6.6023424,0,3.5262192,7.3938601,2.2446787,6.1947133,0,0,0
GUJARAT,1977,31.9823619,18.3968219,11.2649674,10.156168,10.9373754,107.9084365,0,14.2645873,4.0152941,10.5732499,8.241004,9.9368122,0,3.8045341,7.293765,3.7822079,4.7188444,0,0,0
ORISSA,1977,22.3771706,12.4392137,11.6148068,8.4927194,4.7503213,74.0328046,73.2970048,14.4496778,0,5.1893264,6.5596108,7.3434594,8.6506959,5.9667712,6.1188431,11.1403264,0,0,0,16.0853141
ANDHRA_PRADESH,1977,6.510564,28.0196159,27.0185429,11.8258083,13.394739,128.5252809,0,16.4337913,0,17.7007204,6.6657873,5.5729438,0,2.9481808,0,1.8690151,5.0500965,0,0,0
TAMIL_NADU,1977,1.75,26.3506339,7.1255809,12.6069188,9.9037098,101.7119046,0,12.8771278,0,9.3452381,4.8370119,6.762278,0,4.3662547,0,3.3609503,3.9764475,0,0,0
PUNJAB,1977,24.8504506,30.0095519,15.1997591,8.8690476,7.6587845,55.3269174,203.803048,7.87635,9.025,5,9.3225677,9.0109894,0,3.6369046,4.2553859,2.3444356,6.6435649,0,0,0
RAJASTHAN,1977,36.9073342,23.8097162,9.317817,12.8401501,4.3136009,83.968168,0,14.5773132,33.6857882,10.2222222,17.2743926,6.6023424,0,2.5321207,8.7710488,2.800793,6.8708239,0,0,0
MADHYA_PRADESH,1977,37.2603701,31.4388051,36.058301,34.3685731,16.484274,130.062971,503.2833334,19.6280753,34.5042713,13.3,21.2890436,35.2489299,0,7.3583718,0,1.1988174,20.6129182,0,0,0
HARYANA,1977,12.26843,9.8956839,2.68275,1.0027834,1.6954463,23.2898543,95.708109,3.1944444,7.3202703,0,5.4547051,5.8048724,0,2.4444444,2.7078221,1.0500333,3.5114581,0,0,0
MAHARASHTRA,1977,21.3464012,37.3989071,34.0693981,20.9436857,7.4998354,193.8334583,0,16.8427911,9.0891631,6.2575185,7.6106964,14.0514708,0,6.3631941,0,2.8237406,13.383962,0,0,0
BIHAR,1977,21.8604033,16.7671511,16.0907855,0,0,45.6390612,148.4049112,8.5880379,8.5656925,13.6605103,8.7433663,11.2315131,10.6686861,4.3869682,8.7091629,0,0,0,0,11.8158807
KARNATAKA,1977,15.744392,38.8693874,45.67088,23.8667299,6.7158902,141.6565434,0,17.6770465,0,12.8096414,6.9840459,8.314695,0,8.8158467,0,1.660704,8.4376022,0,0,0
WEST_BENGAL,1977,26.04,19.8712996,13.6,0,0,61.55,190.24,0,8.45,6.65,8.81,0,0,0,6.42,0,0,0,0,17.9788941
UTTAR_PRADESH,1977,69.0599134,54.6842499,31.7715768,33.4661513,37.6465281,204.1457553,726.6476514,33.719212,55.3783975,41.9638992,36.3163849,68.3192428,0,7.1981432,23.862553,1.7575882,25.9111695,0,0,25.6082724
HARYANA,1978,13.657117,10.5608588,3.5974023,1.0527123,2.43468,18.4368686,81.651983,4.8510292,9.0562091,0,6.0326383,5.8048724,0,2.3333333,3.6236426,1.190616,3.5114581,0,0,0
RAJASTHAN,1978,37.1234413,19.5279961,18.4322218,10.4928797,7.0804682,65.8387942,0,18.7901567,31.793332,8.75,20.9470031,6.6023424,0,3.6719959,13.8488014,3.449876,7.6473229,0,0,0
UTTAR_PRADESH,1978,73.2816111,57.0970744,27.5996037,30.1131101,28.9082965,170.7913754,743.5807975,25.2650938,50.5107743,39.7962183,37.3550381,68.3192428,0,5.9671068,21.2026404,1.6096151,23.969314,0,0,23.0388691
WEST_BENGAL,1978,22.07,17.5568202,10.09,0,0,66.58,195.31,0,6.83,5.88,6.46,0,0,0,6.56,0,0,0,0,18.9607851
MAHARASHTRA,1978,17.9813866,35.3019985,37.0723964,20.7884562,7.6216797,185.7564454,0,13.8324978,9.9292673,8.9708334,7.9297319,14.0514708,0,6.6825224,0,3.6239508,15.6004061,0,0,0
TAMIL_NADU,1978,1.4285714,24.5160228,7.4014926,11.5670204,13.3473829,114.4474025,0,11.9036195,0,9.1873354,2.150376,6.762278,0,3.32901,0,7.3707799,4.3209203,0,0,0
ANDHRA_PRADESH,1978,6.3332924,33.9097148,21.5005538,11.3680699,11.3137726,124.1021828,0,16.8036791,0,18.4264429,6.2220462,5.5729438,0,2.2799573,0,2.8711166,5.251729,0,0,0
KARNATAKA,1978,13.1682722,56.3009828,48.4154396,18.2129696,6.1052682,134.1618454,0,16.9720444,0,8.428334,7.0828232,8.314695,0,7.0862794,0,1.5177158,8.7182045,0,0,0
GUJARAT,1978,33.3729547,17.081445,17.1477218,11.0087784,15.0772315,81.8330262,0,11.4469209,4.6875,16.5063366,11.0569424,9.9368122,0,4.8823724,4.9141383,4.3051736,7.2296806,0,0,0
BIHAR,1978,22.0555023,17.0125032,16.7693551,0,0,37.7765103,123.1918664,10.0028269,10.0928244,13.1747965,10.4129014,5.9301513,11.4836438,4.1794623,7.2843201,0,0,0,0,10.6016837
MADHYA_PRADESH,1978,41.5998326,27.8824368,37.4208774,30.0369541,15.7923254,117.3389269,503.2833334,20.5517636,34.5042713,30.75,22.9038931,35.2489299,0,5.180932,0,1.2621551,17.791412,0,0,0
ORISSA,1978,23.4959347,12.9439302,12.134138,9.6093303,4.8969285,78.0354143,86.0521103,14.8287836,0,5.3124381,6.6604438,7.3078302,9.6677079,6.376511,5.9836681,12.0563663,0,0,0,14.8867849
PUNJAB,1978,26.0880968,30.1366101,15.0346828,7.9619048,7.9986702,53.7847223,253.824309,6.2716158,9.6111112,2.5,8.1038295,9.0109894,0,3.9117646,5.2844612,2.3760746,6.6435649,0,0,0
TAMIL_NADU,1979,0,21.9436806,8.8761453,10.3500924,8.7450367,97.8222965,0,14.2719262,0,8.9736764,2.2119188,6.762278,0,3.3025975,0,6.1407891,3.4043586,0,0,0
MAHARASHTRA,1979,1.9258024,28.1571753,44.6139057,21.016455,8.6166496,200.3902235,0,26.4998183,7.1813105,8.8915574,8.8480203,14.0514708,0,5.4649948,0,4.1005721,7.7675117,0,0,0
BIHAR,1979,17.5003402,11.3921911,15.4059962,0,0,41.8069594,129.3227865,6.1331683,8.8168831,14.5288384,9.4769452,14.2699415,8.6525561,4.6600814,7.0760356,0,0,0,0,9.1480833
PUNJAB,1979,26.2096138,26.3475926,16.113334,8.3166667,6.6483517,50.425,197.803704,6.6291667,10.0272727,0,5.8798311,9.0109894,0,1.9195623,12.5002706,2.2585866,6.6435649,0,0,0
HARYANA,1979,12.7863978,8.9466909,3.3852379,1.2025581,1.8419677,14.8821434,64.465944,4.239011,7.6356518,0,3.4588868,5.8048724,0,4.3333333,3.0936814,1.0164686,3.5114581,0,0,0
GUJARAT,1979,36.3605992,14.0869613,8.7514892,12.4021379,16.005978,80.8641401,0,10.8222351,2.1364825,12.2313093,7.0597426,9.9368122,0,5.8019836,4.6573384,3.5785656,2.9670898,0,0,0
MADHYA_PRADESH,1979,29.7834189,12.0150695,27.712869,23.6268528,4.655564,88.2060272,503.2833334,40.8770555,34.5042713,17.5104156,16.8728643,35.2489299,0,2.5636162,0,1.1845651,9.8377446,0,0,0
WEST_BENGAL,1979,21.53,17.3942063,15.02,0,0,69.3,202.7,0,6.69,5.39,7.91,0,0,0,7.48,0,0,0,0,34.2124082
KARNATAKA,1979,14.0799163,39.0669762,49.7377534,20.7477186,6.2385343,132.4283594,0,20.6321026,0,175.2095233,7.0911886,8.314695,0,5.8338676,0,1.948272,6.1726013,0,0,0
ANDHRA_PRADESH,1979,4.25,31.0657762,17.224705,13.452261,11.5799132,147.7909886,0,13.569122,0,17.3530755,6.785878,5.5729438,0,2.364775,0,3.4998564,4.2561306,0,0,0
UTTAR_PRADESH,1979,60.9732025,23.8789012,28.9962881,12.3207803,12.0056031,144.8432775,637.831388,17.8809393,44.3444639,53.0516877,29.8855599,68.3192428,0,2.8320546,16.7078269,3.5681846,17.3865477,0,0,28.0880732
RAJASTHAN,1979,32.0984108,9.6305947,15.8372515,6.2840772,7.4488438,61.1164416,0,9.8001514,27.2903104,8.8403226,12.1577041,6.6023424,0,0.7783879,9.1438567,2.8468931,1.3240201,0,0,0
ORISSA,1979,21.5795169,8.8165103,7.9507308,5.7472737,4.2335708,77.5849226,88.1413634,7.6715245,0,4.7818448,5.1985532,5.0034747,7.0588233,3.430582,3.6274026,12.9,0,0,0,7.5955174
ANDHRA_PRADESH,1980,3.7333334,34.5573567,33.304572,9.9577244,13.0054598,151.3751177,0,9.143975,0,18.5991239,6.7073422,5.5729438,0,2.6988156,0,5.6855962,5.5585646,0,4.3662762,0
PUNJAB,1980,26.6970067,28.6568017,15.9926131,6.1625,8.3939459,55.59697,192.226159,8.5126983,10.975,1.5471698,5.0512198,9.0109894,0,7.9447706,7.0521212,2.2285977,6.6435649,0,0,0
ORISSA,1980,24.1849345,12.9517778,12.3023704,8.2934291,4.6022904,79.9370822,148.529388,15.272236,0,5.6813933,6.8746291,7.1648086,11.9637048,5.6539874,5.5792484,13,0,0,4.9940898,10.499961
KARNATAKA,1980,9.2372618,54.7416566,40.8688801,15.2122409,4.7404768,147.061259,0,15.5032197,0,167.3776832,6.8642954,8.314695,0,6.6604868,0,1.447269,5.3238054,0,11.7911588,0
TAMIL_NADU,1980,1.25,22.7728495,8.237827,7.5841769,9.6855434,96.338045,0,17.8110178,0,9.6642098,2.2257144,6.762278,0,3.1078428,0,5.9433268,2.979749,0,4.6686841,0
MAHARASHTRA,1980,1.9452685,35.3638795,40.7454209,18.9965896,8.1571932,207.2520642,0,23.8188218,7.1813105,8.8915574,8.1008794,14.0514708,0,4.3964082,0,2.9788171,5.1116853,0,5.8179154,0
UTTAR_PRADESH,1980,78.7514682,51.8583516,28.6300064,24.2600341,28.8171046,194.6533264,737.5320571,39.7842697,58.0049392,45.665023,52.1892456,68.3192428,0,3.9695781,22.0625304,2.8641526,25.7346417,0,34.4323655,33.8699545
RAJASTHAN,1980,36.1782706,13.432003,14.7922661,6.7049782,7.3872677,70.2733455,0,23.3073319,29.9981068,7.4632355,15.5726064,6.6023424,0,1.6392494,14.7116001,2.5014384,3.8841492,0,4.7048087,0
MADHYA_PRADESH,1980,43.9448891,29.6952604,36.6123582,34.6956334,11.1387037,111.791193,503.2833334,43.2171271,34.5042713,21.0125004,23.3534741,35.2489299,0,6.457442,0,1.294331,13.8927581,0,0,0
HARYANA,1980,13.5717518,10.5075757,4.5654962,1.5639232,3.3325193,18.9824563,77.557223,4.239011,8.1839825,0,4.1285903,5.8048724,0,4.3333333,3.0936814,1.0873142,3.5114581,0,0,0
WEST_BENGAL,1980,19.99,21.3572294,15.32,0,0,80.01,194.28,0,6.69,5.65,6.88,0,0,0,8.88,0,0,0,1.2103052,20.521969
BIHAR,1980,21.2415583,16.698466,15.7376244,0,0,43.24465,136.5897722,15.3310338,11.2805556,0,11.18182,16.2660793,11.1274083,6.1694861,7.8738882,0,0,0,4.8922853,9.5896499
GUJARAT,1980,35.754376,19.5305063,16.8770361,11.8636762,14.9065446,85.353076,0,9.5706235,1.6032573,12.2065732,7.9878879,9.9368122,0,4.6412023,4.6460077,3.7527548,3.300347,0,0,0
MADHYA_PRADESH,1981,44.9544138,26.1670303,38.9838182,35.6460621,11.6348673,115.8138905,503.2833334,41.4680684,34.5042713,22.6288463,26.6484188,35.2489299,0,7.6541904,0,1.557478,13.2911601,0,0,0
RAJASTHAN,1981,40.7556667,11.8853651,14.937926,8.0904867,4.4907188,68.9834871,0,29.5815257,30.5841223,8.12,14.5108828,6.6023424,0,2.4254052,15.0961732,2.5835179,3.5107217,3.9755047,5.3290153,0
PUNJAB,1981,28.6562404,30.4356685,17.4771938,3,6.623706,57.339312,202.85105,7.265873,12.502407,1.7142857,3.988894,9.0109894,0,2.5659341,7.0521212,2.6732183,6.6435649,0,0,0
GUJARAT,1981,40.0041456,22.9473897,17.3429231,12.5328218,16.0844173,85.8905629,0,12.058701,1.9369979,14.898384,8.444032,9.9368122,0,6.2104421,4.4266227,4.7139923,3.6562092,0,0,0
BIHAR,1981,19.795118,13.0206634,15.2767775,0,0,49.6237465,128.8331961,7.2104819,11.5244972,12.6306875,13.1158158,15.1043652,10.1142862,5.3171874,8.2393484,0,0,0,4.7552885,12.0971198
ORISSA,1981,25.000689,11.8876219,14.1887442,11.3032922,4.7884637,81.392912,85.4106083,15.5087449,0,5.6813597,8.4058104,9.3977622,12.1500508,5.4650147,5.6829157,13,0,0,3.6615876,9.8922007
KARNATAKA,1981,11.1956103,56.7425209,47.7501036,18.5545161,5.8065333,151.0012029,0,10.0699293,0,1380.045393,7.6464368,8.314695,0,5.2761038,0,1.7627754,6.8649505,0,12.3638384,0
MAHARASHTRA,1981,1.9394389,36.2010624,37.7817654,19.286867,8.9176648,217.4371228,0,20.4035989,7.1813105,8.8915574,8.8955036,14.0514708,0,4.197394,0,3.3868401,7.2941622,0,6.3788722,0
TAMIL_NADU,1981,0,25.0641447,9.4483333,9.5827548,9.2667319,95.3051516,0,9.3920222,0,9.4683134,2.1796121,6.762278,0,3.2436384,0,5.9226072,3.2213503,0,3.5936914,0
HARYANA,1981,13.7723364,10.9864676,4.2327936,1.3632233,3.7664466,19.8171641,47.105131,4.3787879,7.6036932,0,2.0600372,5.8048724,0,1.9,3.0936814,1.1949065,3.5114581,0,0,0
ANDHRA_PRADESH,1981,5.1666667,36.7207763,34.6633455,11.6613433,14.1556244,165.9763338,0,16.6004979,0,20.2666537,6.6345943,5.5729438,0,2.7096471,0,4.8579796,6.1957987,0,5.0818257,0
UTTAR_PRADESH,1981,78.8275177,51.7762284,33.4078362,34.8396981,29.3553054,209.3819804,715.897543,44.231887,47.6776662,36.8528697,35.0642608,68.3192428,0,5.6304778,26.0830798,2.5988085,27.0551056,0,34.4323655,34.468458
WEST_BENGAL,1981,19.6925508,17.0426765,17.0646722,0,0,80.3727675,191.6573501,0,8.3522369,10.5993837,8.1118178,0,0,0,7.6443399,0,0,0,3.161086,23.2174368
WEST_BENGAL,1982,31.6189024,15.497657,17.0646722,0,0,67.3452717,224.5637704,0,8.3522369,9.0002964,8.5018219,0,0,0,7.6443399,0,0,3.1834244,4.0342249,24.5218412
GUJARAT,1982,41.3090235,18.7594591,12.3766771,9.9206046,13.4419986,101.3790802,0,8.2690642,5.5531729,14.2866305,9.6775786,9.9368122,0,4.0323236,12.40728,3.5591854,6.5369432,0,0,0
RAJASTHAN,1982,42.0019671,11.7194727,17.1071769,8.4645476,8.2749375,66.8393514,0,17.245545,32.1559214,9.3692306,16.7641279,6.6023424,0,1.838028,15.6485287,3.2129412,3.3681799,3.9755047,5.3290153,0
HARYANA,1982,14.8554797,11.3226987,4.653129,1.2569164,4.2422866,18.5887422,54.724802,5.4824561,8.5983788,4.9162393,3.2235646,5.8048724,0,3.5666667,3.9268077,1.3861483,3.5114581,0,0,0
MADHYA_PRADESH,1982,47.3737046,29.688424,40.3009214,27.1377858,10.4675076,117.1772821,503.2833334,19.5873158,34.5042713,21.0125004,27.3321473,35.2489299,0,4.6957275,0,1.5692352,19.7190484,23.8768622,0,0
BIHAR,1982,21.8459754,11.2555921,18.5411696,0,0,47.1197956,155.9026747,6.3959606,11.1790913,31.694875,12.3125954,18.1602159,9.0589368,5.7775441,8.507611,0,0,0,5.0441021,12.2811728
KARNATAKA,1982,15.1197968,36.9492156,49.703683,15.5603223,4.813601,147.7179129,0,16.271969,0,11.4327913,8.1613778,8.314695,0,4.7444634,0,1.6424371,5.3651004,0,8.9461479,0
ANDHRA_PRADESH,1982,7.0334249,36.0433858,44.8980166,13.455697,10.6998021,148.085849,0,13.8859212,0,20.4441159,9.6329268,5.5729438,0,2.1779401,0,4.4771202,8.1230537,0,2.9241116,0
MAHARASHTRA,1982,1.7658239,28.2308555,32.1003459,18.0344268,6.9828885,216.0594997,0,17.5304197,7.1813105,8.8915574,7.8448338,14.0514708,0,5.5715577,0,3.7976056,7.5896854,0,9.6433804,0
TAMIL_NADU,1982,1.1666667,22.6470288,20.2075416,9.4197733,9.3713734,82.7504942,0,10.6568554,0,16.9405501,2.0944358,6.762278,0,2.3195682,0,5.8213465,4.0408742,0,5.3000403,0
ORISSA,1982,24.3508059,11.5190782,12.6471211,9.0816522,3.5461692,81.8701209,80.4833871,14.06788,0,6.2581365,8.7040473,9.1566873,9.6563982,6.5829519,6.3801071,13,0,0,5.1824802,9.6912342
PUNJAB,1982,29.0425401,31.3161819,18.1941255,3.0333334,5.4833333,61.7725235,192.833334,6.4708042,10.6715507,0,2.1442699,9.0109894,0,2.6721312,6.6398551,1.912486,6.6435649,0,0,0
UTTAR_PRADESH,1982,89.4344858,55.4404821,29.1121896,28.0387388,29.7051163,192.722733,770.4589735,28.2958225,58.3095142,35.1845283,41.8061019,68.3192428,0,3.4417606,26.0830798,2.5643985,26.7464655,7.7246717,34.4323655,42.8504455
MADHYA_PRADESH,1983,48.3524849,36.6812779,52.4354481,38.057913,14.7724397,129.6631055,503.2833334,27.3700724,34.5042713,21.0125004,25.6268985,35.2489299,0,4.6957275,0,1.1091977,31.4374303,29.1062755,0,0
UTTAR_PRADESH,1983,90.3229935,62.8993927,38.8975977,35.9759636,38.4530709,195.1997334,846.844338,29.9401987,61.2313759,30.8892988,40.5481363,68.3192428,0,3.4417606,30.2864423,2.6078961,28.8727144,7.8835628,32.3256049,34.5939599
WEST_BENGAL,1983,34.9879923,21.5760009,14.6562505,0,0,67.5052386,245.150799,0,12.8073696,7.9792689,11.0343743,0,0,0,8.7866665,0,0,4.0355764,2.2584211,24.3881925
HARYANA,1983,14.3773965,12.0877368,4.2327936,1.443252,3.9828647,21.1748933,68.963089,4.5592706,7.1036199,4.7624008,3.9680673,5.8048724,0,3.9,4.9256374,0.7725654,3.6821597,0,0,0
KARNATAKA,1983,12.7013144,36.7844111,52.3297348,20.9004676,5.8671712,135.576026,0,22.1063011,0,11.4327913,7.2708986,8.314695,0,4.7444634,0,2.357841,8.6285491,0,7.9500487,0
ORISSA,1983,26.6006735,15.149176,15.0323131,10.2514202,3.2011969,87.779109,153.0702334,16.5963701,0,5.6063227,7.4115213,8.3300755,9.1807482,6.1698159,6.0695335,13,0,0,10.1128838,11.461241
RAJASTHAN,1983,38.8658213,16.8541785,25.4730871,14.6203386,12.8725374,78.7285304,0,28.5809516,32.1559214,9.3692306,13.5381837,6.6023424,0,1.838028,16.9302649,3.1997161,7.3790758,5.2748195,4.6627977,0
TAMIL_NADU,1983,2.1666667,23.8876606,17.8331735,9.6895335,12.2947135,87.575736,0,11.5137408,0,16.9405501,2.2205702,6.762278,0,2.3195682,0,6.5770965,3.4565075,0,6.4174059,0
MAHARASHTRA,1983,21.6552727,33.4001104,31.2735291,18.7571653,9.5532794,202.6979342,0,23.4224339,7.1813105,8.8915574,9.915319,14.0514708,0,5.5715577,0,1.8957837,8.5615038,0,8.3888035,0
GUJARAT,1983,38.6364607,26.2961332,21.1325801,13.1434279,17.3129314,108.8314742,0,11.4868244,3.5322033,14.2866305,12.1089017,9.9368122,0,4.0323236,13.6826969,3.553285,7.9276313,0.9,0,0
BIHAR,1983,23.7078573,17.0893315,17.7250674,0,0,50.5750002,171.8640325,9.9690645,12.1929078,15.9269874,14.1042585,19.7705966,11.1434721,8.1093571,13.1359476,0,0,0,4.4337642,10.353973
ANDHRA_PRADESH,1983,6.0358929,37.304353,48.2727149,11.1654692,12.6218568,137.1544479,0,19.1860643,0,20.4441159,9.6322987,5.5729438,0,2.1779401,0,6.7847612,7.1765552,0,3.0099206,0
PUNJAB,1983,29.6977948,30.6885161,17.6269983,3.0766667,5.7472529,65.7578153,201.964743,5.0833333,10.3817461,0,3.4305714,9.0109894,0,2.1972495,6.8924242,1.4372462,6.764474,0,0,0
MADHYA_PRADESH,1984,48.3585093,26.8064967,53.405088,36.9324987,15.4608189,116.1344615,537.5096221,20.0740992,33.6407997,14.4135136,25.1347874,33.4866001,0,7.0371454,16.407104,2.4228255,0,29.0684377,0,0
MAHARASHTRA,1984,19.1014336,27.2865642,31.8986361,18.1982713,6.4294474,214.6726095,0,21.9967049,6.4433333,8.2519608,9.8653276,16.0662101,0,5.4199695,5.6190475,2.9460458,0,0,9.2662828,0
UTTAR_PRADESH,1984,89.6698015,60.4914436,64.0359201,46.7188585,44.7802085,189.9696685,773.1615795,23.0701594,54.875649,43.84738,43.1961716,77.9271114,0,4.9151982,29.6020312,7.1148794,0,7.9805316,33.5280398,33.6451378
ANDHRA_PRADESH,1984,6.5160209,33.7041532,23.9447637,12.0048124,9.4567446,131.1107526,13.2256146,16.5681607,0,17.7680929,4.9193253,4.9196396,0,2.4037347,1.136163,3.8479055,0,0,1.1437533,0
TAMIL_NADU,1984,1.6010582,25.7092183,19.5463359,14.1019796,11.1561158,203.802358,32.238577,12.5875212,0,13.4993163,3.8482487,6.7592217,0,3.7365084,0.7238095,4.9633706,0,0,8.2290199,0
KARNATAKA,1984,14.8780262,38.4985269,47.690962,18.1545666,5.0020484,145.2199762,76.4045947,19.2268206,0,11.0780922,7.7825507,8.37611,0,5.1267964,3.1742612,2.3061455,0,0,9.8935676,0
HARYANA,1984,14.674021,15.4742871,7.1432772,1.4225564,4.3292983,27.6030439,111.849111,5.2203463,7.7190803,5.253434,2.8730306,5.1814961,0,2.6766667,5.2227594,1.5918946,0,0,0,0
WEST_BENGAL,1984,33.3378922,22.7682752,15.7969046,0,0,72.7677741,247.466552,0,9.297319,7.8613982,8.2720219,0,0,0,9.8689975,0,0,5.6680404,2.6481677,23.0903324
PUNJAB,1984,32.5167915,31.1000901,16.8206605,4,6.1052632,53.1973497,158.869566,7.5277778,10.7226498,0,5.0849475,9.0555874,0,2.7093137,8.7511785,2.4695752,0,0,0,0
GUJARAT,1984,37.9451761,25.4526139,17.2600051,12.1749855,17.770848,122.4070238,261.118929,15.1612581,6.3292928,13.080114,14.7951513,9.2734453,0,6.5087503,17.9624673,4.9585024,0,0.0555556,0,0
RAJASTHAN,1984,40.8894889,26.6545806,27.4304113,13.5440751,10.578101,94.2063112,63.6674468,15.9300353,37.4507925,22.2501663,16.6216106,8.6982175,0,4.7986839,19.2699854,4.8951982,0,10.7163269,4.6627977,0
BIHAR,1984,25.1228413,17.7412757,19.0425392,0,0,53.8140752,156.0309576,14.2800908,11.2442632,15.1443975,11.814104,19.8707932,13.0969001,6.4805505,12.5149038,0,0,0,3.0279779,11.8045951
ORISSA,1984,23.7260529,12.1848066,13.5278516,10.9756691,4.093651,83.7913655,97.5238605,18.3545528,0,8.8623402,7.659464,9.3697534,8.9642697,5.6670642,5.7321797,2.21,0,0,0,11.4910075
