STATENAM,YEAR,YWHEAT,YRICE,YMAIZE,YJOWAR,YBAJRA,YSUGAR,YPOTATO,YGNUT,YBARLEY,YTOBAC,YGRAM,YTUR,YRAGI,YSESAMUM,YRMSEED,YCOTTON,YOPULS,YSOY,YSUNFLWR,YJUTE
MAHARASHTRA,1965,8.388407,13.0657662,12.577434,9.4030142,4.2359638,141.5086078,0,9.4385511,8.0869886,0.8353383,5.6720067,14.0514708,0,5.5631272,0,1.7268731,12.2568785,0,0,0
UTTAR_PRADESH,1965,43.395303,26.6488819,41.9379856,24.4027944,28.1640848,165.7469642,447.7096535,42.7191101,40.741665,0,29.6154619,68.3192428,0,13.9586092,17.5334127,0,31.4133396,0,0,47.9219197
HARYANA,1965,7.4232829,4.9992763,5.9708291,1.6206449,1.834138,19.4007215,75.500001,23.6714598,6.1645517,7.4743589,2.8401488,5.8048724,0,4.5833333,2.3765723,1.0872158,2.9175601,0,0,0
ORISSA,1965,8.4771393,9.560162,9.596585,2.208985,1.7732327,60.2535808,88.4852489,9.539275,0,9.4927109,4.6457288,6.5595806,6.5878895,3.7077224,4.0816116,15.7876833,0,0,0,11.9401083
MADHYA_PRADESH,1965,21.4741747,15.4326007,42.0979231,31.7755405,12.6481301,97.2177071,503.2833334,16.1214731,34.5042713,13.6424041,21.3790306,35.2489299,0,6.4628161,0,1.5826891,14.3479491,0,0,0
RAJASTHAN,1965,20.5687226,5.9190477,15.4595701,3.8569397,4.6208102,23.2120636,0,15.7497722,27.6019798,10.6666667,9.4433703,6.6023424,0,2.1408441,3.6124788,3.2378744,4.0303031,0,0,0
ANDHRA_PRADESH,1965,1.3645732,22.5223083,15.6942787,7.9152148,8.8497944,151.2089151,0,13.2191486,0,17.9725932,5.2699069,5.5729438,0,3.3974393,0,0.8957274,4.0445571,0,0,0
WEST_BENGAL,1965,11.1001372,15.6146172,8.64,0,0,63.3896169,132.7379405,0,8.6774144,4.69,9.6344003,0,0,0,6.103324,0,0,0,0,14.9484036
BIHAR,1965,11.3099195,14.1601571,17.0005564,0,0,55.9213516,121.708705,15.4051903,8.3792341,8.809217,11.194001,13.3264788,9.5633612,5.7476398,7.0475089,0,0,0,0,9.429138
PUNJAB,1965,12.3957007,9.752418,15.5159429,15.4895907,6.7347347,33.3009249,158.363309,76.2017288,12.86982,49.1273776,6.3226302,9.0109894,0,4.1157009,9.6752774,2.4083505,4.7355043,0,0,0
TAMIL_NADU,1965,0,17.1596482,6.8388889,8.4209729,6.1987164,83.4244424,0,10.5866821,0,11.1402603,4.4757108,6.762278,0,3.4023138,0,1.9103221,3.2696306,0,0,0
GUJARAT,1965,19.2503284,6.7114949,14.7797162,5.6305642,7.1870641,92.3038129,0,6.6328551,16.0151512,6.169971,5.8571799,9.9368122,0,3.2238942,1.7594864,2.2974902,4.1965188,0,0,0
BIHAR,1966,6.254791,5.8521056,17.3086421,0,0,47.7487068,125.2107722,10.2078148,4.6252234,15.4283945,5.4484895,8.6138086,8.925256,3.8854475,4.7513175,0,0,0,0,9.0703487
ANDHRA_PRADESH,1966,2.0395631,24.7302336,15.128022,9.7837998,8.9025711,138.264298,0,12.2224741,0,18.550315,4.8719856,5.5729438,0,4.0250027,0,1.3127031,3.801439,0,0,0
KARNATAKA,1966,1.6689247,26.4241543,4.4882811,7.9128794,3.3611376,166.771306,0,12.6073858,0,8.6579536,6.4962382,8.314695,0,0,0,0.7751328,7.4816136,0,0,0
UTTAR_PRADESH,1966,44.6179692,34.4611512,50.3777603,23.5558685,28.1357889,150.7174168,311.4306523,33.6567565,34.3951233,0,28.2968544,68.3192428,0,25.8413324,23.7566249,0,22.4758638,0,0,43.8251715
HARYANA,1966,8.711276,5.7750194,5.0694445,1.5938306,2.7641467,19.9542285,69.994048,20.133236,6.2401913,7.7041083,2.8309205,5.8048724,0,2.3533334,2.2180722,1.2282464,2.0336544,0,0,0
ORISSA,1966,9.5229027,10.6899664,11.3957196,8.1941598,2.8989372,60.0702851,100.9966275,13.1350178,0,6.1730081,6.9832996,6.6623074,9.3303195,4.4123019,4.8899791,14.5657747,0,0,0,14.0592328
MADHYA_PRADESH,1966,20.7427674,17.5228037,35.3779955,27.7142538,17.186299,92.836224,503.2833334,13.5491613,34.5042713,13.054607,16.0370471,35.2489299,0,4.9581138,0,1.4601629,9.5572426,0,0,0
MAHARASHTRA,1966,9.7483852,13.2305717,25.1010951,11.7337156,4.1972508,144.3662837,0,10.1433341,9.510449,8.1720612,7.3341218,14.0514708,0,5.4710001,0,2.6657656,12.4642998,0,0,0
GUJARAT,1966,17.7100842,9.8761972,11.4315197,5.2951127,7.0859731,83.7878402,0,8.8424438,13.4857143,7.3000314,5.1989324,9.9368122,0,3.6539992,1.1465414,2.3188514,4.5137542,0,0,0
TAMIL_NADU,1966,0,17.2195131,7.2093341,8.6001659,7.7096223,80.6056191,0,10.6814244,0,12.0278604,3.1834734,6.762278,0,3.4244242,0,2.6508485,3.3409802,0,0,0
PUNJAB,1966,15.6057947,11.8879441,13.4581194,9.8492818,11.2740365,28.810056,122.5306606,46.8418305,9.1162785,37.2927351,8.708097,9.0109894,0,3.8280699,8.0823599,2.4714719,4.4049822,0,0,0
RAJASTHAN,1966,21.7249024,5.7583334,13.7754437,4.3431883,5.6895364,16.7999999,0,11.5586028,23.6654322,10.344228,8.1482237,6.6023424,0,1.9225991,1.9905657,1.6635007,1.7857142,0,0,0
WEST_BENGAL,1966,11.3783573,14.8541516,9.15,0,0,67.2158353,111.757088,0,6.9330808,4.46,7.7914182,0,0,0,5.060596,0,0,0,0,16.9313242
MADHYA_PRADESH,1967,29.3567267,28.1343309,48.71885,36.7883424,10.4261956,100.786961,503.2833334,24.4617188,34.5042713,15.433964,21.6982351,35.2489299,0,4.7737587,0,1.4560658,18.6265879,0,0,0
RAJASTHAN,1967,27.200246,8.5747619,20.4052969,6.867101,7.3086421,14.1333333,0,9.5792455,28.4752225,13.1642857,17.4348798,6.6023424,0,2.7719936,4.3985663,1.5296715,3.8333333,0,0,0
BIHAR,1967,13.893744,15.370807,20.7766991,0,0,54.7967195,125.2625497,14.9511501,11.3350909,17.9692275,9.1590568,13.7872087,14.2643863,8.5184526,10.7964487,0,0,0,0,10.2942042
MAHARASHTRA,1967,10.1260401,18.4385696,13.2006678,12.9156221,5.8663727,146.4902395,0,16.9510812,7.47536,4.6237128,7.050481,14.0514708,0,5.6301302,0,2.411525,12.4256844,0,0,0
TAMIL_NADU,1967,0,17.7011974,8.1031593,9.1293853,6.4485859,80.9976585,0,10.0427712,0,11.3219351,3.6221697,6.762278,0,3.3037157,0,2.0004365,3.2751552,0,0,0
ORISSA,1967,12.4234107,10.7600707,11.6311652,11.7032904,2.9696725,60.6986866,95.7241363,14.2883072,0,12.676949,6.6291232,6.2383947,9.4595104,4.4056693,4.9550323,16.3120884,0,0,0,9.9447787
WEST_BENGAL,1967,12.5070861,14.9877193,10.47,0,0,65.1952335,106.3296194,0,8.5068531,5.51,7.1663347,0,0,0,4.5913223,0,0,0,0,21.9069712
HARYANA,1967,9.661493,6.1159201,4.5547317,1.542858,3.0535803,23.3846392,68.196839,4.5333333,5.7102524,7.3018221,6.4945384,5.8048724,0,2.14,2.8194943,1.3512322,2.0488444,0,0,0
GUJARAT,1967,21.2415107,13.2785778,16.865952,6.360864,10.8185964,78.6933645,0,12.7539521,9.3095247,7.843798,10.9706368,9.9368122,0,4.1204045,1.6142164,2.8897503,5.0779,0,0,0
KARNATAKA,1967,3.4037537,20.6591308,9.6100239,9.4509839,4.2167065,183.6822037,0,12.238671,0,9.0816323,6.6294919,8.314695,0,0,0,0.6433516,6.5393607,0,0,0
UTTAR_PRADESH,1967,53.5549229,36.0244083,36.7015592,26.1634529,26.5730304,164.3580033,436.9983445,31.3296814,51.4845194,0,34.7397113,68.3192428,0,16.7743128,19.9324493,0,38.1301686,0,0,52.9672465
ANDHRA_PRADESH,1967,1.8879444,25.3345919,19.6265012,9.678279,8.8412493,131.8022796,0,13.7970727,0,18.283796,4.4627704,5.5729438,0,3.8836983,0,1.8627597,3.9355398,0,0,0
PUNJAB,1967,18.0225541,13.4080581,16.1672021,8.0230463,8.3726288,35.6067385,124.156305,9.4917792,9.8282402,26.6857698,7.2569189,9.0109894,0,4.2371366,7.5424603,2.6176221,5.0672349,0,0,0
HARYANA,1968,10.1210824,6.2158159,4.3888593,1.1315109,1.6736849,23.9524354,65.646297,2.7020209,6.6737991,10.4820791,4.8400351,5.8048724,0,1.967738,3.0885694,2.0729724,2.0736129,0,0,0
KARNATAKA,1968,6.043408,35.6846412,24.3439256,18.0011326,3.7472589,176.5164312,0,13.1263861,0,9.4797606,7.2772163,8.314695,0,0,0,0.8510362,13.7950102,0,0,0
ANDHRA_PRADESH,1968,2.579096,21.3064368,17.739257,9.2411871,6.6691679,147.782963,0,13.4435336,0,14.3922441,4.4394959,5.5729438,0,3.3995563,0,0.9936138,3.5277016,0,0,0
WEST_BENGAL,1968,16.25,16.4654962,9.35,0,0,66.62,152.55,0,8.79,3.86,8.32,0,0,0,7.07,0,0,0,0,16.3587049
PUNJAB,1968,21.7474096,13.0267629,14.2695261,10.727148,8.0720455,32.8139911,109.368071,8.6731307,9.061479,32.2678571,7.2215057,9.0109894,0,4.1158443,5.2003966,2.6675863,4.8329723,0,0,0
UTTAR_PRADESH,1968,58.7912861,30.9719397,40.567423,24.387788,25.5508256,186.6191744,459.269029,37.0247026,35.4014781,0,36.1771317,68.3192428,0,13.2373752,17.106751,0,39.523271,0,0,43.8019924
BIHAR,1968,17.6853843,16.2173172,19.348745,0,0,63.6453136,166.5243871,33.9636143,9.3810256,31.6425727,8.2025962,13.8413637,9.1854258,5.3869816,8.4036614,0,0,0,0,8.3408304
MADHYA_PRADESH,1968,27.092149,22.4677442,28.6183887,30.5533161,9.2446545,97.4619314,503.2833334,16.9149883,34.5042713,14.5935309,19.0319039,35.2489299,0,8.5608945,0,1.8779248,15.3266651,0,0,0
ORISSA,1968,13.2224153,11.974439,11.7085855,14.7161297,10.0128888,72.329001,107.4793207,13.4455304,0,7.0603198,12.7031222,7.1316711,11.1274854,4.692861,4.912512,15.2404084,0,0,0,11.6285015
TAMIL_NADU,1968,0,18.4771082,5.5040271,8.3785374,6.5693244,81.5590131,0,9.4096491,0,14.8937372,3.6419913,6.762278,0,3.3786399,0,2.3615174,2.9091422,0,0,0
RAJASTHAN,1968,23.0722552,5.9529304,9.8415184,2.2384624,2.8329103,18.4040909,0,4.4323336,25.4264981,9.4222222,10.7681641,6.6023424,0,1.4969918,5.0450466,1.2473174,2.9523809,0,0,0
MAHARASHTRA,1968,11.4774292,19.1763146,13.1821021,13.9151503,5.0218852,176.64911,0,17.7513208,10.0966186,4.2096437,8.2036629,14.0514708,0,5.2710267,0,2.4377941,12.4126689,0,0,0
GUJARAT,1968,21.4167745,9.6009406,10.1723968,5.5814303,7.5683062,78.3221745,0,6.7015246,8.5352563,8.295708,8.7398509,9.9368122,0,2.9978099,1.1484791,2.6001971,4.3757103,0,0,0
WEST_BENGAL,1969,14.43,15.8838907,10.79,0,0,75.84,127.66,0,7.34,3.67,8.07,0,0,0,6.06,0,0,0,0,21.1217357
TAMIL_NADU,1969,0,19.9895053,7.2914005,10.4453442,7.3632502,76.817232,0,9.6706221,0,11.5220586,5.2506308,6.762278,0,3.4304526,0,2.3982301,3.3031875,0,0,0
RAJASTHAN,1969,23.5433779,7.8994859,8.4091612,4.8167536,4.6625039,19.0233333,0,6.147728,23.7304541,11.0795455,9.7616268,6.6023424,0,1.1959386,5.3869353,0.8844552,2.5833334,0,0,0
UTTAR_PRADESH,1969,56.6622438,37.7611209,37.4751192,30.0138136,33.9032342,189.0641321,378.7668883,37.281452,46.1571548,0,50.2266887,68.3192428,0,16.3761923,21.1425577,0,34.8731886,0,0,40.9602718
ANDHRA_PRADESH,1969,2.5366362,23.7756949,19.066976,9.2969491,8.693321,124.5326817,0,15.0804532,0,11.5762177,4.6284468,5.5729438,0,3.8798458,0,1.2587626,3.2070152,0,0,0
BIHAR,1969,16.7210211,12.3722142,16.5169218,0,0,54.3088784,125.1574702,32.2771525,9.600083,12.3620385,8.0971246,13.8413637,7.6800339,5.7741253,9.2055461,0,0,0,0,9.2795778
PUNJAB,1969,22.3826581,14.6412711,14.3271876,16.3127391,8.8667845,40.2719672,106.9328895,7.8796371,12.0564837,119.2342553,10.4827972,9.0109894,0,3.7193469,5.6489044,2.765857,4.9248884,0,0,0
HARYANA,1969,12.3985126,7.5551814,4.9844525,1.7083294,3.5297129,26.9853063,66,3.7290706,7.6751485,8.1890836,6.4635704,5.8048724,0,3.5639927,3.4230971,2.2457634,2.2278166,0,0,0
KARNATAKA,1969,13.207113,34.7341941,41.3829873,15.1732565,5.7109376,151.6664618,0,16.8697937,0,9.3800033,7.4045442,8.314695,0,0,0,0.8289199,8.3705486,0,0,0
MADHYA_PRADESH,1969,29.8743929,26.3355051,31.1687727,27.5097806,13.3715531,97.9555344,503.2833334,23.1008455,34.5042713,16.7783898,22.679718,35.2489299,0,7.371431,0,1.6573705,18.1785348,0,0,0
GUJARAT,1969,24.3288478,13.5064833,11.527407,6.2225943,11.9200289,82.4265287,0,12.1166505,6.805556,9.6595163,7.6728791,9.9368122,0,4.1879126,1.6484594,3.1106001,4.5601185,0,0,0
ORISSA,1969,14.1770292,11.5850582,11.4247319,11.5799909,4.8979637,65.3837082,117.2589979,14.618695,0,8.7245247,6.9299175,6.9883996,9.2264779,5.4923027,6.0697931,8.1721125,0,0,0,12.2630675
MAHARASHTRA,1969,10.718182,19.2358468,12.7847297,12.8425243,6.4492522,168.1129203,0,15.7128055,7.6687613,4.8385227,6.6662669,14.0514708,0,5.5904048,0,2.1786812,13.0498305,0,0,0
MAHARASHTRA,1970,12.262862,22.3955862,11.8731018,8.172948,6.4021272,159.1680167,0,15.5658927,12.3326454,5.6861823,6.9650148,14.0514708,0,4.5623952,0,1.2222364,12.8122601,0,0,0
GUJARAT,1970,26.8586423,21.2276268,23.7752753,8.6426374,13.8148457,89.1721048,0,18.0064756,6.95,12.2448335,14.3110304,9.9368122,0,6.440822,2.145814,3.6795862,5.0515926,0,0,0
ANDHRA_PRADESH,1970,7.7222583,24.6309264,19.882997,7.0973674,9.1757474,146.8406263,0,15.9144113,0,12.8182173,6.4656557,5.5729438,0,4.4127358,0,1.2682567,5.4815765,0,0,0
PUNJAB,1970,22.5133992,16.9700227,15.284321,5.4920239,11.5286612,39.3541863,114.833333,8.7837902,12.8845014,81.2540403,10.7375703,9.0109894,0,4.0459978,5.1776558,2.8862504,4.5223498,0,0,0
TAMIL_NADU,1970,0,23.7252616,8.5031156,9.6671774,7.2240714,81.7665102,0,10.8062304,0,11.3354151,4.9204376,6.762278,0,3.452916,0,2.7639424,3.4283247,0,0,0
MADHYA_PRADESH,1970,34.3782823,29.1877792,48.4283647,28.8919084,11.5901948,104.8943568,503.2833334,24.2110191,34.5042713,15.5251155,21.694625,35.2489299,0,5.9796591,0,0.9469726,21.4140164,0,0,0
HARYANA,1970,11.779161,7.3961611,5.73251,1.9963512,5.4238642,26.4143643,66.708333,4.3273913,6.3574925,8.1282869,4.4987231,5.8048724,0,2.1098684,3.8162055,2.1181812,2.6160711,0,0,0
UTTAR_PRADESH,1970,62.0580251,36.9213034,54.9507112,32.955791,74.9577338,177.1952868,440.8251501,28.852322,47.2346412,0,37.2673447,68.3192428,0,18.107487,23.2590931,0,35.5206617,0,0,39.3895914
BIHAR,1970,15.9131799,14.8140955,19.2461082,0,0,55.4528708,181.4604565,12.1693015,10.1467986,19.882141,11.0151709,13.3904381,9.4078322,6.301543,9.2060924,0,0,0,0,9.2029668
WEST_BENGAL,1970,17.7,15.933809,9.57,0,0,70.36,176.58,0,6.06,3.36,6.64,0,0,0,4.79,0,0,0,0,20.9438912
KARNATAKA,1970,16.1742239,33.7140671,49.7529813,19.5654106,6.0124013,150.5277421,0,16.5670944,0,9.1892798,8.233742,8.314695,0,0,0,1.3582142,9.5660138,0,0,0
ORISSA,1970,16.2665775,11.5128795,12.1315218,11.948214,7.4798101,96.6517174,113.4200416,14.8373006,0,7.7899592,7.8002029,8.5572831,11.1323474,5.5541221,6.1468985,8.1302893,0,0,0,13.3235458
RAJASTHAN,1970,33.3124404,10.1281746,20.6061154,10.8605123,13.4328736,42.9072727,0,11.8238878,31.4904969,10.0238095,15.6540601,6.6023424,0,4.3819935,14.4193002,2.2139712,4.6142857,0,0,0
ORISSA,1971,19.4062849,9.99959,10.1959929,10.9132918,7.0691946,82.9303607,117.1331589,15.3550404,0,7.2114851,7.7218369,6.9458289,8.5504056,7.3140859,6.49998,11.0338552,0,0,0,13.2019317
PUNJAB,1971,23.3305925,20.741956,15.7119971,4.8758731,11.9263911,38.3784325,124.333333,9.46556,13.0849426,73.2857145,10.331663,9.0109894,0,4.7235422,6.3348937,2.7622943,5.1049792,0,0,0
GUJARAT,1971,26.640147,17.4264512,24.4458951,8.1703052,12.6608905,89.3072543,0,14.5547226,7.9607842,8.9033319,10.1344839,9.9368122,0,5.0813251,2.5819076,4.2366083,5.1295775,0,0,0
MADHYA_PRADESH,1971,35.5905037,31.9725385,39.0046439,26.5098668,12.2666925,112.1767391,503.2833334,21.5473048,34.5042713,0,27.2142876,35.2489299,0,5.4997097,0,1.6749214,21.5024441,0,0,0
KARNATAKA,1971,24.6835005,33.6231715,43.0165065,15.5511757,4.3267045,164.4672628,0,19.2374478,0,12.3655185,6.8390112,8.314695,0,0,0,1.5711199,11.4698876,0,0,0
TAMIL_NADU,1971,0,24.133635,9.1447573,10.1410809,7.1443203,88.6925546,0,11.8929502,0,11.1537011,6.5204056,6.762278,0,3.4477525,0,3.0693337,4.1664299,0,0,0
MAHARASHTRA,1971,11.8746448,18.8838599,11.318205,8.3558556,3.0002166,152.6773593,0,14.0982568,10.6320659,4.1153508,7.4244879,14.0514708,0,3.8629812,0,2.5348827,10.834349,0,0,0
BIHAR,1971,27.29781,15.1255225,2.9984562,0,0,45.0206504,161.5160932,16.5270971,10.1769315,18.0723986,10.5885966,10.2309792,7.6431546,7.9867725,8.8387902,0,0,0,0,8.3060355
ANDHRA_PRADESH,1971,6.1335177,26.9975572,18.0624157,9.1039995,7.5357929,176.1648045,0,14.8323335,0,17.1274273,5.7316234,5.5729438,0,3.0095376,0,1.8026162,5.1930573,0,0,0
RAJASTHAN,1971,29.4171489,10.3857143,12.9695239,4.8729463,6.628527,46.5714285,0,10.3277679,28.4001868,11.8285714,9.8288084,6.6023424,0,2.003451,5.5656582,2.7296408,4.95,0,0,0
WEST_BENGAL,1971,18.85,15.4809144,10.41,0,0,73.38,165.33,0,7.75,4.12,7.84,0,0,0,4.88,0,0,0,0,22.5565645
UTTAR_PRADESH,1971,58.9622374,40.0740468,29.0681541,18.9194644,21.3610416,171.0788349,460.292158,25.6007449,45.9130971,0,37.5909083,68.3192428,0,13.3720406,16.2840865,0,32.4437428,0,0,41.5761539
HARYANA,1971,11.8953762,8.1051982,5.3971736,1.7414881,4.4720468,24.597617,67.9,3.3556701,7.1194443,5.5620269,3.8724148,5.8048724,0,2.0947619,3.1536459,1.9373722,2.5001183,0,0,0
ANDHRA_PRADESH,1972,7.2868137,23.8272426,17.4554076,8.4286754,6.6518348,137.1531276,0,12.5135837,0,15.5664382,4.3537237,5.5729438,0,2.1971717,0,1.2902025,4.2565649,0,0,0
PUNJAB,1972,22.2405033,21.5140848,15.567218,5.5044808,9.4078355,46.6411384,128,9.896615,12.8067008,45.3153854,11.0012253,9.0109894,0,4.5271698,6.0843327,2.8215169,4.792978,0,0,0
UTTAR_PRADESH,1972,56.4393621,37.7443658,40.8790808,32.0716939,32.1269721,181.4514968,455.8482885,244.7993052,44.2105939,0,37.2298581,68.3192428,0,16.8803399,20.8891867,0,29.8415526,0,0,34.7904088
HARYANA,1972,10.4483096,7.2260253,4.5039217,1.8760026,2.9993526,64.3912798,73.132528,4.3508772,5.9725315,4.7923663,3.9418639,5.8048724,0,1.9469265,3.2845082,1.1816237,2.3763372,0,0,0
RAJASTHAN,1972,27.0370077,7.6629309,13.3151897,5.0220838,4.1791003,46.6583334,0,7.9402136,25.1149992,8.2612554,12.2448761,6.6023424,0,1.4217223,7.7587555,1.9453482,3.5166666,0,0,0
WEST_BENGAL,1972,16.85,15.670465,9.35,0,0,66.82,154.7,0,5.1,4.63,5.71,0,0,0,6.33,0,0,0,0,22.2984635
MADHYA_PRADESH,1972,29.6386495,27.4512299,41.7310452,37.662678,14.8866154,101.7026584,503.2833334,21.4611365,34.5042713,8.1923079,25.6851042,35.2489299,0,8.8829056,0,2.6027812,21.9562095,0,0,0
BIHAR,1972,19.1426382,15.7884855,14.5761092,0,0,52.5736928,115.3554742,10.5283462,8.1923395,7.6054856,8.1746622,16.2895149,7.7770343,5.7020294,8.0687317,0,0,0,0,9.4157416
MAHARASHTRA,1972,8.7013038,8.4202469,8.9808762,6.5347224,3.3700639,143.2635356,0,6.5699021,5.2964912,3.5477012,5.5598852,14.0514708,0,3.1763398,0,2.7584039,8.1382598,0,0,0
TAMIL_NADU,1972,0,23.3624009,7.217272,12.0147157,7.5021354,83.2006072,0,10.3551242,0,11.4684504,6.7658508,6.762278,0,3.5090724,0,2.8919219,5.8804207,0,0,0
ORISSA,1972,33.8600521,11.2793434,11.9108641,10.389266,2.4470928,83.0929745,66.2377348,16.7853012,0,8.1626125,6.1705007,6.953041,10.9984455,6.1740384,6.2526158,9.3482904,0,0,0,6.8729611
GUJARAT,1972,25.0723575,8.095252,21.9272243,4.8244845,6.9334548,64.6523118,0,4.858091,2.9333333,10.9100606,13.0231994,9.9368122,0,3.3236103,1.6465738,2.7037177,4.0123193,0,0,0
KARNATAKA,1972,12.7010895,32.1165394,36.8575293,13.6957207,4.4142626,165.370986,0,12.5298527,0,9.8445507,2.0843978,8.314695,0,0,0,2.1488207,9.5812821,0,0,0
GUJARAT,1973,30.3105915,17.4459649,12.6750755,9.4217601,10.1806587,79.969024,0,14.5541204,30.8515927,9.4214327,14.7065496,9.9368122,0,4.2954041,2.1574882,3.0767013,4.5801159,0,0,0
TAMIL_NADU,1973,0,25.0639225,6.4025412,11.3447043,9.9400963,97.3140465,0,11.5172559,0,11.0649747,5.7928623,6.762278,0,3.184152,0,2.797003,3.8214636,0,0,0
HARYANA,1973,9.2369042,8.4813558,4.9858204,2.3757683,3.9060788,66.0070048,74.297866,4.4326636,4.9861582,4.9457281,3.0920846,5.8048724,0,1.9447296,2.196695,1.2132204,2.4733864,0,0,0
ORISSA,1973,15.6717635,11.9638894,8.7433716,8.8148017,3.4489457,75.3185155,91.718771,16.7781208,0,8.0246327,6.6184478,6.7801725,12.9860171,6.3445204,6.0460819,11.5240658,0,0,0,6.9910723
MAHARASHTRA,1973,13.4489772,23.590721,14.9769748,11.5889296,7.2165546,158.0913411,0,17.541506,10.1380164,5.4718602,9.1912722,14.0514708,0,5.5632214,0,2.6444785,13.3690108,0,0,0
PUNJAB,1973,19.6204451,24.4053055,12.9816572,5.4308272,11.0124129,51.4071925,135.595238,10.0605098,8.5568149,29.5614832,9.4666162,9.0109894,0,4.1295787,7.4650954,2.7536496,5.4351161,0,0,0
MADHYA_PRADESH,1973,32.4261964,31.6114074,34.2263644,31.5678936,15.7061573,131.4954691,503.2833334,16.1798834,34.5042713,8.0418473,22.9930566,35.2489299,0,7.4224976,0,0.8108914,15.7157678,0,0,0
RAJASTHAN,1973,27.7878478,9.6191404,6.4681921,6.1668819,9.3119891,56.9708334,0,9.3646349,26.0307028,10.047619,10.9047966,6.6023424,0,2.5077993,4.9890055,1.6638409,1.8333333,0,0,0
WEST_BENGAL,1973,19.33,15.8335945,10.31,0,0,68.2,141.69,0,6.76,7.73,6.17,0,0,0,5.28,0,0,0,0,21.4314772
KARNATAKA,1973,15.6784278,36.5068231,54.2729345,21.115953,8.5097207,157.7664572,0,15.6408184,0,13.6760276,8.5457778,8.314695,0,0,0,2.0196724,10.0471273,0,0,0
UTTAR_PRADESH,1973,47.8331331,43.1588625,30.9532674,28.7001777,29.5080824,170.4570689,448.522497,38.4865102,39.0098243,0,26.6814434,68.3192428,0,15.5252605,19.7138516,0,24.26654,0,0,24.0635414
BIHAR,1973,17.2852035,13.5850501,17.0145757,0,0,59.7009357,126.6504402,9.3899665,8.3120945,8.1297876,7.3891566,10.6510689,7.7812797,5.0629716,7.4878415,0,0,0,0,7.5237931
ANDHRA_PRADESH,1973,6.519663,30.3232235,27.7031795,9.5328444,11.6371366,102.9085772,0,18.5678837,0,17.4964556,6.5360449,5.5729438,0,3.4370203,0,2.1829315,5.0794894,0,0,0
ORISSA,1974,18.0199452,8.7229719,8.6723525,6.7117902,2.6729828,84.1196191,92.0222222,14.2383137,0,7.1020551,6.6410845,6.3334105,7.6752807,5.5012954,5.6559421,12.0108347,0,0,0,6.0178497
MADHYA_PRADESH,1974,36.8715238,21.3596499,36.397306,36.4417721,13.6300945,121.2397609,503.2833334,24.0057697,34.5042713,5.2523957,25.1365774,35.2489299,0,7.4471557,0,1.9178756,20.2995899,0,0,0
PUNJAB,1974,23.9653704,22.0577315,17.5005327,6.2203057,11.3010093,47.5384488,149.732891,7.8403678,10.2139531,29.5614832,9.7220986,9.0109894,0,5.5045658,7.9438363,2.6215385,5.1723014,0,0,0
RAJASTHAN,1974,32.3160664,9.3891409,8.2722472,5.9520581,2.5751496,48.9582137,0,9.4217398,30.2877218,12.3690476,12.1195883,6.6023424,0,1.2610583,10.8306779,2.7654294,1.5666666,0,0,0
GUJARAT,1974,28.7433212,6.4285565,13.6678893,6.0749871,7.7899994,73.6645255,0,8.5545683,23.6666668,11.7979276,6.451064,9.9368122,0,2.9932963,1.9703307,3.0206337,3.7275769,0,0,0
BIHAR,1974,19.4283287,14.2688156,13.5444803,0,0,61.0030006,130.864918,12.8758955,10.3716599,11.310828,10.2673164,13.9258322,6.3226514,5.0599281,8.9918197,0,0,0,0,8.7247155
ANDHRA_PRADESH,1974,8.4504057,28.1648549,28.5187448,12.3589939,10.7633578,95.7405405,0,17.4699606,0,17.3266659,6.6078365,5.5729438,0,3.481703,0,2.8111544,5.3658756,0,0,0
WEST_BENGAL,1974,20.28,17.434651,10.26,0,0,67.94,176.6,0,7.95,7.01,9.32,0,0,0,5.55,0,0,0,0,17.4960281
HARYANA,1974,10.364662,5.9159572,4.6028928,1.8984946,1.4706805,41.1548591,82.305827,4.5897736,6.3221236,5.7694503,3.1116278,5.8048724,0,2.1006485,4.1721034,1.1283304,2.5255527,0,0,0
TAMIL_NADU,1974,0,21.0168722,7.6282712,9.3051395,6.7013062,99.7226476,0,8.7767727,0,7.1263986,3.0613006,6.762278,0,3.0215292,0,2.0627773,3.0983506,0,0,0
UTTAR_PRADESH,1974,55.7247536,36.3199777,28.0679288,27.4279891,25.3345285,182.502676,510.233064,37.7881627,47.2386005,0,30.0391674,68.3192428,0,18.9047237,23.2970421,0,30.9358364,0,0,26.4153163
KARNATAKA,1974,10.8924229,32.0452743,38.9116123,18.571386,8.3413564,139.4696105,0,17.2542869,0,11.1802106,8.0068162,8.314695,0,0,0,2.7034073,10.1681016,0,0,0
MAHARASHTRA,1974,19.7922581,22.8731298,14.7639026,20.2440279,8.126668,187.128845,0,17.2725164,9.539597,7.4838368,9.0619874,14.0514708,0,5.4304338,0,3.1407883,16.6960368,0,0,0
WEST_BENGAL,1975,22.73,17.8192493,13.45,0,0,65.53,180.11,0,9.82,9.21,9.91,0,0,0,6.07,0,0,0,0,19.9364283
ANDHRA_PRADESH,1975,12.0036319,30.4463378,30.5467243,8.7443317,10.5316123,131.9620563,0,16.262362,0,15.7214853,8.9493034,5.5729438,0,3.0942987,0,2.1612459,5.2702336,0,0,0
