STATENAM,YEAR,QWHEAT,QRICE,QMAIZE,QJOWAR,QBAJRA,QSUGAR,QPOTATO,QGNUT,QBARLEY,QTOBAC,QGRAM,QTUR,QRAGI,QSESAMUM,QRMSEED,QCOTTON,QOPULS,QSOY,QSUNFLWR,QJUTE
PUNJAB,1968,4488,465,674,2.042,203.5,486,115.295,212.8,75.514,0.404,216,34.733,0,4.184,35.5,132.264,22.58,0,0,0
UTTAR_PRADESH,1968,5706.147,2670.12,1265.92,453.787,572.814,4747.0472,1606.203,252.791,1098.702,0,1544.607,762.109,0,14.90787,79.6201293,0,1039.764,0,0,15.777
BIHAR,1968,1025.63,4994.526,1018.716,0,0,591.47,1117.098,2.164,160.057,14.016,131.614,145.36,99.071,9.852,39.575,0,0,0,0,72.04158
MADHYA_PRADESH,1968,1938.1,2892.6,333.8,1574.9,104.4,141.98,337.668,230.2,138.631,1.26,725.6,417.363,0,71.3,0,60.59,452.5,0,0,0
ORISSA,1968,17.217,3951.574,55.712,11.424,1.273,211.11,337.984,83.633,0,7.729,15.658,19.515,151.227,41.327,23.827,0.519,0,0,0,52.45686
TAMIL_NADU,1968,0,3549.9,11.2,495.2,287.7,1402.37,0,797.86,0,19.47,1.93,77.932,0,33.77,0,44.97,104.18,0,0,0
RAJASTHAN,1968,1174,57,423,191,448,52.42,0,62,575,3.5,515,7.411,0,28,55,31,8,0,0,0
MAHARASHTRA,1968,413.1,1316.6,34.9,3253.5,638.7,1507.6,0,657.5,180.1,3.6,118.3,436.3,0,31.2,0,246.2,301.5,0,0,0
GUJARAT,1968,590.2,369.2,143.7,333.9,773.2,235.2,0,864.6,35.9,92.1,19.3,206.865,0,22.6,13.5,263.1,38.8,0,0,0
WEST_BENGAL,1969,147.8366,5362.822,45.811,0,0,183.4694,607.281,0,48.446,12.928,107.084,0,0,0,43.8474,0,0,0,0,611.874
TAMIL_NADU,1969,0,4011.8,15.1,616.9,325.5,1091.63,0,803.99,0,15.31,1.04,77.932,0,38.77,0,58.29,107.73,0,0,0
RAJASTHAN,1969,1258,99,517,392,801,67.6,0,89,510,3.5,773,7.411,0,21,83,21.4,9,0,0,0
UTTAR_PRADESH,1969,6133.889,3184.646,1173.745,433.175,741.063,6047.6324,1214.301,260.48,1460.576,0,1807.54,762.109,0,21.691898,100.804101,0,821.886,0,0,15.45606
ANDHRA_PRADESH,1969,4.1,3744.6,296.6,1264,284.4,847.73,0,1058.06,0,75.5,21.57,67.234,0,45.46,0,18.25,231.59,0,0,0
BIHAR,1969,1020.116,3852.515,865.358,0,0,656.321,822.49,3.002,146.066,12.225,129.958,145.36,80.776,10.121,51.521,0,0,0,0,119.80908
PUNJAB,1969,4929.912,529,750,2.678,237.967,582,110.671,149.2,78.893,0.357,368.687,34.733,0,4.031,53.6,143.514,18.76,0,0,0
HARYANA,1969,2088,360,173,48.757,476.126,752,81.6,17.555,181.6,1.2,1052,27.958,0,0.963,75.6,58.72248,42.1,0,0,0
KARNATAKA,1969,145.4,2130.1,169,1453.3,187.8,877.53,0,663.19,0,19.76,70.81,181.318,0,0,0,64.01,167.91,0,0,0
MADHYA_PRADESH,1969,2298.1,3220.8,391.7,1387.9,141.1,169.1,337.668,285.3,138.631,1.52,848.8,417.363,0,58.9,0,58.33,533.9,0,0,0
GUJARAT,1969,628.1,439.9,264.5,375.5,1346.4,276.2,0,1039.8,39.8,105.4,25.4,206.865,0,31,14.9,295.3,41.8,0,0,0
ORISSA,1969,18.3,3949.089,59.588,11.16,1.115,202.244,284.793,83.037,0,11.459,11.507,26.395,127.212,54.62,27.544,0.446,0,0,0,57.50694
MAHARASHTRA,1969,387.8,1365.3,30.2,2945.2,715,1617.1,0,583.9,124.2,5.7,95.1,436.3,0,30.6,0,215,292.3,0,0,0
MAHARASHTRA,1970,447.5,1660.1,25.5,1575.9,814.2,1638.7,0,589.6,163.2,5.2,89.3,436.3,0,17.8,0,81.5,271.4,0,0,0
GUJARAT,1970,973.5,630.5,431.1,601.4,1799.1,227.7,0,1868.6,52.5,103.3,55.3,206.865,0,51.5,22,323.9,45.4,0,0,0
ANDHRA_PRADESH,1970,10.3,4115.5,343.1,964.3,298.2,756.16,0,1229.75,0,130.01,24.72,67.234,0,46.06,0,20.62,401.55,0,0,0
PUNJAB,1970,4963,677,803,2.912,244.901,467,118.45,157.406,57.135,0.27,268.219,34.733,0,4.192,56.3,147.15,19.3,0,0,0
TAMIL_NADU,1970,0,5006.9,15.5,543.1,312.3,939.1,0,988.12,0,16.12,2.34,77.932,0,42.79,0,58.13,131.01,0,0,0
MADHYA_PRADESH,1970,2591,3692.7,616.3,1332.7,119.8,161.3,337.668,333.6,138.631,1.26,855.1,417.363,0,49,0,37.53,628.16,0,0,0
HARYANA,1970,2310,447,185,47.807,749.129,703,88.6,19.751,123,0.807,728,27.958,0,0.839,86.7,61.13592,43.7,0,0,0
UTTAR_PRADESH,1970,7403.194,3274.025,1769.013,486.67,888.585,5410.1604,1440.571,220.633,1395.073,0,1547.425,762.109,0,25.1102049,130.9407961,0,836.358,0,0,18.51624
BIHAR,1970,1192.084,4445.378,1113.246,0,0,614.495,1121.486,2.599,163.457,13.693,174.235,119.154,91.342,10.808,51.527,0,0,0,0,139.059
WEST_BENGAL,1970,235.4422,5209.079,47.653,0,0,145.0786,928.574,0,42.272,7.328,103.222,0,0,0,35.6718,0,0,0,0,483.048
KARNATAKA,1970,130.2,1999.3,217.1,1564.7,210.9,810.6,0,779.62,0,17.79,75.92,181.318,0,0,0,102.56,152.68,0,0,0
ORISSA,1970,20.262,3831.497,59.07,10.757,1.301,171.518,269.148,83.132,0,13.682,12.838,32.171,140.932,54.763,27.291,0.454,0,0,0,59.3964
RAJASTHAN,1970,1951,135,930,573,2676,112.5,0,142,764,2.5,1195,7.411,0,114,247,41.4,13,0,0,0
ORISSA,1971,31.361,3374.061,57.833,10.768,1.588,190.863,259.014,94.869,0,10.729,13.375,26.574,125.923,48.682,28.817,0.484,0,0,0,66.63942
PUNJAB,1971,5479,909,812,1.836,171.862,377,146.898,172.813,52.059,0.237,267.21,34.733,0,5.845,81.3,173.682,17.18,0,0,0
GUJARAT,1971,808.2,559.6,425.6,447.1,1320.2,247.8,0,1744.9,52.3,120.1,38.1,206.865,0,39.6,23.8,454.8,43.3,0,0,0
MADHYA_PRADESH,1971,3188.6,3697.7,482.7,1240.8,123.7,143.8,337.668,293.9,138.631,0,1147.8,417.363,0,39.1,0,66.09,644.5,0,0,0
KARNATAKA,1971,205.6,2103.5,242.9,1469.7,169.9,918.07,0,764.33,0,22.52,69.97,181.318,0,0,0,104.94,149.35,0,0,0
TAMIL_NADU,1971,0,5302,14.9,464.2,272.9,1035.71,0,1253.12,0,16.06,2.16,77.932,0,42.89,0,76.02,194.72,0,0,0
MAHARASHTRA,1971,495.5,1393.1,23,1881.4,263.1,1428.7,0,504.5,148.8,5.4,131,436.3,0,17.9,0,217.7,227.7,0,0,0
BIHAR,1971,2093.735,4422.45,132.549,0,0,446.609,985.426,5.502,155.914,12.356,170.306,59.36,53.088,14.863,48.198,0,0,0,0,84.72996
ANDHRA_PRADESH,1971,10.7,4036.3,292.8,1134.3,227.6,975.17,0,1301.72,0,189.87,24.78,67.234,0,34.21,0,29.61,347.44,0,0,0
RAJASTHAN,1971,1889,159,751,253,1363,120.3,0,159,575,3.1,885,7.411,0,81,123,70.7,20,0,0,0
WEST_BENGAL,1971,340.2862,4965.083,37.112,0,0,113.3116,1055.126,0,60.205,8.525,90.42,0,0,0,34.8104,0,0,0,0,624.438
UTTAR_PRADESH,1971,7277.491,3650.343,1055.522,272.597,539.409,4935.3997,1654.791,183.652,1317.549,0,1566.486,762.109,0,18.8198114,104.5231885,0,747.334,0,0,23.12478
HARYANA,1971,2351,522,178,39.638,567.09,496,94.4,17.2,108,0.591,620,27.958,0,0.804,87.7,76.10058,37.45,0,0,0
ANDHRA_PRADESH,1972,9.7,3562.9,291.3,1224.8,179.3,872.52,0,991.36,0,149.44,18.49,67.234,0,25.76,0,20.25,273.3,0,0,0
PUNJAB,1972,5274,942,822,2.704,143.568,458,185.4,145.931,45.209,0.426,202.146,34.733,0,5.048,77.03,182.394,19.93,0,0,0
UTTAR_PRADESH,1972,7181.076,3117.185,1354.061,523.962,719.49,5672.7227,1577.793,283.794,1233.491,0,1461.151,762.109,0,20.9611335,122.1468673,0,529.142,0,0,22.761
HARYANA,1972,2139.304,459.343,167,59.843,489.527,522.219,102,12.489,138.479,0.738,473.02,27.958,0,1.224,89,72.918,33.24,0,0,0
RAJASTHAN,1972,1753,80,663,308,864,134.2,0,126,489,2.9,808,7.411,0,27,210,51.8,13,0,0,0
WEST_BENGAL,1972,316.6019,5310.038,39.176,0,0,87.9272,946.435,0,35.556,9.769,66.604,0,0,0,42.65,0,0,0,0,488.214
MADHYA_PRADESH,1972,2282,3140.9,614.2,1743.5,144.7,137.3,337.668,291.8,138.631,1.1,1107.7,417.363,0,61.8,0,59.2,663.2,0,0,0
BIHAR,1972,2634.993,4464.499,719.008,0,0,475.185,778.551,3.423,120.404,5.363,133.622,126.602,62.551,7.016,43.601,0,0,0,0,123.75162
MAHARASHTRA,1972,250.6,755.8,16.3,1313.7,225.7,1449,0,207.6,81.2,4.2,48.6,436.3,0,24.4,0,188.7,180.2,0,0,0
TAMIL_NADU,1972,0,5569.2,16.4,523.3,256.9,1211.26,0,1035.09,0,20.74,5.07,77.932,0,37.16,0,58.85,192.13,0,0,0
ORISSA,1972,131.702,3983.12,54.897,11.176,1.468,191.139,35.87,105.457,0,12.051,11.276,25.328,139.35,38.393,30.038,0.67,0,0,0,41.5584
GUJARAT,1972,555.4,256.3,274.3,238.1,848.2,209.4,0,378.6,18.6,118,25.3,206.865,0,24.7,23.8,292.7,35.5,0,0,0
KARNATAKA,1972,112.6,1931.4,219.7,1241.2,137.3,902.64,0,441.31,0,17.52,16.14,181.318,0,0,0,109.32,91.17,0,0,0
GUJARAT,1973,836,472.2,212.1,529.5,1487.2,304.5,0,1341.2,45.3,116,66.5,206.865,0,35.1,41.8,312.6,41.4,0,0,0
TAMIL_NADU,1973,0,5558.2,19.4,575.7,340.5,1818.29,0,1207.9,0,18.62,6.96,77.932,0,38.38,0,80.69,197.83,0,0,0
HARYANA,1973,1761.016,536.998,170,48.843,513.063,598.629,156.2,12.193,133,0.396,402.82,27.958,0,3.129,47.646,76.716,31.138,0,0,0
ORISSA,1973,82.756,4404.36,68.812,16.688,1.367,240.633,41.538,137.708,0,12.965,14.083,26.983,576.858,47.027,34.506,1.098,0,0,0,72.20214
MAHARASHTRA,1973,546.9,1634.9,42.3,2819.3,849.9,1543.5,0,565.7,197.3,5.5,128.7,436.3,0,27.8,0,188.1,322.3,0,0,0
PUNJAB,1973,4679,1172,668,1.459,120.307,529,258.2,143.069,75.886,0.113,262,34.733,0,5.838,98.235,196.776,26.829,0,0,0
MADHYA_PRADESH,1973,2537.1,3606.9,439.9,1173.6,212.3,151.3,337.668,210.3,138.631,1.2,1056.3,417.363,0,56.2,0,30.21,511.2,0,0,0
RAJASTHAN,1973,1791,118,344,390,2187,183.8,0,141,596,3.2,715,7.411,0,59,111,51.1,14,0,0,0
WEST_BENGAL,1973,291.5414,5456.226,44.5,0,0,112.329,964.769,0,47.102,10.363,54.001,0,0,0,44.3989,0,0,0,0,661.14
KARNATAKA,1973,208,2158.8,324.5,2041.8,341.4,938.95,0,694.56,0,25.57,74.02,181.318,0,0,0,127.36,164.61,0,0,0
UTTAR_PRADESH,1973,5629.879,3704.251,1087.395,471.954,561.487,6077.2475,1695.439,286.397,1120.768,0,1044.122,762.109,0,21.3021351,126.0638628,0,509.331,0,0,13.77396
BIHAR,1973,1447.239,4157.474,994.321,0,0,641.143,840.181,3.08,106.83,5.986,114.283,75.857,86.47,6.188,43.27,0,0,0,0,151.50816
ANDHRA_PRADESH,1973,13.4,4815,418,1286,347.1,955.71,0,1365.78,0,207.52,19.73,67.234,0,34.89,0,58.98,350.93,0,0,0
ORISSA,1974,77.951,3165.96,74.324,14.019,1.625,275,47.24,134.79,0,11.088,14.709,27.677,122.864,46.399,33.768,2.282,0,0,0,59.98392
MADHYA_PRADESH,1974,2350.2,2410.8,525,1866.8,88.1,200,337.668,298.2,138.631,0.9,1142.6,417.363,0,50.5,0,71.9,620,0,0,0
PUNJAB,1974,5233,1168,827,1.924,190.058,535,410.3,130.857,164,0.113,165,34.733,0,7.263,122.4,190.8318,20.583,0,0,0
RAJASTHAN,1974,1816,100,472,307,424,206.2,0,177,881,2.9,794,7.411,0,22,258,57.7,6,0,0,0
GUJARAT,1974,645.7,213.6,214.7,321.2,446,264.9,0,484.5,30,86.1,16.1,206.865,0,21.5,42.3,274.8,38.4,0,0,0
BIHAR,1974,1755.563,4548.831,672.277,0,0,555.859,948.535,5.244,123.675,7.42,156.739,88.294,67.68,6.103,48.196,0,0,0,0,89.69508
ANDHRA_PRADESH,1974,17.8,4870.5,479.7,1564.9,306.2,1010.11,0,1399.38,0,141.49,27.41,67.234,0,40.27,0,71.9,382.16,0,0,0
WEST_BENGAL,1974,395.6828,6223.341,49.415,0,0,141.2102,1353.405,0,35.604,8.77,56.072,0,0,0,40.2629,0,0,0,0,436.84506
HARYANA,1974,1900.632,390.623,177,35.644,174.1,600.127,302.1,18.25,233,0.425,311,27.958,0,2.043,130.097,68.629,28.934,0,0,0
TAMIL_NADU,1974,0,3574.5,11.7,406.5,215.1,1459.26,0,813.51,0,5.96,4.84,77.932,0,22.5,0,46.6,109.79,0,0,0
UTTAR_PRADESH,1974,6766.003,3285.698,827.623,393.057,491.89,6546.5187,2110.876,351.273,1273.443,0,999.546,762.109,0,26.0552752,217.5137257,0,488.1,0,0,13.6179
KARNATAKA,1974,259.3,1871,250.7,1759.3,270,957.67,0,734.84,0,19.78,74.87,181.318,0,0,0,156.89,168.39,0,0,0
MAHARASHTRA,1974,754.2,1462.3,38.7,3666.9,591.9,2032.7,0,589.5,176.6,5,143.6,436.3,0,39,0,286.3,377.2,0,0,0
WEST_BENGAL,1975,511.015,6471.745,60.045,0,0,124.9203,1292.672,0,40.903,10.518,79.063,0,0,0,39.3907,0,0,0,0,449.99514
ANDHRA_PRADESH,1975,21.7,5595.2,496.2,1016.3,350,927.78,0,1114.2,0,110.81,35.67,67.234,0,22.25,0,40.61,376.53,0,0,0
RAJASTHAN,1975,2288.1,222.3,782.2,186.8,1124.9,152.56,0,172.3,1003.1,3.9,1496.1,7.411,0,64.7,127.1,72.5,24.6,0,0,0
MADHYA_PRADESH,1975,2748,3832.3,734.1,1345.4,119.4,246.5,337.668,406.7,138.631,1.45,1225.2,417.363,0,53.1,0,45.92,758.4,0,0,0
GUJARAT,1975,982.5,596.7,553.5,609.5,1282.1,230.3,0,2190.4,53,142.2,56.1,206.865,0,47.6,39,316.6,48.1,0,0,0
TAMIL_NADU,1975,0.6,5202.9,26.5,715.7,329.4,1312.1,0,1053.2,0,18.8,4.5,77.932,0,31,0,43.06,123.2,0,0,0
UTTAR_PRADESH,1975,7807.843,3285.698,970.487,444.979,727.705,6546.5187,2608.597,351.273,1335.424,0,1232.759,762.109,0,8.011,172.459,0,488.1,0,0,8.45874
ORISSA,1975,107.437,4531.77,116.819,15.625,2.67,297.38,60.1,134.654,0,11.027,14.939,31.427,172.747,50.491,44.718,3.986,0,0,0,52.28568
HARYANA,1975,2353.669,587.126,210,28.809,504,670.854,225.3,21.624,205,0.663,798,27.958,0,2.655,51.001,70.992,28.934,0,0,0
KARNATAKA,1975,277.9,2164.2,378.1,1570.2,281.6,1023.25,0,657.2,0,21.13,80.14,181.318,0,48.3,0,85.9,1510.38,0,0,0
BIHAR,1975,2300.04,4836.866,786.428,0,0,490.654,1404.117,6.309,108.454,11.711,134.765,74.792,71.981,7.443,54.69,0,0,0,0,100.53108
PUNJAB,1975,5682,1435,765,2.2,147.846,545,432.8,165.07,116.026,0.171,283,34.733,0,6.98,63,197.8902,20.583,0,0,0
MAHARASHTRA,1975,1199.1,2281.8,86.3,3466.2,560,2207.8,0,692.5,188.1,4.9,180.5,436.3,0,31.4,0,139,407.8,0,0,0
UTTAR_PRADESH,1976,8545.4,4132.11,1046.6,491.8,769.7,6294.0126,2235.71,232.704,1134.532,11.918,1334.048,762.109,0,4.673,114.484,2.136,515.0000032,0,0,12.65166
BIHAR,1976,2409,4752.8,738,0,0,419.2,1348,6.443,100,12.977,141,62.006,96.067,6.904,47.399,0,0,0,0,101.91042
ORISSA,1976,98.365,3217.72,103.128,18.943,2.788,276.98,46.21,118.99,0,6.873,12.255,17.616,138.328,43.48,26.19,4.984,0,0,0,72.80496
HARYANA,1976,2517.9,785,121,31.7,481,474,103.2,10.3,104,0,454,27.958,0,1.1,42,40.63,23.5000001,0,0,0
ANDHRA_PRADESH,1976,13.8,4389.4,301.1,1030.7,237.1,949.01,0,576.14,0,109.69,24.12,67.234,0,19.06,0,44.3,323.75,0,0,0
KARNATAKA,1976,188.4,1475.7,331,1194.5,229.2,958.44,0,346.9,0,26.71,66.18,181.318,0,24.16,0,92.05,369.35,0,0,0
GUJARAT,1976,863,564.9,236.6,643.2,1131.4,517,0,2074.4,41.5,207.5,53.5,206.865,0,32.8,92.6,317,94.3,0,0,0
MADHYA_PRADESH,1976,2334.7,2786.6,736.3,1278.5,122.8,227.8,337.668,324.6,138.631,1.7,1047.5,417.363,0,37.7,0,47.17,549,0,0,0
MAHARASHTRA,1976,912.7,1990.4,112.8,4630.4,657.6,2444.6,0,582.8,169.2,7.3,131.7,436.3,0,31,0,150.8,294,0,0,0
WEST_BENGAL,1976,533.6354,5607.965,55.721,0,0,115.3929,1376.746,0,26.193,14.938,68.286,0,0,0,25.3867,0,0,0,0,581.84604
TAMIL_NADU,1976,0,4214.6,20.5,793.8,460.5,1636.2,0,785.1,0,26.9,6.9,77.932,0,38.9,0,59.09,172,0,0,0
PUNJAB,1976,6150,1727,594,3.62,401,533,557,140,59,0.1,241,34.733,0,6.7,33,131.24,40.9999988,0,0,0
RAJASTHAN,1976,2295.1,213,580,357.9,1321.2,198.92,0,156.6,689.6,5.4,1364.7,7.411,0,59.3,101.7,62.6,17.2,0,0,0
GUJARAT,1977,961.9,723.8,134,558.4,967.4,676.2,0,1859.4,42.7,191.7,42.4,206.865,0,25.3,104.9,366.5,60.6,0,0,0
ORISSA,1977,127.598,4319.22,114.097,23.163,3.109,260,47.77,144.719,0,7.111,16.589,30.504,185.648,64.753,48.364,6.676,0,0,0,75.663
ANDHRA_PRADESH,1977,11.9,4699.8,472.2,1427.3,377.6,1175.12,0,1017.59,0,242.15,21,67.234,0,25.03,0,36.9,306.11,0,0,0
TAMIL_NADU,1977,0.6,5705.5,19.2,719.2,382.6,1651.5,0,1149.9,0,16.7,3.5,77.932,0,54.9,0,91.59,187.3,0,0,0
PUNJAB,1977,6505,2435,647,3.25,119,560,674,132,49,0.1,255,34.733,0,3.1,57,143.99,40.9999988,0,0,0
RAJASTHAN,1977,2608.4,235.8,515.8,279.1,803.8,282.54,0,174,660,2.8,1489.8,7.411,0,49.9,160.2,81.5,10.4,0,0,0
MADHYA_PRADESH,1977,3100.2,4406.4,571.3,1457.2,92.4,168.8,337.668,247,138.631,1.44,906.7,417.363,0,42.3,0,50.65,667.6,0,0,0
HARYANA,1977,2629,921,92,18,217.9,585,104.3,9.3,104,0,456,27.958,0,1.1,57,39.27,23.5000001,0,0,0
MAHARASHTRA,1977,979.9,2351.4,87.5,5079.9,605.7,2742.2,0,580.9,161,7.3,131.1,436.3,0,40.9,0,221.4,331.8,0,0,0
BIHAR,1977,2503,5496.2,950,0,0,522.5,1341,6.443,88,12.212,122,62.006,119.132,5.118,47.399,0,0,0,0,139.671
KARNATAKA,1977,234.5,2321.1,413.2,1624.5,309.1,1238.12,0,550.1,0,35.37,65.73,181.318,0,50.34,0,75.15,560.03,0,0,0
WEST_BENGAL,1977,519.7746,7230.09,50.978,0,0,134.6764,1603.718,0,32.529,14.288,79.151,0,0,0,42.8965,0,0,0,0,539.442
UTTAR_PRADESH,1977,9301.4,4864.7,906.1,528.4,647.1,7410.1412,2945.771,243.987,1302.835,10.614,1203.488,762.109,0,7.133,163.08,2.166,464.000005,0,0,12.87936
HARYANA,1978,3114.1,1154,69,24,303,474,167.2,10.6,119,0,496,27.958,0,0.6,55,51.34,23.5000001,0,0,0
RAJASTHAN,1978,2872.6,233.4,783.9,324,1148.3,219.22,0,238,547.6,2.5,1637.2,7.411,0,75.2,204.2,102.6,14.1,0,0,0
UTTAR_PRADESH,1978,10780.3,5719.5,756.9,502.4,576.7,6037.4468,4205.734,180.647,954.999,10.024,1208.698,762.109,0,4.823,161.215,2.527,461.999993,0,0,17.25696
WEST_BENGAL,1978,441.9936,5985.916,56.674,0,0,116.0105,2246.413,0,26.886,12.73,64.985,0,0,0,46.6065,0,0,0,0,653.526
MAHARASHTRA,1978,927.8,2210.1,112.7,4801.8,550.5,2579.5,0,486.7,189.6,6.4,148.2,436.3,0,45.8,0,236.7,389.4,0,0,0
TAMIL_NADU,1978,0.6,5608.8,23.1,634.8,454.4,1861.3,0,1028.2,0,19,5.4,77.932,0,46.5,0,97.44,213.6,0,0,0
ANDHRA_PRADESH,1978,12.8,6315.2,357.9,1271.1,356.8,859.09,0,1154.22,0,157.45,15.74,67.234,0,20.15,0,59.08,385.31,0,0,0
KARNATAKA,1978,227.4,2054.6,429.1,1590,315.5,1119.69,0,601.7,0,29.43,67.8,181.318,0,42,0,92.53,585.23,0,0,0
GUJARAT,1978,1184.3,534.5,244.3,567.4,1550.9,328.7,0,1785.7,39.1,153.6,59,206.865,0,30.4,51,374.1,74.4,0,0,0
BIHAR,1978,2503,5485,979,0,0,356.9,1131,6.312,94,9.581,135,32.739,119.178,5.364,41.425,0,0,0,0,149.72922
MADHYA_PRADESH,1978,3520.5,3491.1,596.6,1276.9,118.6,179,337.668,219.6,138.631,0.9,1001.4,417.363,0,29,0,50.14,581.6,0,0,0
ORISSA,1978,113.015,4401.87,121.091,24.416,4.049,280.97,61.157,191.755,0,9.646,23.385,36.029,209.435,79.965,68.419,7.317,0,0,0,79.011
PUNJAB,1978,7225,3032,644,2.91,93,521,1008,106,46,0.1,229,34.733,0,3.6,51,149.77,40.9999988,0,0,0
TAMIL_NADU,1979,0,5488.7,25.2,606,324.1,1539.4,0,920.0000056,0,19,5.2,77.932,0,42.9999995,0,65.5000007,147.9999992,0,0,0
MAHARASHTRA,1979,100.8,1827.2,116.1,5458.2,607.1,1981.8999,0,841.0000124,5.6999999,7.1,172.9999988,436.3,0,47.9999998,0,288.4999986,452.9999969,0,0,0
BIHAR,1979,1882,3596,786,0,0,391.6,1033,2.405,69,10.043,111,75.226,79.293,4.114,36.629,0,0,0,0,174.37752
PUNJAB,1979,7371,3004,614,2.54,47,316,688,78,60,0,127,34.733,0,3.5,65,138.04,40.9999988,0,0,0
HARYANA,1979,3022,888,49,27.3,224,269,99.6,6.7,85,0,166,27.958,0,0.5,36,54.57,23.5000001,0,0,0
GUJARAT,1979,1100.1,437.2,138.6,557.4,1331.7,319.2,0,1645.999994,15.0999995,174.9999964,31.0000006,206.865,0,32.9999998,50.0000002,303.4999994,75.0000017,0,0,0
MADHYA_PRADESH,1979,2151.9,1816.4,538.1,1157.7,35.3,111.1996,337.668,341.9999961,138.631,0.5000004,924.0000023,417.363,0,14.9999998,0,43.0000002,453.999999,0,0,0
WEST_BENGAL,1979,504.9274,5773.014,55.914,0,0,71.4251,1992.566,0,29.024,11.491,72.292,0,0,0,53.3884,0,0,0,0,608.706
KARNATAKA,1979,246.1,2231.1,448,1665.9,246,967.0001,0,662.000003,0,27.0000001,74.0999986,181.318,0,33.9999996,0,125.4999997,333.9999984,0,0,0
ANDHRA_PRADESH,1979,10,5253,393,1644,296,719.3606,0,805.993173,0,128.0551464,19.0636651,67.234,0,20.4943042,0,76.4741111,257.953907,0,0,0
UTTAR_PRADESH,1979,9481.7,2352.3,929.4,155.1,358.2,4978.0481,3036.366,95.949,737.908,13.573,662.525,762.109,0,1.828,88.225,6.261,323.9999986,0,0,16.0983
RAJASTHAN,1979,2696,100.2,779.3,378.4,1163.1,115.9997,0,94.9999998,488.9999979,2.7,749.9999922,7.411,0,11.9999999,149.0000014,82.4999995,89.0000004,0,0,0
ORISSA,1979,82.338,2962.74,80.886,12.782,3.748,285.3,44.043,122.683,0,8.641,16.999,30.539,148.388,47.512,39.265,4.995,0,0,0,57.6
ANDHRA_PRADESH,1980,7.8,6011,718,1076,337,858.757,0,532.6909325,0,135.4906086,13.574128,67.234,0,25.4129372,0,127.4568552,352.8335023,0,0.684,0
PUNJAB,1980,7516,3162,567,2.12,84,337,695,102,95,0.082,124,34.733,0,6.1,60,141.27,40.9999988,0,0,0
ORISSA,1980,123.915,4300.82,174.268,23.963,6.385,306,64.21,230.997,0,11.322,26.244,42.594,278.294,73.807,72.356,4.015,0,0,0.53,55.8
KARNATAKA,1980,173.7,3386.4,381.3,1506.2,192.1,1242.0999,0,423.0000022,0,34.0000006,57.6000006,181.318,0,39.9999995,0,80.0000011,279.9999974,0,17.873,0
TAMIL_NADU,1980,0.4,4279,20.1,450.5,263.8,1857,0,884.9999875,0,23.0000006,6.5999998,77.932,0,32.9999999,0,50.9999993,111.0000004,0,2.25,0
MAHARASHTRA,1980,93.4,2350,125.4,4427.5,759.9,2359.1001,0,744.0000089,5.6999999,7.1,149.9999998,436.3,0,36.0000003,0,215.9999971,321.0000002,0,37,0
UTTAR_PRADESH,1980,12866.7,5287.9,899.3,400.8,717.8,6146.1718,4016.721,244.449,981.459,19.842,1445.317,762.109,0,3.25,219.521,4.995,479.0000031,0,4.342,15.66432
RAJASTHAN,1980,2390,150,784.8,340.4,1163.7,116.3999,0,164.0000013,521.0000011,2.5,853.9999833,7.411,0,33.9999995,249.0000015,66.0000004,302.9999982,0,0.216,0
MADHYA_PRADESH,1980,3149.9,4043.3,709.8,1841.2,120.7,107.2002,337.668,334.999998,138.631,0.9999999,1063.000005,417.363,0,39.0000003,0,45.5000007,643.9999987,0,0,0
HARYANA,1980,3171,1162,82,44.4,408.5,282,117.3,6.7,126,0,210,27.958,0,0.5,36,62.9,23.5000001,0,0,0
WEST_BENGAL,1980,361.5507,7461.571,55.738,0,0,86.6751,1971.508,0,30.285,17.508,55.514,0,0,0,79.3368,0,0,0,0.405,689.346
BIHAR,1980,2312,5439,869,0,0,348.2,1064,5.009,89,0,142,88.831,114.184,6.241,38.798,0,0,0,0.191,124.4313
GUJARAT,1980,1297.6,560.9,403.1,583,1221.9,443.5,0,1458.000043,15.5999995,185.0000036,46.9999988,206.865,0,26.0000004,54.9999973,291.499999,78.0000006,0,0,0
MADHYA_PRADESH,1981,3216.7,3830.9,767.7,1857.1,79.2,121.0002,337.668,326.000001,138.631,0.7000002,1361.999982,417.363,0,50.0000002,0,56.5000006,629.0000035,0,0,0
RAJASTHAN,1981,2933,138.6,755.3,407.7,803.9,143.7,0,158.0000038,582.9999957,2.4,1256.999988,7.411,0,49.9999989,459.0000065,72.5000032,264.0000022,6.533,0.424,0
PUNJAB,1981,8390,3703,562,1.8,60,545,695,87,123,0.048,93,34.733,0,6,60,155.21,40.9999988,0,0,0
GUJARAT,1981,1288.2,736.7,396.2,563.6,1473.1,502.3002,0,1899.000007,15.3999995,210.0000012,69.9999994,206.865,0,39.9999998,79.0000032,356.4999975,98.9999999,0,0,0
BIHAR,1981,2199,4270,792,0,0,419.4,1232,3.644,81,10.759,137,86.46,91.905,5.251,41.619,0,0,0,0.319,150.11244
ORISSA,1981,125.962,3852.98,171.398,33.608,6.568,314.418,66.426,297.849,0,10.473,28.043,73.385,244.406,79.295,72.4,5.706,0,0,0.429,73.8
