STATENAM,YEAR,CROP,AREA,PRICE,PROD,YIELD,ANN_RAIN,AVG_TEMP
ANDHRA_PRADESH,1956,BAJRA,605.3,25.79473684,296.6,605.3,912.6191583,27.21991875
ANDHRA_PRADESH,1957,BAJRA,587.7,30.52105263,324.6,587.7,621.3522543,27.21991875
ANDHRA_PRADESH,1958,BAJRA,650.5,32.72105263,345.4,650.5,917.2996856,27.21991875
ANDHRA_PRADESH,1959,BAJRA,630.1,33.97894737,315.1,630.1,745.3049834,27.21991875
ANDHRA_PRADESH,1960,BAJRA,616.4,36.4,296.3,616.4,743.8503734,27.21991875
ANDHRA_PRADESH,1961,BAJRA,648,37.86842105,370,648,787.7,27.21991875
ANDHRA_PRADESH,1962,BAJRA,609.7,35.15789474,349.9,609.7,1032.4,27.21991875
ANDHRA_PRADESH,1963,BAJRA,587.1,38.17368421,332.1,587.1,827.5607743,27.21991875
ANDHRA_PRADESH,1964,BAJRA,595.5,53.67894737,285.7,595.5,703.4022157,27.21991875
ANDHRA_PRADESH,1965,BAJRA,528.7,57.02631579,240.3,528.7,575.8110503,27.21991875
ANDHRA_PRADESH,1966,BAJRA,653.9,54.19473684,362.8,653.9,856.4276783,27.21991875
ANDHRA_PRADESH,1967,BAJRA,587.3,60.81052632,290.1,587.3,611.72556,27.21991875
ANDHRA_PRADESH,1968,BAJRA,586.4,57.08421053,244.8,586.4,625.6,27.21991875
ANDHRA_PRADESH,1969,BAJRA,587.8,55.77368421,284.4,587.8,761.2918916,27.21991875
ANDHRA_PRADESH,1970,BAJRA,577.7,54.39473684,298.2,577.7,791.2770884,27.21991875
ANDHRA_PRADESH,1971,BAJRA,521,70.72105263,227.6,521,677.733019,27.21991875
ANDHRA_PRADESH,1972,BAJRA,505.1,83.62631579,179.3,505.1,701.1989933,27.21991875
ANDHRA_PRADESH,1973,BAJRA,581.6,86.74736842,347.1,581.6,690.2937724,27.21991875
ANDHRA_PRADESH,1974,BAJRA,575.6,134.8736842,306.2,575.6,529.793458,27.21991875
ANDHRA_PRADESH,1975,BAJRA,620.7,86.51578947,350,620.7,894.5663523,27.21991875
ANDHRA_PRADESH,1976,BAJRA,561.6,84.33333333,237.1,561.6,722.8695318,27.21991875
ANDHRA_PRADESH,1977,BAJRA,567.3,96.85789474,377.6,567.3,774.8415184,27.21991875
ANDHRA_PRADESH,1978,BAJRA,566.8,79.11052632,356.8,566.8,905.4666667,27.21991875
ANDHRA_PRADESH,1979,BAJRA,454,88.00526316,296,454,769.1,27.21991875
ANDHRA_PRADESH,1980,BAJRA,514,98.12105263,337,514,566.1918916,27.21991875
ANDHRA_PRADESH,1981,BAJRA,544,111.7157895,445,544,827.1503734,27.21991875
ANDHRA_PRADESH,1982,BAJRA,492.2,141.94,259.2,492.2,558.2412247,27.21991875
ANDHRA_PRADESH,1983,BAJRA,487.3,129,350.1,487.3,992.2830366,27.21991875
ANDHRA_PRADESH,1984,BAJRA,348.7,126.81,186.8,348.7,607.9666667,27.21991875
ANDHRA_PRADESH,1985,BAJRA,328.9,141.13,198.6,328.9,588.7837067,27.21991875
ANDHRA_PRADESH,1986,BAJRA,285.2,154,159.6,285.2,666.1191584,27.21991875
ANDHRA_PRADESH,1987,BAJRA,290.6,168,152.9,290.6,#N/A,27.21991875
BIHAR,1956,BAJRA,0,0,0,0,970.8,24.94105705
BIHAR,1957,BAJRA,0,0,0,0,999.733151,24.94105705
BIHAR,1958,BAJRA,0,0,0,0,1163.3,24.94105705
BIHAR,1959,BAJRA,0,0,0,0,1213.433151,24.94105705
BIHAR,1960,BAJRA,0,0,0,0,1217.799057,24.94105705
BIHAR,1961,BAJRA,0,0,0,0,1248.7,24.94105705
BIHAR,1962,BAJRA,0,0,0,0,1193.733151,24.94105705
BIHAR,1963,BAJRA,0,0,0,0,1326.1,24.94105705
BIHAR,1964,BAJRA,0,0,0,0,1135.899057,24.94105705
BIHAR,1965,BAJRA,0,0,0,0,732.8,24.94105705
BIHAR,1966,BAJRA,0,0,0,0,497,24.94105705
BIHAR,1967,BAJRA,0,0,0,0,891.8,24.94105705
BIHAR,1968,BAJRA,0,0,0,0,1173.733151,24.94105705
BIHAR,1969,BAJRA,0,0,0,0,1270.5,24.94105705
BIHAR,1970,BAJRA,0,0,0,0,1088.199057,24.94105705
BIHAR,1971,BAJRA,0,0,0,0,1176.099057,24.94105705
BIHAR,1972,BAJRA,0,0,0,0,551.499057,24.94105705
BIHAR,1973,BAJRA,0,0,0,0,995.699057,24.94105705
BIHAR,1974,BAJRA,0,0,0,0,1235,24.94105705
BIHAR,1975,BAJRA,0,82.70526316,0,0,758.532208,24.94105705
BIHAR,1976,BAJRA,0,92.73,0,0,1091.3,24.94105705
BIHAR,1977,BAJRA,0,0,0,0,1043.3,24.94105705
BIHAR,1978,BAJRA,0,0,0,0,1119.8,24.94105705
BIHAR,1979,BAJRA,0,0,0,0,911.7,24.94105705
BIHAR,1980,BAJRA,0,0,0,0,865,24.94105705
BIHAR,1981,BAJRA,0,0,0,0,758.2,24.94105705
BIHAR,1982,BAJRA,0,0,0,0,780.6,24.94105705
BIHAR,1983,BAJRA,0,0,0,0,851.833151,24.94105705
BIHAR,1984,BAJRA,0,0,0,0,1433.6,24.94105705
BIHAR,1985,BAJRA,0,0,0,0,1457.2,24.94105705
BIHAR,1986,BAJRA,0,0,0,0,1322.7,24.94105705
BIHAR,1987,BAJRA,0,0,0,0,#N/A,24.94105705
GUJARAT,1956,BAJRA,1789.4,42.46111111,431.4,1789.4,1298.38203,26.31390245
GUJARAT,1957,BAJRA,1667.1,40.56666667,586.2,1667.1,686.443028,26.31390245
GUJARAT,1958,BAJRA,1657.9,40.94444444,705.6,1657.9,739.72556,26.31390245
GUJARAT,1959,BAJRA,1354,38.41666667,262.6,1354,1575.30759,26.31390245
GUJARAT,1960,BAJRA,1434.9,44.95555556,472.9,1434.9,335.276179,26.31390245
GUJARAT,1961,BAJRA,1439.4,43.32222222,541.5,1439.4,996.298555,26.31390245
GUJARAT,1962,BAJRA,1450.2,44.10555556,538,1450.2,845.005497,26.31390245
GUJARAT,1963,BAJRA,1440,50.44444444,774.3,1440,1005.32556,26.31390245
GUJARAT,1964,BAJRA,1483.1,64.21666667,888.3,1483.1,859.19956,26.31390245
GUJARAT,1965,BAJRA,1651.3,74.62777778,780.3,1651.3,664.62556,26.31390245
GUJARAT,1966,BAJRA,1775.7,50,753.9,1775.7,561.443028,26.31390245
GUJARAT,1967,BAJRA,1867,80.54444444,1237.2,1867,332.783266,26.31390245
GUJARAT,1968,BAJRA,1840.9,81.60555556,773.2,1840.9,439.449676,26.31390245
GUJARAT,1969,BAJRA,2019.6,77.74444444,1346.4,2019.6,846.940128,26.31390245
GUJARAT,1970,BAJRA,2111,59.56111111,1799.1,2111,1408.032208,26.31390245
GUJARAT,1971,BAJRA,1810.9,67.38888889,1320.2,1810.9,451.214238,26.31390245
GUJARAT,1972,BAJRA,1933.6,106.6611111,848.2,1933.6,586.507151,26.31390245
GUJARAT,1973,BAJRA,2148.7,121.9944444,1487.2,2148.7,925.550619,26.31390245
GUJARAT,1974,BAJRA,1528.7,171.7,446,1528.7,394.840741,26.31390245
GUJARAT,1975,BAJRA,1864.5,107.5277778,1282.1,1864.5,1266.999791,26.31390245
GUJARAT,1976,BAJRA,1456.7,97.08421053,1131.4,1456.7,1363.49956,26.31390245
GUJARAT,1977,BAJRA,1417.9,116.5055556,967.4,1417.9,903.599057,26.31390245
GUJARAT,1978,BAJRA,1459.3,114.85,1550.9,1459.3,969.48203,26.31390245
GUJARAT,1979,BAJRA,1256.5,126.9833333,1331.7,1256.5,539.274943,26.31390245
GUJARAT,1980,BAJRA,1380,150.2111111,1221.9,1380,633.300503,26.31390245
GUJARAT,1981,BAJRA,1433.3,150.6222222,1473.1,1433.3,398.924617,26.31390245
GUJARAT,1982,BAJRA,1394.5,159.1888889,1177.6,1394.5,767.999057,26.31390245
GUJARAT,1983,BAJRA,1436.6,144,1607.3,1436.6,500.215243,26.31390245
GUJARAT,1984,BAJRA,1372.6,161.21,1535.3,1372.6,968.809363,26.31390245
GUJARAT,1985,BAJRA,1315.5,227.3,634.9,1315.5,436.640741,26.31390245
GUJARAT,1986,BAJRA,1274.4,211,1026.9,1274.4,556.86664,26.31390245
GUJARAT,1987,BAJRA,781.4,229,346.1,781.4,#N/A,26.31390245
HARYANA,1956,BAJRA,791.602,34.91,179.028,791.602,397.5,23.09893006
HARYANA,1957,BAJRA,763.883,31.265,213.371,763.883,518.7,23.09893006
HARYANA,1958,BAJRA,803.019,36.40666667,213.372,803.019,667.8,23.09893006
HARYANA,1959,BAJRA,714.755,34.85333333,233.488,714.755,313.5,23.09893006
HARYANA,1960,BAJRA,753.325,36.44666667,211.846,753.325,461.158711,23.09893006
HARYANA,1961,BAJRA,713.913,36.83833333,242.226,713.913,627,23.09893006
HARYANA,1962,BAJRA,670.397,34.2,248.933,670.397,333.755382,23.09893006
HARYANA,1963,BAJRA,634.61,46.69166667,232.675,634.61,213.855382,23.09893006
HARYANA,1964,BAJRA,744.3,50.07833333,269.9,744.3,719,23.09893006
HARYANA,1965,BAJRA,728.156,54.22333333,190.042,728.156,379.6,23.09893006
HARYANA,1966,BAJRA,839.52,62.25076923,343.079,839.52,707.9,23.09893006
HARYANA,1967,BAJRA,826.85,72.62666667,407.11,826.85,850.524555,23.09893006
HARYANA,1968,BAJRA,819.49,71.03166667,205.108,819.49,424.050619,23.09893006
HARYANA,1969,BAJRA,865.06,68.56833333,476.126,865.06,496.699057,23.09893006
HARYANA,1970,BAJRA,808.2,54.46,749.129,808.2,330.549676,23.09893006
HARYANA,1971,BAJRA,803.14,64.47666667,567.09,803.14,550.999057,23.09893006
HARYANA,1972,BAJRA,1114.433,101.7516667,489.527,1114.433,432,23.09893006
HARYANA,1973,BAJRA,861.4,105.38,513.063,861.4,444.133151,23.09893006
HARYANA,1974,BAJRA,833.6,143.66,174.1,833.6,417.333151,23.09893006
HARYANA,1975,BAJRA,848.1,86.31923077,504,848.1,489.832208,23.09893006
HARYANA,1976,BAJRA,852.9,90.56076923,481,852.9,725.9,23.09893006
HARYANA,1977,BAJRA,799.2,95,217.9,799.2,641.3,23.09893006
HARYANA,1978,BAJRA,781.5,89.16666667,303,781.5,374.3,23.09893006
HARYANA,1979,BAJRA,733.9,118.3333333,224,733.9,305.1,23.09893006
HARYANA,1980,BAJRA,797,116.6833333,408.5,797,387.9,23.09893006
HARYANA,1981,BAJRA,770,135.5666667,411,770,488.8,23.09893006
HARYANA,1982,BAJRA,706.6,132.5166667,442.1,706.6,446,23.09893006
HARYANA,1983,BAJRA,753,119.25,478.9,753,750.233151,23.09893006
HARYANA,1984,BAJRA,678,149,418,678,469.633151,23.09893006
HARYANA,1985,BAJRA,592,165,268,592,606.133151,23.09893006
HARYANA,1986,BAJRA,709,173,288,709,361,23.09893006
HARYANA,1987,BAJRA,422,197,85,422,#N/A,23.09893006
KARNATAKA,1956,BAJRA,534.5,29.07894737,112.6,534.5,1429.249703,26.32923414
KARNATAKA,1957,BAJRA,504.2,29.21052632,80.3,504.2,1150.899427,26.32923414
KARNATAKA,1958,BAJRA,517.4,32.9,124.7,517.4,1130.166667,26.32923414
KARNATAKA,1959,BAJRA,490.5,35.87894737,107.2,490.5,1811.31105,26.32923414
KARNATAKA,1960,BAJRA,499.8,36.21052632,128.7,499.8,873.1416157,26.32923414
KARNATAKA,1961,BAJRA,517.6,39.99473684,99.6,517.6,1952.983057,26.32923414
KARNATAKA,1962,BAJRA,526.4,36.76315789,130.6,526.4,919.2415184,26.32923414
KARNATAKA,1963,BAJRA,541.5,39.34210526,173.9,541.5,1321.007871,26.32923414
KARNATAKA,1964,BAJRA,433.8,66.30526316,115.5,433.8,1462.966408,26.32923414
KARNATAKA,1965,BAJRA,499.1,70.68421053,121.6,499.1,919.002865,26.32923414
KARNATAKA,1966,BAJRA,529.4,74.98166667,145.8,529.4,1499.90852,26.32923414
KARNATAKA,1967,BAJRA,499.1,62.24210526,165.5,499.1,1471.092227,26.32923414
KARNATAKA,1968,BAJRA,545.2,56.42631579,153.3,545.2,1052.683372,26.32923414
KARNATAKA,1969,BAJRA,577.8,63.37368421,187.8,577.8,1417.416782,26.32923414
KARNATAKA,1970,BAJRA,562,62.56842105,210.9,562,1420.327127,26.32923414
KARNATAKA,1971,BAJRA,542.2,66.63157895,169.9,542.2,1123.783057,26.32923414
KARNATAKA,1972,BAJRA,395.3,93.00526316,137.3,395.3,1022.257888,26.32923414
KARNATAKA,1973,BAJRA,610.9,94.07368421,341.4,610.9,1548.83594,26.32923414
KARNATAKA,1974,BAJRA,655.2,146.4421053,270,655.2,1802.57432,26.32923414
KARNATAKA,1975,BAJRA,705,126.7016667,281.6,705,1798.041853,26.32923414
KARNATAKA,1976,BAJRA,664.9,92.83157895,229.2,664.9,1284.141595,26.32923414
KARNATAKA,1977,BAJRA,717,95.72105263,309.1,717,1330.590907,26.32923414
KARNATAKA,1978,BAJRA,686.7,74.26842105,315.5,686.7,1681.919158,26.32923414
KARNATAKA,1979,BAJRA,602.8,87.28947368,246,602.8,1559.333333,26.32923414
KARNATAKA,1980,BAJRA,561.07,112.5842105,192.1,561.07,1279.408597,26.32923414
KARNATAKA,1981,BAJRA,635.3,112.4894737,318.2,635.3,1225.31704,26.32923414
KARNATAKA,1982,BAJRA,578.8,116.4,201.3,578.8,1571.191577,26.32923414
KARNATAKA,1983,BAJRA,578.2,128.5736842,287.7,578.2,1464.960921,26.32923414
KARNATAKA,1984,BAJRA,456.036,145.54,180.599,456.036,945.8333335,26.32923414
KARNATAKA,1985,BAJRA,458.656,160.82,216.518,458.656,1398.750373,26.32923414
KARNATAKA,1986,BAJRA,451.807,149,209.404,451.807,1111.366667,26.32923414
KARNATAKA,1987,BAJRA,521.061,158,285.295,521.061,#N/A,26.32923414
MADHYA_PRADESH,1956,BAJRA,172,40.34883721,91.1,172,1286.35,25.66323381
MADHYA_PRADESH,1957,BAJRA,176.2,30.86511628,111.1,176.2,911.2665755,25.66323381
MADHYA_PRADESH,1958,BAJRA,177.7,37.33023256,85.1,177.7,1086.1,25.66323381
MADHYA_PRADESH,1959,BAJRA,163.9,35.28604651,91.5,163.9,1210.449057,25.66323381
MADHYA_PRADESH,1960,BAJRA,174.6,35.31162791,114.5,174.6,971.595931,25.66323381
MADHYA_PRADESH,1961,BAJRA,165.9,36.71395349,66.1,165.9,1516.1,25.66323381
MADHYA_PRADESH,1962,BAJRA,191.5,33.00930233,134.9,191.5,753.15,25.66323381
MADHYA_PRADESH,1963,BAJRA,192.8,35.38837209,141.2,192.8,994.75,25.66323381
MADHYA_PRADESH,1964,BAJRA,194.2,45.98372093,141.7,194.2,909.100367,25.66323381
MADHYA_PRADESH,1965,BAJRA,194.8,52.04883721,166.3,194.8,434.75,25.66323381
MADHYA_PRADESH,1966,BAJRA,247.4,77.832,191.7,247.4,526.15,25.66323381
MADHYA_PRADESH,1967,BAJRA,284.2,68.86511628,149.2,284.2,1193.237838,25.66323381
MADHYA_PRADESH,1968,BAJRA,240.2,62.69534884,104.4,240.2,717.233151,25.66323381
MADHYA_PRADESH,1969,BAJRA,230.5,67.99069767,141.1,230.5,1264.433648,25.66323381
MADHYA_PRADESH,1970,BAJRA,220.9,59.93255814,119.8,220.9,1135.532208,25.66323381
MADHYA_PRADESH,1971,BAJRA,196.8,62.98604651,123.7,196.8,880.6656325,25.66323381
MADHYA_PRADESH,1972,BAJRA,222.9,84.62093023,144.7,222.9,742.2,25.66323381
MADHYA_PRADESH,1973,BAJRA,218.3,105.9953488,212.3,218.3,870.945313,25.66323381
MADHYA_PRADESH,1974,BAJRA,179.8,162.0883721,88.1,179.8,581.9,25.66323381
MADHYA_PRADESH,1975,BAJRA,197,85.53255814,119.4,197,1187.666104,25.66323381
MADHYA_PRADESH,1976,BAJRA,193.1,90.71860465,122.8,193.1,713.15,25.66323381
MADHYA_PRADESH,1977,BAJRA,165.8,117.1930233,92.4,165.8,849.4,25.66323381
MADHYA_PRADESH,1978,BAJRA,176.5,90.32790698,118.6,176.5,936.892624,25.66323381
MADHYA_PRADESH,1979,BAJRA,173.5,124.3976744,35.3,173.5,629.25,25.66323381
MADHYA_PRADESH,1980,BAJRA,198.4,128,120.7,198.4,986.55,25.66323381
MADHYA_PRADESH,1981,BAJRA,173.5,148,79.2,173.5,823.65,25.66323381
MADHYA_PRADESH,1982,BAJRA,173.8,154,102.1,173.8,1021.6,25.66323381
MADHYA_PRADESH,1983,BAJRA,176,124,124.7,176,1044.933151,25.66323381
MADHYA_PRADESH,1984,BAJRA,178.1,120.06,139.5,178.1,670.73325,25.66323381
MADHYA_PRADESH,1985,BAJRA,165.8,161.2,89.9,165.8,896.194988,25.66323381
MADHYA_PRADESH,1986,BAJRA,161.2,153,122.5,161.2,753.65,25.66323381
MADHYA_PRADESH,1987,BAJRA,153.2,178,108.7,153.2,#N/A,25.66323381
MAHARASHTRA,1956,BAJRA,1857.9,40.784,439.5,1857.9,828.8,26.37426219
MAHARASHTRA,1957,BAJRA,1812.8,38.316,507.7,1812.8,663.02556,26.37426219
MAHARASHTRA,1958,BAJRA,1800.7,38.764,461.5,1800.7,975.32556,26.37426219
MAHARASHTRA,1959,BAJRA,1736.2,39.96,489.3,1736.2,961.983035,26.37426219
MAHARASHTRA,1960,BAJRA,1635.1,40.612,480.9,1635.1,897.12556,26.37426219
MAHARASHTRA,1961,BAJRA,1687.6,42.4,425.2,1687.6,881.6,26.37426219
MAHARASHTRA,1962,BAJRA,1644.4,43.812,541.6,1644.4,899,26.37426219
MAHARASHTRA,1963,BAJRA,1704.6,46.036,471.3,1704.6,899.9,26.37426219
MAHARASHTRA,1964,BAJRA,1675.8,72.2,478.2,1675.8,913.450115,26.37426219
MAHARASHTRA,1965,BAJRA,1570.3,99.34,330.3,1570.3,232.6,26.37426219
MAHARASHTRA,1966,BAJRA,1727.5,85.4,404.2,1727.5,837.5,26.37426219
MAHARASHTRA,1967,BAJRA,2026.6,90.096,553.6,2026.6,806.824555,26.37426219
MAHARASHTRA,1968,BAJRA,2034.4,78.176,638.7,2034.4,770,26.37426219
MAHARASHTRA,1969,BAJRA,2122.8,81.248,715,2122.8,581.42556,26.37426219
MAHARASHTRA,1970,BAJRA,2038.7,76.996,814.2,2038.7,738.757768,26.37426219
MAHARASHTRA,1971,BAJRA,1312.3,81.98,263.1,1312.3,662.482323,26.37426219
MAHARASHTRA,1972,BAJRA,1429.4,125.432,225.7,1429.4,461.38203,26.37426219
MAHARASHTRA,1973,BAJRA,2214.5,133.356,849.9,2214.5,892.224555,26.37426219
MAHARASHTRA,1974,BAJRA,1843.8,144.828,591.9,1843.8,702.023612,26.37426219
MAHARASHTRA,1975,BAJRA,1807.5,120.308,560,1807.5,1054.299057,26.37426219
MAHARASHTRA,1976,BAJRA,1729.6,108.56,657.6,1729.6,821.12556,26.37426219
MAHARASHTRA,1977,BAJRA,1643.1,116.292,605.7,1643.1,642.724555,26.37426219
MAHARASHTRA,1978,BAJRA,1598.2,105.676,550.5,1598.2,874.7,26.37426219
MAHARASHTRA,1979,BAJRA,1429.1,113.572,607.1,1429.1,1026.7,26.37426219
MAHARASHTRA,1980,BAJRA,1706.2,140.42,759.9,1706.2,961.350115,26.37426219
MAHARASHTRA,1981,BAJRA,1743.7,136.336,778.6,1743.7,932.02556,26.37426219
MAHARASHTRA,1982,BAJRA,1389.5,118.0666667,444.9,1389.5,765.599057,26.37426219
MAHARASHTRA,1983,BAJRA,1812.5,136.816,908,1812.5,949.874943,26.37426219
MAHARASHTRA,1984,BAJRA,1761.3,148.27,566.2,1761.3,239.8,26.37426219
MAHARASHTRA,1985,BAJRA,1702.8,165.32,419.8,1702.8,579.599057,26.37426219
MAHARASHTRA,1986,BAJRA,1733.7,166,465.2,1733.7,356.3,26.37426219
MAHARASHTRA,1987,BAJRA,1814.9,168,909.6,1814.9,#N/A,26.37426219
ORISSA,1956,BAJRA,4.49,36.11692308,1.111,4.49,1475.999057,26.57164344
ORISSA,1957,BAJRA,4.493,30.67230769,1.839,4.493,1264.099057,26.57164344
ORISSA,1958,BAJRA,3.199,35.35230769,0.806,3.199,1264,26.57164344
ORISSA,1959,BAJRA,4.383,34.41692308,1.499,4.383,1162.8,26.57164344
ORISSA,1960,BAJRA,5.407,34.68153846,1.737,5.407,1476,26.57164344
ORISSA,1961,BAJRA,5.412,36.93076923,1.741,5.412,1585.2,26.57164344
ORISSA,1962,BAJRA,4.949,33.78461538,2.618,4.949,1346.6,26.57164344
ORISSA,1963,BAJRA,4.961,35.29538462,2.153,4.961,752.1,26.57164344
ORISSA,1964,BAJRA,4.433,49.38769231,1.613,4.433,1368.099057,26.57164344
ORISSA,1965,BAJRA,5.242,54.11615385,1.74,5.242,1165.6,26.57164344
ORISSA,1966,BAJRA,4.959,65.74883721,2.422,4.959,701.9,26.57164344
ORISSA,1967,BAJRA,1.944,66.69230769,1.548,1.944,1013.5,26.57164344
ORISSA,1968,BAJRA,1.304,58.02384615,1.273,1.304,1446.1,26.57164344
ORISSA,1969,BAJRA,2.4,62.91153846,1.115,2.4,1211.1,26.57164344
ORISSA,1970,BAJRA,2.985,57.87076923,1.301,2.985,690.2,26.57164344
ORISSA,1971,BAJRA,3.872,65.74692308,1.588,3.872,1095.799057,26.57164344
ORISSA,1972,BAJRA,3.888,83.30153846,1.468,3.888,1299.624555,26.57164344
ORISSA,1973,BAJRA,4.066,97.05846154,1.367,4.066,1141.5,26.57164344
ORISSA,1974,BAJRA,4.926,151.1607692,1.625,4.926,651.223612,26.57164344
ORISSA,1975,BAJRA,5.815,127.3717686,2.67,5.815,1392,26.57164344
ORISSA,1976,BAJRA,6.218,0,2.788,6.218,1081.624555,26.57164344
ORISSA,1977,BAJRA,7.097,108.4915385,3.109,7.097,1432.9,26.57164344
ORISSA,1978,BAJRA,8.206,84.12538462,4.049,8.206,1366.9,26.57164344
ORISSA,1979,BAJRA,8.324,109.3753846,3.748,8.324,780,26.57164344
ORISSA,1980,BAJRA,9.45,114.9792308,6.385,9.45,1183.9,26.57164344
ORISSA,1981,BAJRA,8.299,132.2646154,6.568,8.299,1295.6,26.57164344
ORISSA,1982,BAJRA,8.397,168,6.911,8.397,1200.199057,26.57164344
ORISSA,1983,BAJRA,8.443,126.53,9.462,8.443,1333.1,26.57164344
ORISSA,1984,BAJRA,7.543,122.9053846,8.65,7.543,1141.233151,26.57164344
ORISSA,1985,BAJRA,8.797,152.71,10.141,8.797,936.899057,26.57164344
ORISSA,1986,BAJRA,7.412,153.4230769,6.764,7.412,1289.9,26.57164344
ORISSA,1987,BAJRA,7.45,173.7692308,5.95,7.45,#N/A,26.57164344
PUNJAB,1956,BAJRA,194.038,30.14,64.498,194.038,444.5,21.54220919
PUNJAB,1957,BAJRA,164.248,30.907,70.328,164.248,503.5,21.54220919
PUNJAB,1958,BAJRA,166.211,35.474,59.336,166.211,861.733151,21.54220919
PUNJAB,1959,BAJRA,153.365,33.908,66.348,153.365,483.7,21.54220919
PUNJAB,1960,BAJRA,172.998,33.678,72.953,172.998,622.733151,21.54220919
PUNJAB,1961,BAJRA,167.526,35.063,99.167,167.526,690.1,21.54220919
PUNJAB,1962,BAJRA,169.427,35.617,81.443,169.427,769.4,21.54220919
PUNJAB,1963,BAJRA,135.514,39.196,68.075,135.514,476.1,21.54220919
PUNJAB,1964,BAJRA,160.393,55.062,62.604,160.393,805.988533,21.54220919
PUNJAB,1965,BAJRA,155.645,52.334,81.145,155.645,414.3,21.54220919
PUNJAB,1966,BAJRA,183.804,58.87368421,150.333,183.804,383.833151,21.54220919
PUNJAB,1967,BAJRA,209.042,65.133,208,209.042,680.3,21.54220919
PUNJAB,1968,BAJRA,191.639,65.323,203.5,191.639,509.2,21.54220919
PUNJAB,1969,BAJRA,213.851,68.765,237.967,213.851,391.399057,21.54220919
PUNJAB,1970,BAJRA,209.217,58.505,244.901,209.217,319.932208,21.54220919
PUNJAB,1971,BAJRA,146.823,60.791,171.862,146.823,761.699057,21.54220919
PUNJAB,1972,BAJRA,146.046,116.104,143.568,146.046,453.1,21.54220919
PUNJAB,1973,BAJRA,135.311,104.463,120.307,135.311,623.833151,21.54220919
PUNJAB,1974,BAJRA,182.338,153.424,190.058,182.338,300.033151,21.54220919
PUNJAB,1975,BAJRA,155.624,0,147.846,155.624,456.132208,21.54220919
PUNJAB,1976,BAJRA,154.2,109.8166667,401,154.2,828.333151,21.54220919
PUNJAB,1977,BAJRA,106,110.2,119,106,424.7,21.54220919
PUNJAB,1978,BAJRA,95,102.7,93,95,693.7,21.54220919
PUNJAB,1979,BAJRA,46,110.9,47,46,463.9,21.54220919
PUNJAB,1980,BAJRA,68.5,127,84,68.5,661.7,21.54220919
PUNJAB,1981,BAJRA,61,145,60,61,454.399057,21.54220919
PUNJAB,1982,BAJRA,44,114.9,50,44,571.4,21.54220919
PUNJAB,1983,BAJRA,44,169,54,44,604.733151,21.54220919
PUNJAB,1984,BAJRA,47,165.75,49,47,467.4,21.54220919
PUNJAB,1985,BAJRA,24,192.12,20,24,708,21.54220919
PUNJAB,1986,BAJRA,18,198,20,18,612,21.54220919
PUNJAB,1987,BAJRA,11,225,11,11,#N/A,21.54220919
RAJASTHAN,1956,BAJRA,3770.2,13.8,545.8,3770.2,539.8165755,25.55536993
RAJASTHAN,1957,BAJRA,3847,14.44230769,824.4,3847,327.81278,25.55536993
RAJASTHAN,1958,BAJRA,4001.1,14.55769231,991,4001.1,505.61278,25.55536993
RAJASTHAN,1959,BAJRA,3801.2,14.40769231,967.3,3801.2,382.8495285,25.55536993
RAJASTHAN,1960,BAJRA,4617.4,15.59615385,743.8,4617.4,410.236402,25.55536993
RAJASTHAN,1961,BAJRA,4386,15.01153846,1072.1,4386,597.9787375,25.55536993
RAJASTHAN,1962,BAJRA,4162,36.61230769,956.5,4162,500.955382,25.55536993
RAJASTHAN,1963,BAJRA,4323.3,45.03730769,820.8,4323.3,373.2,25.55536993
RAJASTHAN,1964,BAJRA,4853.1,52.56961538,1271.8,4853.1,416.586946,25.55536993
RAJASTHAN,1965,BAJRA,4880,61.62153846,940,4880,303.0156325,25.55536993
RAJASTHAN,1966,BAJRA,5015,72.36769231,1229,5015,385.937,25.55536993
RAJASTHAN,1967,BAJRA,4891,67.75615385,1423,4891,572.100115,25.55536993
RAJASTHAN,1968,BAJRA,4549,76.96307692,448,4549,374.6414135,25.55536993
RAJASTHAN,1969,BAJRA,4329,77.32884615,801,4329,387.249057,25.55536993
RAJASTHAN,1970,BAJRA,5135,59.07692308,2676,5135,543.082208,25.55536993
RAJASTHAN,1971,BAJRA,5040,57.70153846,1363,5040,538.4656325,25.55536993
RAJASTHAN,1972,BAJRA,5235,92.42307692,864,5235,286.607475,25.55536993
RAJASTHAN,1973,BAJRA,5727,102.05,2187,5727,737.3706225,25.55536993
RAJASTHAN,1974,BAJRA,4220,174.54,424,4220,353.2620035,25.55536993
RAJASTHAN,1975,BAJRA,3605.7,101.9196154,1124.9,3605.7,749.266104,25.55536993
RAJASTHAN,1976,BAJRA,3608.7,95.56384615,1321.2,3608.7,485.699057,25.55536993
RAJASTHAN,1977,BAJRA,4074.2,118.3876923,803.8,4074.2,629.7,25.55536993
RAJASTHAN,1978,BAJRA,4530.6,111.3715385,1148.3,4530.6,451.985248,25.55536993
RAJASTHAN,1979,BAJRA,5034.5,126.0438462,1163.1,5034.5,315.35,25.55536993
RAJASTHAN,1980,BAJRA,5034.7,136.65,1163.7,5034.7,300,25.55536993
RAJASTHAN,1981,BAJRA,4943.9,160.7307692,803.9,4943.9,180.508734,25.55536993
RAJASTHAN,1982,BAJRA,4768.4,152.95,1367,4768.4,431.1,25.55536993
