STATENAM,YEAR,avg(PRICE),avg(PMAIZE),avg(PJOWAR),avg(PBAJRA),avg(PSUGAR),avg(PPOTATO),avg(PGNUT),avg(PGNUT),avg(PBARLEY),avg(PTOBAC),avg(PGRAM),avg(PTUR),avg(PRAGI),avg(PSESAMUM),avg(PRMSEED),avg(PCOTTON),avg(POPULS),avg(PSOY),avg(PSUNFLWR),avg(PJUTE)
PUNJAB,1962,41.043,32.263,38.206,35.617,60.80799999999999,33.665,54.08359999999999,54.08359999999999,31.435999999999996,218.6709,39.689,39.689,35.617,103.68560000000002,74.66300000000001,81.99,39.689,0.0,0.0,0.0
RAJASTHAN,1962,77.50961538461539,30.422307692307694,32.63076923076923,36.61230769230769,69.32115384615385,31.04999999999999,65.63423076923077,65.63423076923077,30.830769230769228,247.19923076923072,38.70769230769231,38.70769230769231,36.61230769230769,95.72307692307689,86.41153846153846,161.92384615384614,34.949999999999996,0.0,0.0,0.0
MADHYA_PRADESH,1963,49.4627906976744,26.653488372093026,32.493023255813945,35.38837209302328,97.27744186046515,40.32999999999998,51.05372093023254,51.05372093023254,36.22000000000002,414.01976744186044,49.94046511627907,49.94046511627907,35.38837209302328,80.4495348837209,72.17000000000004,111.49511627906976,54.69621713953489,0.0,0.0,0.0
WEST_BENGAL,1963,73.66466666666666,32.78207400000001,0.0,0.0,66.83800000000001,40.40333333333333,0.0,0.0,55.760000000000005,287.06363000000005,71.91533333333334,0.0,0.0,0.0,118.45599999999997,0.0,0.0,0.0,0.0,91.2
PUNJAB,1963,46.025999999999996,38.409000000000006,44.394,39.196000000000005,95.419,51.3353,57.54390000000001,57.54390000000001,39.522999999999996,246.59539999999998,52.623000000000005,52.623000000000005,39.196000000000005,114.7166,95.18769999999999,89.641,52.623000000000005,0.0,0.0,0.0
RAJASTHAN,1963,90.23846153846154,39.416538461538465,39.55769230769231,45.03730769230769,101.43846153846154,44.10000000000001,69.12692307692308,69.12692307692308,41.43999999999998,270.99307692307696,49.16538461538461,49.16538461538461,45.03730769230769,110.80192307692306,106.52230769230772,170.60384615384615,39.11538461538461,0.0,0.0,0.0
ANDHRA_PRADESH,1963,64.38947368421051,30.926315789473687,38.742105263157896,38.17368421052631,55.519999999999996,44.100000000000016,56.78473684210527,56.78473684210527,36.22000000000001,252.93631578947372,55.53210526315788,55.53210526315788,38.17368421052631,84.2226315789474,72.17,108.5242105263158,47.87683763157895,0.0,0.0,0.0
UTTAR_PRADESH,1963,27.479166666666682,32.86395833333335,34.94104166666667,39.39958333333334,57.37979166666667,31.669374999999988,50.9433333333333,50.9433333333333,41.677083333333336,103.03000000000003,51.44499999999999,51.44499999999999,39.39958333333334,90.60499999999998,85.6025,80.53999999999998,51.44499999999999,0.0,0.0,52.08229166666664
KARNATAKA,1963,87.78421052631579,34.44736842105262,43.17894736842105,39.3421052631579,70.34210526315788,35.64999999999999,65.6757894736842,65.6757894736842,36.22000000000001,257.79789473684207,68.07315789473685,68.07315789473685,39.3421052631579,95.27,87.5,122.34789473684211,64.87894736842107,0.0,0.0,0.0
ORISSA,1963,40.787692307692296,28.793846153846157,36.766153846153856,35.295384615384606,77.04461538461538,39.45538461538461,54.40538461538462,54.40538461538462,0.0,348.3061538461538,56.73461538461539,62.74900000000002,30.67907692307692,81.57615384615383,89.91923076923078,108.81461538461538,62.74900000000002,0.0,0.0,83.24
TAMIL_NADU,1963,62.45833333333334,36.01666666666666,39.93333333333334,37.78333333333334,67.49666666666668,44.70999999999999,59.050000000000004,59.050000000000004,36.220000000000006,279.9049999999999,51.55583333333333,51.55583333333333,37.78333333333334,101.33500000000002,72.16999999999999,118.03166666666668,48.285813166666664,0.0,0.0,0.0
HARYANA,1963,57.419999999999995,42.199999999999996,45.086666666666666,46.69166666666666,94.33666666666666,43.5645,59.56333333333333,59.56333333333333,42.93333333333334,211.00833333333333,50.57666666666666,50.57666666666666,46.69166666666666,101.61,97.66416666666667,115.82833333333333,50.57666666666666,0.0,0.0,0.0
MAHARASHTRA,1963,57.024000000000015,41.084,44.036,46.035999999999994,90.46000000000004,49.690000000000026,67.62000000000003,67.62000000000003,60.56799999999998,261.5039999999999,53.78,53.78,46.035999999999994,96.18,72.17000000000002,122.37600000000006,82.98800000000001,0.0,0.0,0.0
GUJARAT,1963,46.322222222222216,39.67777777777778,43.9611111111111,50.44444444444446,103.5222222222222,35.230000000000004,64.18333333333334,64.18333333333334,37,126.2833333333333,53.56111111111111,53.56111111111111,50.44444444444446,95.14444444444445,93.56666666666669,122.58333333333331,71.94999999999999,0.0,0.0,0.0
BIHAR,1963,37.136470588235284,32.89647058823529,0.0,0.0,79.5494117647059,35.18,51.850000000000016,51.850000000000016,40.51882352941176,341.6134705882353,56.51941176470589,64.46235294117646,28.144705882352937,75.69588235294117,94.48294117647059,0.0,64.46235294117646,0.0,0.0,42.20352941176471
ANDHRA_PRADESH,1964,72.39473684210526,46.35789473684209,54.94736842105263,53.67894736842105,62.09000000000001,57.41999999999999,78.6005263157895,78.6005263157895,42.11000000000001,248.2431578947369,98.42631578947372,98.42631578947372,53.67894736842105,117.19105263157896,99.47000000000001,110.68842105263157,68.27089568421053,0.0,0.0,0.0
MAHARASHTRA,1964,68.56,60.864,48.94799999999999,72.19999999999999,84.79600000000002,68.56999999999995,89.47600000000003,89.47600000000003,60.01999999999999,291.00000000000006,103.85199999999999,103.85199999999999,72.19999999999999,130.99199999999996,99.46999999999998,154.09599999999998,102.9,0.0,0.0,0.0
ORISSA,1964,48.04384615384617,41.24384615384615,47.47769230769232,49.38769230769231,76.67923076923074,41.30538461538462,77.50076923076921,77.50076923076921,0.0,391.6353846153846,68.1623076923077,77.04700000000001,50.00815384615384,114.59846153846154,109.68307692307691,117.11692307692309,77.04700000000001,0.0,0.0,124.76
GUJARAT,1964,92.82222222222222,55.16666666666667,60.977777777777774,64.21666666666667,64.35,48.74,73.23333333333333,73.23333333333333,48.84444444444446,152.04444444444442,92.9111111111111,92.9111111111111,64.21666666666667,130.46666666666667,107.6611111111111,113.60555555555555,91.81111111111112,0.0,0.0,0.0
PUNJAB,1964,44.574,50.891999999999996,59.577999999999996,55.062,88.63300000000001,52.623000000000005,70.1733,70.1733,49.145,269.8741,53.94200000000001,53.94200000000001,55.062,122.63640000000001,116.85610000000001,98.96100000000001,53.94200000000001,0.0,0.0,0.0
HARYANA,1964,61.98166666666666,50.83166666666667,54.79666666666666,50.078333333333326,73.05333333333333,46.69299999999999,69.68166666666666,69.68166666666666,49.84666666666667,219.10500000000002,51.275,51.275,50.078333333333326,126.55,106.90666666666668,122.76666666666667,51.275,0.0,0.0,0.0
WEST_BENGAL,1964,75.17333333333333,56.601413999999984,0.0,0.0,72.52933333333334,42.18133333333333,0.0,0.0,54.700666666666656,478.0045200000002,71.15866666666668,0.0,0.0,0.0,123.78399999999998,0.0,0.0,0.0,0.0,95.69866666666665
BIHAR,1964,39.95117647058823,56.34529411764705,0.0,0.0,72.30000000000001,51.03176470588237,93.50241176470588,93.50241176470588,59.3975294117647,454.8752352941176,85.2805882352941,77.68235294117646,47.559823529411766,137.95705882352942,120.44529411764704,0.0,77.68235294117646,0.0,0.0,58.31294117647059
UTTAR_PRADESH,1964,38.138749999999995,54.744166666666636,49.026250000000005,51.654999999999994,68.72770833333333,29.71645833333335,63.96687500000004,63.96687500000004,51.861875,93.57999999999994,59.053125,59.053125,51.654999999999994,112.94979166666667,95.4147916666666,102.18999999999998,59.053125,0.0,0.0,65.38770833333334
KARNATAKA,1964,114.55263157894737,60.70526315789472,64.53157894736843,66.30526315789473,57.863157894736844,64.22000000000001,83.31684210526316,83.31684210526316,42.11000000000001,275.6973684210526,104.46263157894741,104.46263157894741,66.30526315789473,126.59999999999995,99.47000000000001,123.46000000000001,78.30368421052633,0.0,0.0,0.0
TAMIL_NADU,1964,65.30833333333332,36.46666666666666,50.32500000000001,47.208333333333336,61.673333333333325,61.13,73.8075,73.8075,42.11000000000001,223.07666666666668,57.83083333333334,57.83083333333334,47.208333333333336,115.43916666666667,99.47000000000001,124.41000000000003,61.51352391666668,0.0,0.0,0.0
RAJASTHAN,1964,113.74999999999999,46.43653846153847,50.634615384615394,52.56961538461538,85.44769230769228,57.42000000000001,84.67038461538462,84.67038461538462,53.56307692307692,309.4553846153846,64.9253846153846,64.9253846153846,52.56961538461538,141.98461538461544,128.6976923076923,193.71192307692309,53.723076923076924,0.0,0.0,0.0
MADHYA_PRADESH,1964,58.300000000000004,38.14418604651164,41.21860465116277,45.98372093023256,91.20441860465117,40.619999999999955,72.41581395348838,72.41581395348838,42.109999999999964,488.66116279069774,49.26697674418606,49.26697674418606,45.98372093023256,111.50348837209306,99.46999999999991,120.90209302325579,74.18023134883721,0.0,0.0,0.0
KARNATAKA,1965,135.64736842105265,100,76.56842105263158,70.6842105263158,73.28947368421052,31.360000000000007,117.47000000000001,117.47000000000001,56.63999999999999,193.90105263157898,116.51894736842101,116.51894736842101,70.6842105263158,142.29,121.8,121.89684210526316,73.35578947368421,0.0,0.0,0.0
MAHARASHTRA,1965,81.69599999999998,79.748,62.815999999999974,99.34,77.30399999999999,109.84999999999995,123.8,123.8,78.36399999999998,433.4199999999999,130.61199999999997,130.61199999999997,99.34,170.20000000000005,121.80000000000004,120.54,105.28800000000001,0.0,0.0,0.0
UTTAR_PRADESH,1965,54.74104166666668,58.33937499999996,57.74812500000001,59.795833333333356,60.461250000000035,23.277916666666673,74.3708333333333,74.3708333333333,55.74562500000002,124.94999999999989,64.25333333333332,64.25333333333332,59.795833333333356,136.06104166666677,116.26395833333332,114.28999999999998,64.29499999999997,0.0,0.0,87.90916666666669
HARYANA,1965,58.87166666666667,61.27833333333333,56.60166666666667,54.22333333333333,51.51500000000001,56.33183333333333,113.86333333333334,113.86333333333334,58.903333333333336,229.53166666666667,65.28666666666668,65.28666666666668,54.22333333333333,155.56166666666667,136,117.33,65.28666666666668,0.0,0.0,0.0
ORISSA,1965,51.03230769230768,47.76615384615385,48.76307692307693,54.116153846153836,68.49153846153845,37.59307692307692,110.95923076923077,110.95923076923077,0.0,466.17538461538464,78.47846153846153,79.11076923076924,60.18061538461538,146.18692307692308,123.62461538461535,129.88,79.11076923076924,0.0,0.0,145.29
MADHYA_PRADESH,1965,62.348837209302296,47.00465116279068,42.844186046511645,52.048837209302334,72.02325581395348,37.079999999999984,103.54488372093022,103.54488372093022,56.64000000000002,546.849302325581,52.92116279069766,52.92116279069766,52.048837209302334,148.29558139534882,121.8000000000001,124.06627906976739,77.39370358139536,0.0,0.0,0.0
RAJASTHAN,1965,183.14230769230772,57.167692307692306,56.14230769230768,61.621538461538464,76.94999999999999,64.09999999999997,119.40846153846157,119.40846153846157,62.45384615384616,325.3673076923077,64.11576923076922,64.11576923076922,61.621538461538464,176.4846153846154,156.01153846153846,208.43769230769232,53.39615384615385,0.0,0.0,0.0
ANDHRA_PRADESH,1965,80.56842105263159,48.14736842105265,57.63157894736841,57.026315789473685,61.480000000000004,64.1,116.7615789473684,116.7615789473684,56.63999999999999,333.3057894736842,119.11842105263158,119.11842105263158,57.026315789473685,147.5384210526316,121.8,137.83684210526317,73.6586227894737,0.0,0.0,0.0
WEST_BENGAL,1965,98.18666666666668,67.7469,0.0,0.0,74.99399999999997,39.31066666666666,0.0,0.0,56.96466666666667,559.9759999999999,77.09666666666664,0.0,0.0,0.0,126.20666666666664,0.0,0.0,0.0,0.0,108.24533333333335
BIHAR,1965,58.378823529411754,68.21529411764705,0.0,0.0,69.37,47.44,101.357,101.357,63.42588235294118,586.353705882353,87.06882352941177,78.66882352941177,59.98,148.5341176470588,141.87,0.0,78.66882352941177,0.0,0.0,68.16999999999999
PUNJAB,1965,48.669,47.132999999999996,67.867,52.334,53.637,64.7083,104.59949999999999,104.59949999999999,60.34400000000001,265.8693,70.00800000000001,70.00800000000001,52.334,144.3075,129.67739999999998,104.191,69.908,0.0,0.0,0.0
TAMIL_NADU,1965,71.99999999999999,36.66666666666667,54.00833333333333,50.67499999999999,61.79333333333333,46.25,86.30583333333334,86.30583333333334,56.63999999999999,297.0608333333333,90.75,90.75,50.67499999999999,152.78416666666666,121.79999999999997,127.11916666666667,68.23385466666669,0.0,0.0,0.0
GUJARAT,1965,148.12777777777777,67.39999999999999,68.84444444444445,74.62777777777778,86.16111111111113,57.36999999999999,102.82222222222224,102.82222222222224,62.55555555555556,185.58888888888885,125.7388888888889,125.7388888888889,74.62777777777778,165.23333333333335,132.15555555555557,155.4611111111111,93.44444444444444,0.0,0.0,0.0
BIHAR,1966,93.66235294117648,81.02588235294117,0.0,0.0,98.14823529411764,49.854117647058814,134.0165294117647,134.0165294117647,93.36117647058825,580.9531176470588,123.3535294117647,95.80176470588235,69.03529411764706,189.8652941176471,161.38000000000002,0.0,95.80176470588235,0.0,0.0,76.60235294117648
ANDHRA_PRADESH,1966,86.00526315789476,53.92105263157896,58.6578947368421,58.873684210526314,97.02,83.55999999999997,124.74105263157894,124.74105263157894,90.56999999999996,338.68421052631584,143.8126315789474,143.8126315789474,58.873684210526314,167.49999999999997,157.29,153.86842105263153,92.2393215263158,0.0,0.0,0.0
KARNATAKA,1966,110.9315789473684,57.5,68.72105263157896,54.19473684210528,66.86315789473686,72.74,141.64947368421056,141.64947368421056,90.56999999999996,260.8110526315789,98.52736842105267,98.52736842105267,54.19473684210528,130.30999999999997,157.29,171.95210526315788,81.36842105263156,0.0,0.0,0.0
UTTAR_PRADESH,1966,68.7075,66.90708333333333,73.76479166666667,74.9816666666667,89.03375,46.45541666666666,104.11979166666669,104.11979166666669,89.6341666666667,163.89000000000013,112.01083333333331,112.01083333333331,74.9816666666667,181.31624999999997,164.10770833333336,130.6599999999999,112.01083333333331,0.0,0.0,100.03000000000003
HARYANA,1966,71.085,84.875,82.78,82.24666666666667,125.54,63.756,123.92333333333333,123.92333333333333,89.31166666666667,253.23000000000002,99.90166666666669,99.90166666666669,82.24666666666667,199.295,158.00166666666667,141.08666666666667,99.90166666666669,0.0,0.0,0.0
ORISSA,1966,66.14846153846155,57.26692307692308,51.58923076923076,62.25076923076923,100.01538461538463,52.019999999999996,132.85230769230768,132.85230769230768,0.0,499.10153846153844,88.99615384615383,91.43153846153845,66.93676923076923,177.69923076923078,142.78692307692307,150.5523076923077,91.43153846153845,0.0,0.0,164.11000000000007
MADHYA_PRADESH,1966,79.55581395348837,59.63023255813951,46.42325581395346,65.7488372093023,103.94604651162791,56.550000000000004,129.7430232558139,129.7430232558139,90.57000000000006,602.2625581395354,56.04813953488372,56.04813953488372,65.7488372093023,183.52046511627907,157.29,149.29558139534873,101.75766239534883,0.0,0.0,0.0
MAHARASHTRA,1966,85.51199999999999,67.30000000000001,62.900000000000006,77.83200000000001,149.608,80.14000000000004,144.636,144.636,85.696,406.208,154.97199999999998,154.97199999999998,77.83200000000001,194.83999999999997,157.29,159.03600000000003,147.20400000000004,0.0,0.0,0.0
GUJARAT,1966,192.91666666666666,73.74444444444444,77.0888888888889,85.4,123.27777777777776,55.67999999999998,119.72777777777777,119.72777777777777,62.36666666666666,211.97777777777773,138.61111111111111,138.61111111111111,85.4,193.2,175.4666666666666,160.87222222222223,107.43333333333332,0.0,0.0,0.0
TAMIL_NADU,1966,68.85833333333333,50,50,50,92.36749999999999,93.80999999999999,105.48,105.48,90.56999999999998,246.60333333333335,132.5,132.5,50,176.70333333333335,157.29,157.2675,83.95102533333333,0.0,0.0,0.0
PUNJAB,1966,53,74.4,83.684,71.17,98.5,70.63449999999999,126.47999999999999,126.47999999999999,83.075,273.8511,93.458,93.458,71.17,172.9291,138.7081,113.29,93.458,0.0,0.0,0.0
RAJASTHAN,1966,222.14461538461535,69.08461538461539,68.20384615384616,72.3676923076923,169.19000000000003,83.55999999999996,140.83076923076922,140.83076923076922,77.80576923076923,369.91769230769233,81.53153846153847,81.53153846153847,72.3676923076923,189.9846153846154,174.48538461538462,219.34538461538457,66.38076923076923,0.0,0.0,0.0
WEST_BENGAL,1966,118.78933333333336,80.26959000000002,0.0,0.0,98.69866666666668,46.19266666666666,0.0,0.0,67.56666666666665,475.25378,96.63133333333333,0.0,0.0,0.0,129.806,0.0,0.0,0.0,0.0,114.74066666666671
MADHYA_PRADESH,1967,98.14651162790697,58.40000000000003,53.88604651162788,68.86511627906977,209.6,46.86999999999994,103.6658139534884,103.6658139534884,49.930000000000014,562.6553488372094,75.07697674418608,75.07697674418608,68.86511627906977,152.93767441860462,120.21999999999998,146.75534883720943,107.7513707906977,0.0,0.0,0.0
RAJASTHAN,1967,172.33846153846156,61.35153846153847,62.631538461538454,67.75615384615386,207.3926923076923,71.63000000000004,116.7953846153846,116.7953846153846,64.4346153846154,336.62461538461537,78.85384615384615,78.85384615384615,67.75615384615386,175.36153846153846,135.27692307692308,241.29153846153847,70.92692307692307,0.0,0.0,0.0
BIHAR,1967,86.06352941176469,101.90529411764707,0.0,0.0,187.39117647058828,51.801764705882356,140.52105882352942,140.52105882352942,76.34470588235295,545.8023529411764,106.33882352941177,95.58117647058825,81.77529411764705,203.35705882352943,140.12176470588233,0.0,95.58117647058825,0.0,0.0,58.23529411764706
MAHARASHTRA,1967,91.00400000000002,77.82400000000001,63.00000000000002,90.09599999999999,205.476,61.88000000000004,120.4,120.4,69.44,395.172,142.612,142.612,90.09599999999999,173.924,120.21999999999994,102.464,165.372,0.0,0.0,0.0
TAMIL_NADU,1967,74.37499999999999,50,50,50,130.46250000000003,71.40999999999998,100.07083333333334,100.07083333333334,49.93,290.03583333333336,95.69833333333332,95.69833333333332,50,170.26416666666663,120.22000000000001,147.3791666666667,89.13808991666667,0.0,0.0,0.0
ORISSA,1967,69.16153846153846,59.72615384615385,56.533846153846156,66.69230769230771,188.47461538461536,50.99615384615384,100.13692307692307,100.13692307692307,0.0,511.643076923077,102.63384615384615,110.59307692307692,75.60184615384615,152.36461538461538,128.48384615384617,150.98615384615385,110.59307692307692,0.0,0.0,122.40000000000002
WEST_BENGAL,1967,148.754,100.89773999999997,0.0,0.0,147.54933333333335,54.462666666666664,0.0,0.0,76.88933333333334,404.7336699999999,119.11266666666667,0.0,0.0,0.0,143.98533333333336,0.0,0.0,0.0,0.0,103.76400000000002
HARYANA,1967,69.06166666666667,80.27,72.27499999999999,72.62666666666667,222.85333333333332,67.50216666666667,88.25666666666666,88.25666666666666,59.916666666666664,264.315,77.415,77.415,72.62666666666667,170.34333333333333,134.37666666666667,140.78,77.415,0.0,0.0,0.0
GUJARAT,1967,101.10555555555555,73.67777777777778,77.63888888888889,80.54444444444445,199.51111111111106,56.19000000000002,101.51666666666667,101.51666666666667,76.27222222222223,240.31111111111113,101.31666666666666,101.31666666666666,80.54444444444445,151.25000000000003,138.47777777777776,159.85000000000002,106.46666666666668,0.0,0.0,0.0
KARNATAKA,1967,123.07368421052632,66.2421052631579,74.74210526315788,62.24210526315789,112.99473684210527,65.27,100.97526315789473,100.97526315789473,49.92999999999998,310.5173684210527,154.73263157894732,154.73263157894732,62.24210526315789,175.2800000000001,215,156.6247368421053,91.81105263157896,0.0,0.0,0.0
UTTAR_PRADESH,1967,67.34895833333336,84.13416666666669,75.54416666666668,85.38354166666666,163.31416666666675,35.020833333333336,87.39999999999992,87.39999999999992,57.94020833333334,148.01000000000013,81.04354166666663,81.04354166666663,85.38354166666666,175.08645833333324,121.59354166666668,133.22000000000003,81.04354166666663,0.0,0.0,101.25
ANDHRA_PRADESH,1967,99.0157894736842,62.178947368421056,60.64736842105264,60.81052631578948,193.71,71.63000000000001,98.21157894736841,98.21157894736841,49.92999999999998,429.38684210526327,140.07368421052635,140.07368421052635,60.81052631578948,149.6878947368421,120.21999999999998,152.37947368421055,104.78599073684211,0.0,0.0,0.0
PUNJAB,1967,60.632999999999996,61.866,70.735,65.133,221.63299999999998,78.76379999999999,90.26599999999999,90.26599999999999,65.25,258.17470000000003,83.175,83.175,65.133,175.5557,134.484,131.09,83.175,0.0,0.0,0.0
HARYANA,1968,70.84833333333334,75.75833333333334,72.215,71.03166666666667,130.97,36.55833333333333,119.02666666666669,119.02666666666669,61.666666666666664,264.2583333333333,98.03666666666668,98.03666666666668,71.03166666666667,184.53666666666666,139.57500000000002,168.185,98.03666666666668,0.0,0.0,0.0
KARNATAKA,1968,119.97894736842102,54.81052631578949,78,56.426315789473705,135.45263157894738,50.899999999999984,106.78157894736843,106.78157894736843,51.13,203.06421052631575,102.74526315789475,102.74526315789475,56.426315789473705,171.63999999999993,220,169.5426315789473,72.50947368421055,0.0,0.0,0.0
ANDHRA_PRADESH,1968,103.99999999999999,49.83684210526318,63.194736842105264,57.084210526315786,98.15421052631582,51.26999999999999,107.75368421052632,107.75368421052632,51.13,432.02000000000004,92.65000000000003,92.65000000000003,57.084210526315786,153.6463157894737,125.46000000000001,148.7126315789473,84.52229131578946,0.0,0.0,0.0
WEST_BENGAL,1968,129.25866666666667,66.21435999999997,0.0,0.0,133.44,39.65333333333333,0.0,0.0,64.33266666666665,424.93307000000004,87.64533333333333,0.0,0.0,0.0,136.87866666666667,0.0,0.0,0.0,0.0,150.21266666666665
PUNJAB,1968,56.8,57.214,57.50999999999999,65.32300000000001,128.37199999999999,69.409,93.015,93.015,62.414100000000005,258.8168,95.3,95.3,65.32300000000001,172.5778,147.116,120.652,95.3,0.0,0.0,0.0
UTTAR_PRADESH,1968,53.09041666666666,53.45937500000002,52.25687499999999,58.206875000000004,105.14041666666661,21.876041666666666,77.55125000000008,77.55125000000008,53.39583333333335,155.3400000000001,75.373125,75.373125,58.206875000000004,158.70895833333338,127.04791666666667,128.1999999999999,75.373125,0.0,0.0,96.57000000000001
BIHAR,1968,56.5970588235294,68.17117647058822,0.0,0.0,117.2635294117647,31.481764705882348,114.42599999999999,114.42599999999999,66.93117647058823,540.523411764706,89.34294117647059,86.55058823529413,60.02176470588235,151.47117647058826,142.13176470588235,0.0,86.55058823529413,0.0,0.0,101.8164705882353
MADHYA_PRADESH,1968,97.70930232558133,53.84651162790698,53.87906976744184,62.69534883720925,152.26069767441862,35.81999999999999,102.17627906976749,102.17627906976749,51.13000000000006,470.12395348837197,74.57093023255817,74.57093023255817,62.69534883720925,143.49511627906972,125.46000000000002,143.52348837209303,83.33452944186045,0.0,0.0,0.0
ORISSA,1968,87.7969230769231,50.72769230769231,57.893846153846155,58.02384615384615,132.09384615384616,36.30769230769231,105.99692307692307,105.99692307692307,0.0,451.34923076923076,80.78538461538461,85.26,58.333999999999996,141.49846153846153,131.38307692307694,145.7546153846154,85.26,0.0,0.0,221.88000000000008
TAMIL_NADU,1968,73.74999999999999,60.02500000000001,68.90833333333335,66.33333333333333,83.82833333333335,52.95000000000001,100.37333333333332,100.37333333333332,51.13,276.1274999999999,96.44583333333334,96.44583333333334,66.33333333333333,169.70416666666668,125.46000000000002,169.19333333333336,87.67122466666666,0.0,0.0,0.0
RAJASTHAN,1968,162.97153846153847,67.34,69.45384615384616,76.9630769230769,131.24000000000004,51.26999999999999,111.77769230769232,111.77769230769232,68.0673076923077,306.20307692307694,85.38153846153847,85.38153846153847,76.9630769230769,187.31153846153848,146.94615384615383,220.77692307692308,65.12307692307692,0.0,0.0,0.0
MAHARASHTRA,1968,85.46,69.50000000000001,65.808,78.17599999999999,151.90800000000002,65.39000000000004,135.23600000000002,135.23600000000002,67.54400000000001,366.91200000000003,99.29599999999996,99.29599999999996,78.17599999999999,181.372,125.46000000000002,126.036,127.91199999999998,0.0,0.0,0.0
GUJARAT,1968,106.66666666666667,71.85555555555555,76.97777777777777,81.60555555555555,124.97777777777777,43.57000000000002,114.40555555555557,114.40555555555557,68.01111111111112,190.4111111111111,94.37777777777778,94.37777777777778,81.60555555555555,164.97222222222223,149.68333333333337,190.85555555555555,105.07777777777778,0.0,0.0,0.0
WEST_BENGAL,1969,127.54533333333335,65.91675,0.0,0.0,121.95066666666666,45.932,0.0,0.0,54.91600000000002,616.1833,96.562,0.0,0.0,0.0,138.3153333333333,0.0,0.0,0.0,0.0,138.75133333333332
TAMIL_NADU,1969,96.75833333333331,67.10000000000001,69.41666666666667,65.02500000000002,68.74333333333333,57.76999999999999,132.77666666666667,132.77666666666667,58.01999999999999,269.1816666666667,120,120,65.02500000000002,192.44416666666666,142.40000000000003,172.53499999999997,84.59748933333334,0.0,0.0,0.0
RAJASTHAN,1969,157.98538461538462,68.69884615384616,70.78846153846153,77.32884615384616,90.64461538461539,58.26999999999999,126.40923076923079,126.40923076923079,73.50769230769231,366.8453846153846,96.27538461538461,96.27538461538461,77.32884615384616,202.16038461538463,180.0907692307692,231.00538461538463,78.17307692307692,0.0,0.0,0.0
UTTAR_PRADESH,1969,52.200625,58.416666666666686,60.99229166666666,65.81708333333336,71.72166666666664,32.85791666666666,93.52604166666661,93.52604166666661,61.45541666666667,129.73999999999987,89.14479166666668,89.14479166666668,65.81708333333336,168.82333333333324,146.64083333333338,131.89999999999992,89.14479166666668,0.0,0.0,128.38000000000008
ANDHRA_PRADESH,1969,96.61052631578947,56.426315789473676,58.34736842105263,55.77368421052632,67.52999999999999,58.269999999999996,126.78842105263156,126.78842105263156,58.019999999999996,443.75947368421043,114.82263157894732,114.82263157894732,55.77368421052632,184.19210526315788,142.40000000000003,187.8489473684211,86.63038742105262,0.0,0.0,0.0
BIHAR,1969,64.00058823529413,65.57294117647061,0.0,0.0,82.67470588235294,49.76058823529412,141.6584705882353,141.6584705882353,69.43652941176471,654.586294117647,102.59176470588235,93.81411764705884,59.234117647058824,162.9558823529412,156.16529411764705,0.0,93.81411764705884,0.0,0.0,69.89647058823529
PUNJAB,1969,57.6,55.260000000000005,74.025,68.765,88.875,77.9728,110.63699999999999,110.63699999999999,59.760000000000005,277.4049,99.115,99.115,68.765,208.1531,153.45940000000002,144.06199999999998,99.115,0.0,0.0,0.0
HARYANA,1969,69.10666666666667,74.74166666666666,67.16333333333334,68.56833333333334,66.38,60.026666666666664,125.60000000000001,125.60000000000001,57.699999999999996,279.6666666666667,91.515,91.515,68.56833333333334,199.33333333333334,146.83333333333334,164.775,91.515,0.0,0.0,0.0
KARNATAKA,1969,97.2,49.378947368421066,67.07894736842105,63.373684210526314,80.63157894736841,67.52,130.93315789473684,130.93315789473684,58.019999999999996,418.1047368421053,113.11105263157893,113.11105263157893,63.373684210526314,210.8600000000001,300.8999999999999,194.22263157894741,91.0394736842105,0.0,0.0,0.0
MADHYA_PRADESH,1969,94.85348837209303,61.144186046511656,69.35813953488369,67.99069767441864,86.9439534883721,48.26,121.58837209302327,121.58837209302327,58.01999999999999,502.9183720930232,89.30604651162786,89.30604651162786,67.99069767441864,172.73488372093024,142.39999999999992,179.51395348837218,86.46846820930234,0.0,0.0,0.0
GUJARAT,1969,97.32777777777778,72.64444444444445,71.93333333333334,77.74444444444445,118.64444444444445,65.05999999999997,141.30555555555554,141.30555555555554,69.04444444444444,246.16722222222222,111.92222222222222,111.92222222222222,77.74444444444445,208.64444444444447,151.86111111111106,206.61666666666665,110.19444444444444,0.0,0.0,0.0
ORISSA,1969,81.1776923076923,76.83076923076925,64.2,62.911538461538456,90.99923076923076,47.131538461538454,125.18153846153844,125.18153846153844,0.0,478.1799999999999,96.09307692307691,93.25076923076924,57.40646153846153,178.0938461538462,142.16846153846154,183.08923076923077,93.25076923076924,0.0,0.0,151.05999999999997
MAHARASHTRA,1969,83.52000000000002,72.85600000000001,67.404,81.24799999999999,108.07599999999998,73.26,168.532,168.532,75.79200000000002,471.0999999999999,114.852,114.852,81.24799999999999,217.51999999999995,142.40000000000006,141.96800000000002,133.44399999999996,0.0,0.0,0.0
